direction_id,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17
07_from_16,0.033064521220238174,0.034370471416919866,0.3005966680301061,0.02660448147179502,0.05462092210476094,-0.091782657434824,0.021296116387392382,0.9992052808785025,0.056862129794262355,-0.01302380925940381,0.06019372558775815,0.04413366517224981,0.01941398174442177,0.0666914320028954,0.12609426571321933,-0.0,-0.0007947191214975335,-0.07701988503620619
08_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
08_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
09_from_00,0.04461476129540043,0.05349748425649063,0.12727717864681637,0.03134126217932347,0.038923165493101326,-0.0,0.04305502262570056,-0.17143530300286702,0.0417306589024337,1.0446147612954004,0.032870424063040804,0.03377591860465091,0.021422132702134222,0.10724183831241767,-0.05483482690387481,0.024323850756552044,0.05026346322826925,-0.05917313196242803
09_from_01,0.04501461363754447,0.05397694651870322,0.12841787909002367,0.03162215300389164,0.03927200785904021,-0.0,0.043440896070679164,-0.1729717632559453,0.042104662958868465,1.0539769465187032,0.033165019745438486,0.03407862963055389,0.021614124986436382,0.10820297536615422,-0.05532627487606853,0.024541849203986374,0.05071394111748215,-0.05970346126869726
09_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
09_from_03,0.02231035775381597,0.031172962841627627,0.19564412894365424,0.007903915253442362,0.011384476006003744,-0.03265316235515307,0.020003168668319332,-0.17526078317191768,0.01852291498919296,1.0079039152534424,0.007792986535854754,0.010849971273751138,0.014581962959865313,0.08942444631741275,-0.054515764639375214,-0.0,0.026529897178996186,-0.036429268262222606
09_from_04,0.05515549215023771,0.06404905181276131,0.22909466921309404,0.0406987320179385,0.04419144938548891,-0.0,0.0528402447053519,-0.14310570893072422,0.05135482091849225,1.044191449385489,0.04058741585769249,0.04365507777927513,0.04740010425756729,0.12250399125656752,-0.02193896217491753,0.03276721062241861,0.05938976923405136,-0.06932371602258795
09_from_05,0.005003016272481238,0.01635156898973148,0.057490856242738954,-0.003928238483059527,-0.0,-0.0882114397243835,0.007157095861276864,0.035843847948731744,0.011390019962602374,0.9117885602756165,-0.01721243559717927,-0.002059486223535356,0.018597350117796466,0.08066389280411133,-0.08158683551065597,-0.005723369186835512,0.015210597613359732,-0.0220717245598702
09_from_06,0.04454528229605131,0.053414172106747,0.12707896866528617,0.031292454128550445,0.038862550070953426,-0.0,0.04298797262247023,-0.17116832514709296,0.04166567134364095,1.0429879726224702,0.03281923463367256,0.03372331903987465,0.021388771807649254,0.10707482956019354,-0.054749432097489614,0.02428597098847215,0.05018518745075659,-0.05908098107160771
09_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
09_from_08,-0.003991525982001004,0.004969763067967647,0.17018367656242384,-0.01808048085695963,-0.010533740348695178,-0.036163763912271704,-0.005926876772141266,-0.3135609666585719,-0.009137396124855313,0.9908626038751447,-0.01975104507594816,-0.014914931542679855,-0.029886471275569003,0.06661405400394665,-0.0916620993585653,-0.02460561283380827,-0.0,-0.010239153913764515
09_from_10,0.08303032324467914,0.09152636009612095,0.24556390912285364,0.06841174443448421,0.07310033683038653,0.027758670075393843,0.08033471356878019,-0.07798507419129042,0.07807439041992814,1.0590211115536197,0.059021111553619665,0.07133701575014936,0.07126438369815313,0.1429350400256749,-0.0,0.06566514121319081,0.08684917159582393,-0.09652614025569108
09_from_11,0.020073338777559152,0.028860815659082203,0.10184939828411521,0.006942166373514972,0.014442771804936028,-0.02406303530225175,0.01853032459584459,-0.1936601023742976,0.017220161524012408,1.0093507168985885,0.008454931632560076,0.009350716898588463,-0.002870604028921836,0.08202888932833018,-0.0783098890914365,-0.0,0.025661471815494857,-0.03447560554075038
09_from_12,0.17116655308264628,0.1813074257285217,0.3046719028689418,0.16094282661665238,0.16055657219766564,0.14000127621606734,0.16347566989601392,-0.009904026606494476,0.1634574727540132,1.0,0.16656886850438313,0.17286860603132528,-0.0,0.18327828579794775,0.12695421477543378,0.1694929858544128,0.17380494629388818,-0.18397249013197714
09_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
09_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
09_from_15,0.02213540141691567,0.030928506546964864,0.1941099007383636,0.007841933277394715,0.011295199704766539,-0.03239709843466831,0.019846305154285808,-0.17388639980413956,0.018377659525744786,1.0,0.007731874455408879,0.010764886522960692,0.014467612179279887,0.08872318577602356,-0.05408825565050608,-0.0,0.026321851495462147,-0.03614359237116587
09_from_16,0.08825055286455587,0.09730942192825076,0.26447944616142033,0.07405479522236831,0.08165776034732229,0.05610774912280974,0.086318263713002,-0.2272031218886554,0.0831004411065908,1.0922926500229617,0.07281271691423921,0.07725341706539328,0.062102075197532525,0.1598678530378927,-0.0,0.06723382834236645,0.09229265002296172,-0.10263674819687685
10_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_11,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
10_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_06,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
11_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_00,-0.9571143925474745,-0.004163945143385448,0.0439389948375017,-0.005963199611416493,-0.01189765537321224,-0.029833196833243168,-0.008369224816261261,0.0749567311004804,-0.0048780481875619714,-0.3615546207096415,-0.004981438506267281,-0.006885352686220959,0.04288560745252548,0.04443684011039358,0.007044639186467563,-0.014207047109258143,0.000288594887386244,-0.0
12_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_03,-0.04170043410005508,-0.04144786996863228,-0.014144131504324142,-0.9580089132753772,-0.04904569572403178,-0.04981804845028959,-0.03887971617370419,0.061854500720185,-0.03562895683824077,0.2530177041862727,-0.048030168121791145,-0.03961111580511096,0.041991086724622845,-0.05176123631995588,-0.0,-0.052577432561909394,-0.03558909135327502,0.030169419737567576
12_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_06,0.015186515167360625,0.013050811029185618,0.2547300124673443,0.015412052435148135,0.022109380705415266,0.01679728274738598,-0.8717478609301024,0.3229547127175059,0.022557229828851052,0.2378233115774478,0.02568475469990592,0.015359785393944957,0.12825213906989769,0.028978909237541706,0.03188610008843721,-0.0,0.01213421063127848,-0.03239744574151459
12_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_08,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_11,0.05119181840256966,0.07107382457031357,-0.4665135948194386,0.0329270137126762,0.057736794396305025,-0.20027862905577215,0.07681047354108995,1.1567671121218062,0.015855741633622356,-1.3362882296453487,-0.013493671658815126,-0.380921399772449,0.619078600227551,0.4811646619070433,0.23101802474475766,-0.0,0.037797967136787174,-0.12192959979454021
12_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
12_from_16,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_00,-0.13416105502374287,-0.08556058377918038,0.3976513612710175,-0.06787296769287512,-0.11779288866493348,0.01595633690876208,-0.09695252231065095,-0.31734183918227377,-0.11429804828027149,2.6655739631372395,-0.1721961499570032,-0.13632374126866734,-0.18661456417491507,0.8658389449762571,-0.24938237978838268,-0.08042001971683882,-0.05759792356349863,-0.0
13_from_01,-0.12263635732964756,-0.10539628684265145,0.14502454725898395,-0.07402047319011716,-0.11113583048532485,0.07529190273283229,-0.09455325386649222,-0.48076507068177854,-0.12075661052554616,1.442883782754318,-0.1160769591988734,-0.14672390553562012,-0.3510843849017548,0.8946037131573485,-0.31902774523936933,-0.016137700664229225,-0.05789897385829275,-0.0
13_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_03,-0.2672692212436869,-0.2468245505513364,0.04273797301245774,-0.41923153580290196,-0.25446754763606244,-0.0,-0.24679731516104156,-0.9154069233428553,-0.21466060244288146,1.1027628716623734,-0.3050581788370197,-0.26194187768700417,-0.3522100553659392,0.580768464197098,-0.4034205473006147,-0.19584772223343413,-0.2097806743696668,0.16719470175326118
13_from_04,-0.068730760050222,-0.06185188256569557,0.24629113483225676,-0.057354368280106746,-0.7464876219002645,-0.0,-0.062397690870649725,-0.1917326368893325,-0.05698032252951714,-0.14354398738623975,-0.03914478528108509,-0.04040253205476829,-0.08230382307261355,0.2535123780997354,-0.06571953398254918,-0.041842472110360254,-0.0722836632785433,0.02964753301521431
13_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_06,-0.04598145639957199,-0.013777093027799668,0.4324928366031911,0.00558843574370943,-0.04190117759148637,0.08178259009333015,-0.04265567531172154,-0.2831491164996154,-0.0406246315456485,2.7223830086093024,-0.09087290325709224,-0.062258169304380884,-0.12219970902184768,0.9573443246882785,-0.1204685497579161,-0.0,0.017619145541159772,-0.07584288536142132
13_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_08,-0.0162314910282991,0.024778459774103243,0.10663445067694644,0.04139297556903635,-0.016992490854587955,0.003488862143739821,0.016974484087873803,0.8003337669892046,-0.09223174198516781,1.9729439115967238,0.008184967563474754,-0.018698531850277367,-0.0,0.9077682580148322,-0.13464621872391885,0.03479916641933273,0.06001599055056236,-0.10507531267913958
13_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_11,0.14304777103149036,0.17724528811594797,0.6350266829627,0.1911216566956715,0.1459738740978033,0.3068355465885455,0.1669479242932958,-0.05797190314287626,0.1480080436947961,2.720003547955609,0.1023782348210944,0.12640414466907046,0.02053346082457108,1.1264041446690705,-0.0,0.18186573903389594,0.20564057622275794,-0.2621898661405256
13_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_15,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
13_from_16,-0.009918466551353504,-0.011941932870659578,0.06377783039005074,-0.009082867978761898,-0.019250505631222388,0.03173057099553479,-0.014458131876509609,0.12797392528516216,-0.004576150826729768,0.11887932942281942,-0.011103979725988231,-0.01395363509706981,0.031237387109356668,0.1662705095950823,-0.06644811570983382,-0.0,-0.8337294904049177,-0.00581165057549237
14_from_00,0.2163348339815112,0.26425968618993767,-0.541622690699813,0.3347934007004908,0.29872226310058314,-0.0,0.23942371300433862,-0.5595542946718512,0.26587685929208854,0.2937975136397588,0.3689841179741814,0.3244511388582852,0.36887237069340517,0.11611431648868165,1.2163348339815112,0.20762865326056584,0.24031457233009146,-0.35213917265279615
14_from_01,0.1445752921983155,0.03509778452786416,-0.9407472065396696,0.18802301622509454,0.15304859423870304,-0.0,0.08396743148103752,0.9308440325239975,0.13806077077043613,-1.76389330906211,0.2607620687676761,0.20168507544398362,0.2180277285156853,0.006030142437433772,1.0350977845278642,0.09532140177838899,0.1881742447070039,-0.22481607843554716
14_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_03,0.03863255790988399,0.015723760189190278,-0.027602776394281214,-0.04304764637478886,0.029916103502085713,0.1868767756954422,-0.010387814976904275,0.5164013420321757,0.06372194657258883,-0.4491723236499915,0.05753549048569434,0.10963890864173349,0.10726239599129517,0.04925603390989153,0.9569523536252111,-0.0,0.07231440053334348,-0.13519710984289898
14_from_04,0.01065722564498003,0.0010613115577680944,-0.18744651271276672,0.002837252987774871,-0.8843721604866749,-0.0078634239034157,-0.002936346894450128,0.045955432951253025,0.0002905550900865404,0.37283908326461873,0.013551192091607808,0.007335406344466333,0.02319253431753449,0.010279670870700242,0.11562783951332516,-0.0,0.010797971196394104,-0.013492443002293937
14_from_05,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_06,-0.08528177191678545,-0.14848761837263919,-1.2560836492771603,-0.03581508908447876,-0.06559474696021807,-0.2516172453262193,-0.15520149884301926,-0.00332425675563508,-0.08580596844812646,-1.5084208626007374,0.05623845860996291,-0.014918095073011063,-0.02639412311160068,-0.250419312335569,0.8447985011569807,-0.15017290869845193,-0.041720429168973665,-0.0
14_from_07,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_08,-0.040473607798085204,-0.0,-0.4487767432555922,0.036387886711686517,0.057155330243352044,-0.1477972090107837,-0.0747612496184405,-0.8870606050742036,-0.1679119960197415,-1.4634508608689392,0.11685872189295121,0.06074722376699215,0.11890416451148839,-0.09960849552457397,0.8320880039802585,-0.07927505139997647,0.014488129486876163,-0.06868329555995281
14_from_09,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_10,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_11,-0.14324260535283195,-0.08405982996602618,-0.5873090722454053,-0.00968204095629344,-0.05766379070609812,-0.3450082620852276,-0.12434971566519144,-1.208611642173252,-0.09127687271749582,-2.122783254754627,0.061725662143483906,-0.1108731805324048,0.03227615019846797,-0.36745500346416415,0.8891268194675952,-0.14884635596845774,-0.018581494309259865,-0.0
14_from_12,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_13,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
14_from_15,-0.001917481020306905,-0.005214164794316677,-0.017363097893998192,-0.0033518022283143753,-0.0009231271742566795,0.007494693636043818,-0.007532556525208959,-0.010128572012519769,-0.003983220240009518,-0.12721160838120998,-0.006140426563383876,-0.0009871866026126008,-0.00039738038743514226,0.008883783838211508,0.04205530379750576,-0.9579446962024942,-0.0014567893774489566,-0.0
14_from_16,-0.018435281128929632,-0.04955980301938742,-1.2361108158480232,-0.02149859031513602,-0.0,-0.1488025142101974,-0.059906112793004035,0.15338756565904185,-0.04330667428763502,0.3810653095025005,0.004341253382603771,-0.0065505844582782885,0.007515607300911081,-0.10213667920944573,0.4577782417069943,-0.08038221349608228,-0.5422217582930057,-0.0022135854088333367
15_from_00,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15_from_01,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15_from_02,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15_from_03,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
15_from_04,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
