axis,lambda_Q,lambda_p,direction_id,to_index,from_index,slope_per_fraction,sign,all_effects_disabled
Q_A_topsis_0_1,0.5,0.0,10_from_08,10,8,0.06976615671257591,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_09,10,9,0.08821975064039522,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_11,10,11,0.10816871149990626,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_12,10,12,0.0885935923733181,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_13,10,13,0.06546448314164499,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_14,10,14,0.0885935923733181,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_15,10,15,0.09542396029295741,1,False
Q_A_topsis_0_1,0.5,0.0,10_from_16,10,16,0.05462307956935886,1,False
Q_A_topsis_0_1,0.5,0.0,11_from_00,11,0,-0.006166509690909594,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_01,11,1,-0.06672664738492107,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_02,11,2,-0.01212810023785782,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_03,11,3,-0.012744751206948846,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_04,11,4,-0.04214097211655998,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_05,11,5,-0.01336140217603965,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_06,11,6,-0.1645917172042538,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_07,11,7,-0.03376184253783898,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_08,11,8,-0.038402554787330345,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_09,11,9,-0.019948960859511033,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_10,11,10,-0.10816871149990626,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_12,11,12,-0.01957511912658816,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_13,11,13,-0.042704228358261265,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_14,11,14,-0.01957511912658816,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_15,11,15,-0.012744751206948846,-1,False
Q_A_topsis_0_1,0.5,0.0,11_from_16,11,16,-0.0535456319305474,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_00,12,0,0.013408609435678565,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_01,12,1,-0.04715152825833291,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_02,12,2,0.007447018888730339,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_03,12,3,0.006830367919639313,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_04,12,4,-0.022565852989971824,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_05,12,5,0.006213716950548509,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_06,12,6,-0.14501659807766565,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_07,12,7,-0.014186723411250823,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_08,12,8,-0.018827435660742187,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_09,12,9,-0.0003738417329228749,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_10,12,10,-0.0885935923733181,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_11,12,11,0.01957511912658816,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_13,12,13,-0.023129109231673106,-1,False
Q_A_topsis_0_1,0.5,0.0,12_from_14,12,14,0.0,0,False
Q_A_topsis_0_1,0.5,0.0,12_from_15,12,15,0.006830367919639313,1,False
Q_A_topsis_0_1,0.5,0.0,12_from_16,12,16,-0.03397051280395924,-1,False
Q_A_topsis_0_1,0.5,0.0,13_from_00,13,0,0.03653771866735167,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_01,13,1,-0.024022419026659803,-1,False
Q_A_topsis_0_1,0.5,0.0,13_from_02,13,2,0.030576128120403445,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_03,13,3,0.02995947715131242,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_04,13,4,0.0005632562417012821,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_05,13,5,0.029342826182221615,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_06,13,6,-0.12188748884599254,-1,False
Q_A_topsis_0_1,0.5,0.0,13_from_07,13,7,0.008942385820422283,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_08,13,8,0.0043016735709309195,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_09,13,9,0.02275526749875023,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_10,13,10,-0.06546448314164499,-1,False
Q_A_topsis_0_1,0.5,0.0,13_from_11,13,11,0.042704228358261265,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_12,13,12,0.023129109231673106,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_14,13,14,0.023129109231673106,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_15,13,15,0.02995947715131242,1,False
Q_A_topsis_0_1,0.5,0.0,13_from_16,13,16,-0.010841403572286135,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_00,14,0,0.013408609435678565,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_01,14,1,-0.04715152825833291,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_02,14,2,0.007447018888730339,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_03,14,3,0.006830367919639313,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_04,14,4,-0.022565852989971824,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_05,14,5,0.006213716950548509,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_06,14,6,-0.14501659807766565,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_07,14,7,-0.014186723411250823,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_08,14,8,-0.018827435660742187,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_09,14,9,-0.0003738417329228749,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_10,14,10,-0.0885935923733181,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_11,14,11,0.01957511912658816,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_12,14,12,0.0,0,False
Q_A_topsis_0_1,0.5,0.0,14_from_13,14,13,-0.023129109231673106,-1,False
Q_A_topsis_0_1,0.5,0.0,14_from_15,14,15,0.006830367919639313,1,False
Q_A_topsis_0_1,0.5,0.0,14_from_16,14,16,-0.03397051280395924,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_00,15,0,0.0065782415160392516,1,False
Q_A_topsis_0_1,0.5,0.0,15_from_01,15,1,-0.05398189617797222,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_02,15,2,0.000616650969091026,1,False
Q_A_topsis_0_1,0.5,0.0,15_from_03,15,3,0.0,0,False
Q_A_topsis_0_1,0.5,0.0,15_from_04,15,4,-0.029396220909611137,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_05,15,5,-0.000616650969090804,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_06,15,6,-0.15184696599730496,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_07,15,7,-0.021017091330890136,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_08,15,8,-0.0256578035803815,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_09,15,9,-0.007204209652562188,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_10,15,10,-0.09542396029295741,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_11,15,11,0.012744751206948846,1,False
Q_A_topsis_0_1,0.5,0.0,15_from_12,15,12,-0.006830367919639313,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_13,15,13,-0.02995947715131242,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_14,15,14,-0.006830367919639313,-1,False
Q_A_topsis_0_1,0.5,0.0,15_from_16,15,16,-0.040800880723598554,-1,False
Q_A_topsis_0_1,0.5,0.0,16_from_00,16,0,0.047379122239637805,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_01,16,1,-0.013181015454373668,-1,False
Q_A_topsis_0_1,0.5,0.0,16_from_02,16,2,0.04141753169268958,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_03,16,3,0.040800880723598554,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_04,16,4,0.011404659813987417,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_05,16,5,0.04018422975450775,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_06,16,6,-0.11104608527370641,-1,False
Q_A_topsis_0_1,0.5,0.0,16_from_07,16,7,0.019783789392708417,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_08,16,8,0.015143077143217054,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_09,16,9,0.033596671071036366,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_10,16,10,-0.05462307956935886,-1,False
Q_A_topsis_0_1,0.5,0.0,16_from_11,16,11,0.0535456319305474,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_12,16,12,0.03397051280395924,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_13,16,13,0.010841403572286135,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_14,16,14,0.03397051280395924,1,False
Q_A_topsis_0_1,0.5,0.0,16_from_15,16,15,0.040800880723598554,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_01,0,1,-0.07664125172597491,-1,False
Q_A_topsis_0_1,0.5,0.5,00_from_02,0,2,1.1377346661362144,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_03,0,3,0.029674778097132815,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_04,0,4,0.07658982052971197,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_05,0,5,0.7008670351719208,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_06,0,6,-0.11091495353055858,-1,False
Q_A_topsis_0_1,0.5,0.5,00_from_07,0,7,2.195668187645751,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_08,0,8,0.1436439501335467,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_09,0,9,2.29434713147069,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_10,0,10,0.16294245660394868,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_11,0,11,0.06598126061978027,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_12,0,12,1.1591424863435216,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_13,0,13,0.6473495883715723,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_14,0,14,1.0106025307236397,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_15,0,15,0.16920651953696753,1,False
Q_A_topsis_0_1,0.5,0.5,00_from_16,0,16,0.06432586962799891,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_00,1,0,0.07664125172597491,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_02,1,2,1.2143759178621893,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_03,1,3,0.10631602982310773,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_04,1,4,0.15323107225568688,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_05,1,5,0.7775082868978958,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_06,1,6,-0.03427370180458367,-1,False
Q_A_topsis_0_1,0.5,0.5,01_from_07,1,7,2.2723094393717256,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_08,1,8,0.2202852018595216,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_09,1,9,2.370988383196665,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_10,1,10,0.2395837083299236,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_11,1,11,0.14262251234575518,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_12,1,12,1.2357837380694963,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_13,1,13,0.7239908400975472,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_14,1,14,1.0872437824496146,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_15,1,15,0.24584777126294244,1,False
Q_A_topsis_0_1,0.5,0.5,01_from_16,1,16,0.14096712135397382,1,False
Q_A_topsis_0_1,0.5,0.5,02_from_00,2,0,-1.1377346661362144,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_01,2,1,-1.2143759178621893,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_03,2,3,-1.1080598880390817,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_04,2,4,-1.0611448456065025,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_05,2,5,-0.4368676309642936,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_06,2,6,-1.248649619666773,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_07,2,7,1.0579335215095365,1,False
Q_A_topsis_0_1,0.5,0.5,02_from_08,2,8,-0.9940907160026677,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_09,2,9,1.1566124653344756,1,False
Q_A_topsis_0_1,0.5,0.5,02_from_10,2,10,-0.9747922095322658,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_11,2,11,-1.0717534055164342,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_12,2,12,0.021407820207307027,1,False
Q_A_topsis_0_1,0.5,0.5,02_from_13,2,13,-0.4903850777646421,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_14,2,14,-0.12713213541257473,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_15,2,15,-0.9685281465992469,-1,False
Q_A_topsis_0_1,0.5,0.5,02_from_16,2,16,-1.0734087965082155,-1,False
Q_A_topsis_0_1,0.5,0.5,03_from_00,3,0,-0.029674778097132815,-1,False
Q_A_topsis_0_1,0.5,0.5,03_from_01,3,1,-0.10631602982310773,-1,False
Q_A_topsis_0_1,0.5,0.5,03_from_02,3,2,1.1080598880390817,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_04,3,4,0.04691504243257916,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_05,3,5,0.671192257074788,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_06,3,6,-0.1405897316276914,-1,False
Q_A_topsis_0_1,0.5,0.5,03_from_07,3,7,2.165993409548618,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_08,3,8,0.11396917203641388,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_09,3,9,2.264672353373557,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_10,3,10,0.13326767850681587,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_11,3,11,0.036306482522647454,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_12,3,12,1.1294677082463886,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_13,3,13,0.6176748102744396,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_14,3,14,0.9809277526265069,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_15,3,15,0.1395317414398347,1,False
Q_A_topsis_0_1,0.5,0.5,03_from_16,3,16,0.034651091530866096,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_00,4,0,-0.07658982052971197,-1,False
Q_A_topsis_0_1,0.5,0.5,04_from_01,4,1,-0.15323107225568688,-1,False
Q_A_topsis_0_1,0.5,0.5,04_from_02,4,2,1.0611448456065025,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_03,4,3,-0.04691504243257916,-1,False
Q_A_topsis_0_1,0.5,0.5,04_from_05,4,5,0.6242772146422089,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_06,4,6,-0.18750477406027055,-1,False
Q_A_topsis_0_1,0.5,0.5,04_from_07,4,7,2.119078367116039,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_08,4,8,0.06705412960383472,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_09,4,9,2.217757310940978,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_10,4,10,0.08635263607423671,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_11,4,11,-0.010608559909931703,-1,False
Q_A_topsis_0_1,0.5,0.5,04_from_12,4,12,1.0825526658138096,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_13,4,13,0.5707597678418603,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_14,4,14,0.9340127101939277,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_15,4,15,0.09261669900725555,1,False
Q_A_topsis_0_1,0.5,0.5,04_from_16,4,16,-0.012263950901713061,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_00,5,0,-0.7008670351719208,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_01,5,1,-0.7775082868978958,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_02,5,2,0.4368676309642936,1,False
Q_A_topsis_0_1,0.5,0.5,05_from_03,5,3,-0.671192257074788,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_04,5,4,-0.6242772146422089,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_06,5,6,-0.8117819887024794,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_07,5,7,1.49480115247383,1,False
Q_A_topsis_0_1,0.5,0.5,05_from_08,5,8,-0.5572230850383741,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_09,5,9,1.5934800962987692,1,False
Q_A_topsis_0_1,0.5,0.5,05_from_10,5,10,-0.5379245785679722,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_11,5,11,-0.6348857745521406,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_12,5,12,0.4582754511716006,1,False
Q_A_topsis_0_1,0.5,0.5,05_from_13,5,13,-0.05351744680034848,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_14,5,14,0.30973549555171886,1,False
Q_A_topsis_0_1,0.5,0.5,05_from_15,5,15,-0.5316605156349533,-1,False
Q_A_topsis_0_1,0.5,0.5,05_from_16,5,16,-0.6365411655439219,-1,False
Q_A_topsis_0_1,0.5,0.5,06_from_00,6,0,0.11091495353055858,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_01,6,1,0.03427370180458367,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_02,6,2,1.248649619666773,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_03,6,3,0.1405897316276914,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_04,6,4,0.18750477406027055,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_05,6,5,0.8117819887024794,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_07,6,7,2.3065831411763096,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_08,6,8,0.2545589036641053,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_09,6,9,2.4052620850012487,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_10,6,10,0.27385741013450726,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_11,6,11,0.17689621415033885,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_12,6,12,1.27005743987408,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_13,6,13,0.758264541902131,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_14,6,14,1.1215174842541984,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_15,6,15,0.2801214730675261,1,False
Q_A_topsis_0_1,0.5,0.5,06_from_16,6,16,0.1752408231585575,1,False
Q_A_topsis_0_1,0.5,0.5,07_from_00,7,0,-2.195668187645751,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_01,7,1,-2.2723094393717256,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_02,7,2,-1.0579335215095365,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_03,7,3,-2.165993409548618,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_04,7,4,-2.119078367116039,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_05,7,5,-1.49480115247383,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_06,7,6,-2.3065831411763096,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_08,7,8,-2.052024237512204,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_09,7,9,0.09867894382493914,1,False
Q_A_topsis_0_1,0.5,0.5,07_from_10,7,10,-2.0327257310418023,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_11,7,11,-2.1296869270259706,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_12,7,12,-1.0365257013022293,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_13,7,13,-1.5483185992741786,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_14,7,14,-1.1850656569221112,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_15,7,15,-2.0264616681087833,-1,False
Q_A_topsis_0_1,0.5,0.5,07_from_16,7,16,-2.1313423180177518,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_00,8,0,-0.1436439501335467,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_01,8,1,-0.2202852018595216,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_02,8,2,0.9940907160026677,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_03,8,3,-0.11396917203641388,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_04,8,4,-0.06705412960383472,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_05,8,5,0.5572230850383741,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_06,8,6,-0.2545589036641053,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_07,8,7,2.052024237512204,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_09,8,9,2.1507031813371436,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_10,8,10,0.019298506470401988,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_11,8,11,-0.07766268951376643,-1,False
Q_A_topsis_0_1,0.5,0.5,08_from_12,8,12,1.0154985362099747,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_13,8,13,0.5037056382380256,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_14,8,14,0.866958580590093,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_15,8,15,0.02556256940342083,1,False
Q_A_topsis_0_1,0.5,0.5,08_from_16,8,16,-0.07931808050554778,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_00,9,0,-2.29434713147069,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_01,9,1,-2.370988383196665,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_02,9,2,-1.1566124653344756,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_03,9,3,-2.264672353373557,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_04,9,4,-2.217757310940978,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_05,9,5,-1.5934800962987692,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_06,9,6,-2.4052620850012487,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_07,9,7,-0.09867894382493914,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_08,9,8,-2.1507031813371436,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_10,9,10,-2.1314046748667415,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_11,9,11,-2.2283658708509098,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_12,9,12,-1.1352046451271685,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_13,9,13,-1.6469975430991177,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_14,9,14,-1.2837446007470503,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_15,9,15,-2.1251406119337224,-1,False
Q_A_topsis_0_1,0.5,0.5,09_from_16,9,16,-2.2300212618426913,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_00,10,0,-0.16294245660394868,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_01,10,1,-0.2395837083299236,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_02,10,2,0.9747922095322658,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_03,10,3,-0.13326767850681587,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_04,10,4,-0.08635263607423671,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_05,10,5,0.5379245785679722,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_06,10,6,-0.27385741013450726,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_07,10,7,2.0327257310418023,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_08,10,8,-0.019298506470401988,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_09,10,9,2.1314046748667415,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_11,10,11,-0.09696119598416841,-1,False
Q_A_topsis_0_1,0.5,0.5,10_from_12,10,12,0.9962000297395728,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_13,10,13,0.4844071317676237,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_14,10,14,0.847660074119691,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_15,10,15,0.0062640629330188435,1,False
Q_A_topsis_0_1,0.5,0.5,10_from_16,10,16,-0.09861658697594977,-1,False
Q_A_topsis_0_1,0.5,0.5,11_from_00,11,0,-0.06598126061978027,-1,False
Q_A_topsis_0_1,0.5,0.5,11_from_01,11,1,-0.14262251234575518,-1,False
Q_A_topsis_0_1,0.5,0.5,11_from_02,11,2,1.0717534055164342,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_03,11,3,-0.036306482522647454,-1,False
Q_A_topsis_0_1,0.5,0.5,11_from_04,11,4,0.010608559909931703,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_05,11,5,0.6348857745521406,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_06,11,6,-0.17689621415033885,-1,False
Q_A_topsis_0_1,0.5,0.5,11_from_07,11,7,2.1296869270259706,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_08,11,8,0.07766268951376643,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_09,11,9,2.2283658708509098,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_10,11,10,0.09696119598416841,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_12,11,12,1.0931612257237413,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_13,11,13,0.581368327751792,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_14,11,14,0.9446212701038594,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_15,11,15,0.10322525891718726,1,False
Q_A_topsis_0_1,0.5,0.5,11_from_16,11,16,-0.001655390991781358,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_00,12,0,-1.1591424863435216,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_01,12,1,-1.2357837380694963,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_02,12,2,-0.021407820207307027,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_03,12,3,-1.1294677082463886,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_04,12,4,-1.0825526658138096,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_05,12,5,-0.4582754511716006,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_06,12,6,-1.27005743987408,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_07,12,7,1.0365257013022293,1,False
Q_A_topsis_0_1,0.5,0.5,12_from_08,12,8,-1.0154985362099747,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_09,12,9,1.1352046451271685,1,False
Q_A_topsis_0_1,0.5,0.5,12_from_10,12,10,-0.9962000297395728,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_11,12,11,-1.0931612257237413,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_13,12,13,-0.511792897971949,-1,False
Q_A_topsis_0_1,0.5,0.5,12_from_14,12,14,-0.14853995561988176,-1,False
