dataset,role,scale,loss_observed,index,q_low_0_100,q_high_0_100,q_range_width_0_100
A4_A5_train_1m,train,1m,True,313,61.949643646636346,62.02727891943167,0.0776352727953266
A4_A5_train_1m,train,1m,True,314,58.31424827387788,63.037522993850615,4.723274719972736
A4_A5_train_1m,train,1m,True,315,60.97938716562853,63.67896759657201,2.699580430943477
A4_A5_train_1m,train,1m,True,316,59.93836214035495,60.73990900870607,0.8015468683511244
A4_A5_train_1m,train,1m,True,317,61.95474137238244,64.33570995356357,2.380968581181129
A4_A5_train_1m,train,1m,True,318,63.0273766478869,63.678447376324335,0.651070728437432
A4_A5_train_1m,train,1m,True,319,57.884628542656486,59.75430859916061,1.869680056504123
A4_A5_train_1m,train,1m,True,320,62.16304106883568,63.40432137341798,1.2412803045822969
A4_A5_train_1m,train,1m,True,321,62.04242221896009,63.5793927709894,1.5369705520293095
A4_A5_train_1m,train,1m,True,322,54.338916065420605,57.00251344338626,2.663597377965658
A4_A5_train_1m,train,1m,True,323,59.471228624953305,63.67783129669124,4.206602671737933
A4_A5_train_1m,train,1m,True,324,59.32492918609127,59.84492107660464,0.5199918905133742
A4_A5_train_1m,train,1m,True,325,60.98452381626803,62.29528918970859,1.3107653734405602
A4_A5_train_1m,train,1m,True,326,61.16226539206361,62.03934522845551,0.8770798363918999
A4_A5_train_1m,train,1m,True,327,59.81878495638784,63.45520624012229,3.6364212837344496
A4_A5_train_1m,train,1m,True,328,56.03252048079162,64.33239650105521,8.299876020263596
A4_A5_train_1m,train,1m,True,329,62.60669980703522,62.91239661898256,0.3056968119473424
A4_A5_train_1m,train,1m,True,330,61.84858052494471,63.754294205044886,1.9057136801001773
A4_A5_train_1m,train,1m,True,331,57.85318155259471,63.66034553627812,5.8071639836834095
A4_A5_train_1m,train,1m,True,332,58.44053608049802,63.50226391042316,5.06172782992514
A4_A5_train_1m,train,1m,True,333,61.49314815644028,64.16876242992805,2.675614273487774
A4_A5_train_1m,train,1m,True,334,61.44484835840816,62.55470185018261,1.1098534917744516
A4_A5_train_1m,train,1m,True,335,56.60405073388832,64.05383395306515,7.449783219176837
A4_A5_train_1m,train,1m,True,336,59.080204865281054,61.62902139882011,2.5488165335390534
A4_A5_train_1m,train,1m,True,337,63.87722127435892,64.01660837737991,0.1393871030209936
A4_A5_train_1m,train,1m,True,338,57.666859210769786,62.338856572974194,4.671997362204408
A4_A5_train_1m,train,1m,True,339,61.43693788805932,63.45329351025006,2.016355622190744
A4_A5_train_1m,train,1m,True,340,60.652460083928815,64.22557698049428,3.573116896565466
A4_A5_train_1m,train,1m,True,341,56.33869725834931,62.902086111184815,6.5633888528355016
A4_A5_train_1m,train,1m,True,342,62.54888167571897,64.29795032251953,1.7490686468005592
A4_A5_train_1m,train,1m,True,343,56.20036226866189,59.46231121231243,3.2619489436505447
A4_A5_train_1m,train,1m,True,344,54.24539964797757,54.39724954428867,0.1518498963110985
A4_A5_train_1m,train,1m,True,345,59.78279750699009,62.544288849964346,2.761491342974253
A4_A5_train_1m,train,1m,True,346,60.9503881388667,63.63974019032105,2.6893520514543496
A4_A5_train_1m,train,1m,True,347,61.37494692085208,61.519237296644114,0.1442903757920319
A4_A5_train_1m,train,1m,True,348,58.002902295335545,63.45484712528209,5.451944829946548
A4_A5_train_1m,train,1m,True,349,60.18598877750441,62.64365055928528,2.457661781780871
A4_A5_train_1m,train,1m,True,350,59.31638576692271,60.763063281808016,1.4466775148853088
A4_A5_train_1m,train,1m,True,351,61.808921866508896,63.1551506854081,1.3462288188992062
A4_A5_train_1m,train,1m,True,352,60.33104867366762,62.67949080059659,2.3484421269289726
A4_A5_train_1m,train,1m,True,353,56.98556266412561,61.34432666786383,4.358764003738216
A4_A5_train_1m,train,1m,True,354,58.31908342230318,62.04622456664841,3.727141144345232
A4_A5_train_1m,train,1m,True,355,58.6655184222518,61.15303560799657,2.487517185744771
A4_A5_train_1m,train,1m,True,356,60.71464096057159,62.31578324233464,1.601142281763046
A4_A5_train_1m,train,1m,True,357,60.1766916577236,64.06922557580862,3.8925339180850216
A4_A5_train_1m,train,1m,True,358,62.225329515049125,63.47026000881334,1.2449304937642154
A4_A5_train_1m,train,1m,True,359,58.41555544713589,63.275395492468014,4.85984004533212
A4_A5_train_1m,train,1m,True,360,55.6276180824412,56.522148850310565,0.8945307678693624
A4_A5_train_1m,train,1m,True,361,53.0604530520756,53.67267553700514,0.6122224849295463
A4_A5_train_1m,train,1m,True,362,52.37295068194753,52.58709418942201,0.2141435074744819
A4_A5_train_1m,train,1m,True,363,60.884789848162775,62.42183289357833,1.537043045415558
A4_A5_train_1m,train,1m,True,364,60.270571805262655,62.19180516795751,1.9212333626948563
A4_A5_train_1m,train,1m,True,365,61.19790116450641,62.5457158354415,1.347814670935087
A4_A5_train_1m,train,1m,True,366,55.95740707812575,56.17654531729634,0.21913823917059
A4_A5_train_1m,train,1m,True,367,58.87819750960791,61.27675893491493,2.3985614253070224
A4_A5_train_1m,train,1m,True,368,58.86522200405387,61.156192769258205,2.290970765204335
A4_A5_train_1m,train,1m,True,369,56.88913374338548,58.78877784032088,1.899644096935404
A4_A5_train_1m,train,1m,True,370,60.59142165074795,63.81940342557989,3.227981774831946
A4_A5_train_1m,train,1m,True,371,60.70831597331626,64.10374308757152,3.395427114255256
A4_A5_train_1m,train,1m,True,372,60.39952139227597,63.21379303204471,2.8142716397687337
A4_A5_train_1m,train,1m,True,373,60.25909315608305,64.29780704630012,4.038713890217075
A4_A5_train_1m,train,1m,True,374,56.203555422224966,59.66846563610648,3.464910213881509
A4_A5_train_1m,train,1m,True,375,57.14061071115543,59.82335808652602,2.682747375370589
A4_A5_train_1m,train,1m,True,376,60.18679240985298,64.24545588056466,4.058663470711679
A4_A5_train_1m,train,1m,True,377,59.34788291702797,63.96216857970573,4.614285662677759
A4_A5_train_1m,train,1m,True,378,51.84800216491399,51.963773467174455,0.1157713022604696
A4_A5_train_1m,train,1m,True,379,60.42394771845377,62.39422040451847,1.9702726860647035
A4_A5_train_1m,train,1m,True,380,56.43909878145018,61.73055036123289,5.291451579782709
A4_A5_train_1m,train,1m,True,381,57.12369005941422,59.629657910101656,2.505967850687433
A4_A5_train_1m,train,1m,True,382,59.6600443089576,64.30246394966858,4.642419640710976
A4_A5_train_1m,train,1m,True,383,53.02255734571797,53.47752003092016,0.4549626852021902
A4_A5_train_1m,train,1m,True,384,58.54150770784711,60.1920562026469,1.6505484947997928
A4_A5_train_1m,train,1m,True,385,60.45011644450587,60.6533634507444,0.2032470062385272
A4_A5_train_1m,train,1m,True,386,58.343704697264414,64.3323965010552,5.988691803790786
A4_A5_train_1m,train,1m,True,387,56.3487942071282,64.24819524224618,7.899401035117982
A4_A5_train_1m,train,1m,True,388,61.18758106344941,61.71647928468333,0.5288982212339093
A4_A5_train_1m,train,1m,True,389,61.3872994031355,61.393769009201776,0.0064696060662754
A4_A5_train_1m,train,1m,True,390,61.25973468462143,64.25066594158405,2.990931256962618
A4_A5_train_1m,train,1m,True,391,62.37264283205318,64.26176780340614,1.8891249713529632
A4_A5_train_1m,train,1m,True,392,61.16060533055117,63.29704627788629,2.1364409473351245
A4_A5_train_1m,train,1m,True,393,59.09897489585197,61.668596452129805,2.5696215562778377
A4_A5_train_1m,train,1m,True,394,61.05079698885967,64.24394228345064,3.193145294590962
A4_A5_train_1m,train,1m,True,395,61.29808902445355,62.662977463058745,1.3648884386051918
A4_A5_train_1m,train,1m,True,396,59.99725092996336,61.14517795321576,1.1479270232524073
A4_A5_train_1m,train,1m,True,397,57.698725774564544,60.44470297908793,2.745977204523385
A4_A5_train_1m,train,1m,True,398,61.06129369222857,63.81130288726015,2.7500091950315806
A4_A5_train_1m,train,1m,True,399,62.042043922143485,62.63665307109204,0.5946091489485568
A4_A5_train_1m,train,1m,True,400,58.50727481282282,60.23380590459901,1.726531091776188
A4_A5_train_1m,train,1m,True,401,60.03945535586072,63.12673714830748,3.0872817924467526
A4_A5_train_1m,train,1m,True,402,60.87381573193996,63.583190261625134,2.709374529685178
A4_A5_train_1m,train,1m,True,403,61.388302199089765,63.73811866522264,2.349816466132878
A4_A5_train_1m,train,1m,True,404,61.33069389144429,62.56481496662442,1.234121075180127
A4_A5_train_1m,train,1m,True,405,57.077653220095385,64.30917579934248,7.231522579247098
A4_A5_train_1m,train,1m,True,406,60.38388821715799,63.32793708550688,2.9440488683488937
A4_A5_train_1m,train,1m,True,407,60.88698400313822,63.02876306738736,2.1417790642491426
A4_A5_train_1m,train,1m,True,408,52.7984848085541,52.98107651353719,0.1825917049830892
A4_A5_train_1m,train,1m,True,409,59.70530952456525,61.08329164928693,1.377982124721683
A4_A5_train_1m,train,1m,True,410,62.25432625849072,62.40099784815609,0.1466715896653667
A4_A5_train_1m,train,1m,True,411,60.06067516728218,63.12604440674479,3.065369239462612
A4_A5_train_1m,train,1m,True,412,62.674852144685055,62.82307871727102,0.1482265725859619
A4_A5_train_1m,train,1m,True,413,59.43526389274152,62.59123008184756,3.1559661891060387
A4_A5_train_1m,train,1m,True,414,61.81145085151199,62.20168227639348,0.3902314248814917
A4_A5_train_1m,train,1m,True,415,60.27245601556458,61.22906987329528,0.9566138577307016
A4_A5_train_1m,train,1m,True,416,58.34128941767129,58.62369430510973,0.2824048874384388
A4_A5_train_1m,train,1m,True,417,61.32734539618151,62.00766274991535,0.680317353733841
A4_A5_train_1m,train,1m,True,418,63.52181033869031,63.52181033869031,0.0
A4_A5_train_1m,train,1m,True,419,59.92182787403287,61.34375797000922,1.42193009597635
A4_A5_train_1m,train,1m,True,420,57.43073997001289,58.25642477304974,0.8256848030368502
A4_A5_train_1m,train,1m,True,421,61.54688477093419,63.11501949336531,1.5681347224311182
A4_A5_train_1m,train,1m,True,422,57.76245386540674,60.8372547424655,3.074800877058756
A4_A5_train_1m,train,1m,True,423,53.22887935914319,54.60729708927895,1.3784177301357587
A4_A5_train_1m,train,1m,True,424,58.75257273517805,63.37792941491888,4.625356679740825
A4_A5_train_1m,train,1m,True,425,56.73745299071814,58.31556786695483,1.5781148762366897
A4_A5_train_1m,train,1m,True,426,61.01202135001088,63.0228986615664,2.010877311555518
A4_A5_train_1m,train,1m,True,427,60.17444229444611,63.954244004461465,3.779801710015356
A4_A5_train_1m,train,1m,True,428,57.588816555060255,63.95876819176202,6.369951636701764
A4_A5_train_1m,train,1m,True,429,54.29069500269614,59.206183170577134,4.915488167880994
A4_A5_train_1m,train,1m,True,430,60.110462749199705,62.64740840761997,2.536945658420265
A4_A5_train_1m,train,1m,True,431,61.30592873429271,63.38230984780701,2.0763811135142944
A4_A5_train_1m,train,1m,True,432,63.83829503510134,64.30730893206335,0.4690138969620108
A4_A5_train_1m,train,1m,True,433,61.231138618303525,63.61428300040584,2.383144382102316
A4_A5_train_1m,train,1m,True,434,60.21130212916705,61.71418615314982,1.502884023982766
A4_A5_train_1m,train,1m,True,435,61.0958385339853,64.3274067640908,3.231568230105495
A4_A5_train_1m,train,1m,True,436,59.74393632519843,61.16849853340775,1.4245622082093163
A4_A5_train_1m,train,1m,True,437,59.007345289428535,59.678499861191945,0.6711545717634095
A4_A5_train_1m,train,1m,True,438,58.83993460937535,60.19611890071606,1.3561842913407105
A4_A5_train_1m,train,1m,True,439,56.34227122848028,58.80484090178102,2.4625696733007416
A4_A5_train_1m,train,1m,True,440,59.74252220122021,63.34516951763355,3.6026473164133392
A4_A5_train_1m,train,1m,True,441,61.36313237883867,62.442155372280325,1.0790229934416544
A4_A5_train_1m,train,1m,True,442,60.44831062196096,63.58837908837676,3.140068466415798
A4_A5_train_1m,train,1m,True,443,60.21423354577638,63.98052808840432,3.7662945426279393
A4_A5_train_1m,train,1m,True,444,64.30985368442857,64.33476325284688,0.0249095684183089
A4_A5_train_1m,train,1m,True,445,57.49804110646128,62.66959952082264,5.171558414361364
A4_A5_train_1m,train,1m,True,446,59.5494131442139,63.56550466535388,4.016091521139977
A4_A5_train_1m,train,1m,True,447,60.73068308980715,63.414949596733415,2.684266506926264
A4_A5_train_1m,train,1m,True,448,60.03049003437298,63.49750589032352,3.4670158559505424
A4_A5_train_1m,train,1m,True,449,61.41885820643651,62.9473915078097,1.5285333013731872
A4_A5_train_1m,train,1m,True,450,53.99182115432316,53.99505919539738,0.0032380410742192
A4_A5_train_1m,train,1m,True,451,55.4182280095262,58.10269957235687,2.684471562830673
A4_A5_train_1m,train,1m,True,452,61.7599148471796,64.12398927218088,2.3640744250012773
A4_A5_train_1m,train,1m,True,453,54.97906583036154,55.96583243565037,0.9867666052888282
A4_A5_train_1m,train,1m,True,454,58.30040821851172,60.84749456805128,2.547086349539562
A4_A5_train_1m,train,1m,True,455,56.49447967841311,60.29476621635407,3.8002865379409623
A4_A5_train_1m,train,1m,True,456,57.73884453626109,64.3352370760827,6.596392539821622
A4_A5_train_1m,train,1m,True,457,62.41635750655212,63.90812996009092,1.4917724535388004
A4_A5_train_1m,train,1m,True,458,53.31587712300692,55.11547343260227,1.799596309595351
A4_A5_train_1m,train,1m,True,459,61.74812800810018,62.78754762992456,1.0394196218243792
A4_A5_train_1m,train,1m,True,460,63.52145791234808,64.05467679056362,0.5332188782155356
A4_A5_train_1m,train,1m,True,461,61.640600470923935,61.69872781160126,0.0581273406773235
A4_A5_train_1m,train,1m,True,462,58.10127166460464,62.36346561343678,4.262193948832142
A4_A5_train_1m,train,1m,True,463,61.19231139364886,63.11388554280341,1.9215741491545515
A4_A5_train_1m,train,1m,True,464,60.57512670874207,63.36725195602102,2.7921252472789533
A4_A5_train_1m,train,1m,True,465,51.81511625420505,51.81511625420505,0.0
A4_A5_train_1m,train,1m,True,466,58.79422169740754,63.46299361185261,4.668771914445074
A4_A5_train_1m,train,1m,True,467,57.05473677755328,63.3062584681628,6.251521690609522
A4_A5_train_1m,train,1m,True,468,55.10023739775842,55.10023739775842,0.0
A4_A5_train_1m,train,1m,True,469,60.03364395129826,62.19277375786025,2.1591298065619924
A4_A5_train_1m,train,1m,True,470,59.82393926354772,61.23708813438522,1.413148870837503
A4_A5_train_1m,train,1m,True,471,56.45503939192492,61.86638142367656,5.411342031751637
A4_A5_train_1m,train,1m,True,472,59.75907852960115,60.74136142786455,0.9822828982633992
A4_A5_train_1m,train,1m,True,473,59.8402160388754,64.07818775341855,4.23797171454315
A4_A5_train_1m,train,1m,True,474,63.42348166185847,63.79265648271949,0.3691748208610264
A4_A5_train_1m,train,1m,True,475,62.94829090984982,63.99453870231845,1.0462477924686269
A4_A5_train_1m,train,1m,True,476,60.68508471975255,61.8372142622301,1.152129542477546
A4_A5_train_1m,train,1m,True,477,59.891574206924325,61.448857530980106,1.5572833240557813
A4_A5_train_1m,train,1m,True,478,59.98029437675916,61.975103651118616,1.9948092743594543
A4_A5_train_1m,train,1m,True,479,61.7872344590128,62.558769840051006,0.7715353810382055
A4_A5_train_1m,train,1m,True,480,63.47023331540494,63.929575346110624,0.4593420307056846
A4_A5_train_1m,train,1m,True,481,59.90736059151766,64.04258208066194,4.135221489144286
A4_A5_train_1m,train,1m,True,482,60.83719224133464,63.96981231534332,3.1326200740086847
A4_A5_train_1m,train,1m,True,483,57.45380019231845,62.19628592689519,4.742485734576732
A4_A5_train_1m,train,1m,True,484,62.03829536182846,62.93180209976997,0.8935067379415074
A4_A5_train_1m,train,1m,True,485,57.754025424716616,58.59299457338669,0.8389691486700741
A4_A5_train_1m,train,1m,True,486,59.54191764840735,63.16777444449224,3.625856796084889
A4_A5_train_1m,train,1m,True,487,61.505578021781815,64.00483805308616,2.4992600313043454
A4_A5_train_1m,train,1m,True,488,54.32386786166956,54.36592030110036,0.0420524394307975
A4_A5_train_1m,train,1m,True,489,59.08130399017479,63.59002508544275,4.508721095267958
A4_A5_train_1m,train,1m,True,490,56.4063509082634,64.31642946563777,7.910078557374369
A4_A5_train_1m,train,1m,True,491,61.480550174399234,63.289737524398944,1.8091873499997104
A4_A5_train_1m,train,1m,True,492,58.18571779608333,64.14924056677063,5.963522770687305
A4_A5_train_1m,train,1m,True,493,59.99471190740015,63.60588320313867,3.611171295738515
A4_A5_train_1m,train,1m,True,494,57.67610264115348,63.75611123582048,6.080008594667007
A4_A5_train_1m,train,1m,True,495,61.7666202082521,63.61296553063781,1.8463453223857087
A4_A5_train_1m,train,1m,True,496,60.48487851297473,62.31190936175261,1.8270308487778808
A4_A5_train_1m,train,1m,True,497,60.493206496221006,61.78137943867336,1.2881729424523556
A4_A5_train_1m,train,1m,True,498,63.18923057224786,63.538835118951305,0.3496045467034463
A4_A5_train_1m,train,1m,True,499,57.437563150391966,58.69792854449887,1.2603653941069055
A4_A5_train_1m,train,1m,True,500,61.65761445148424,62.72164184808254,1.0640273965982985
A4_A5_train_1m,train,1m,True,501,57.25352535650866,61.82517306406237,4.5716477075537085
A4_A5_train_1m,train,1m,True,502,57.68147854135425,61.010540765434605,3.329062224080353
A4_A5_train_1m,train,1m,True,503,63.23568610295081,63.79724542510712,0.5615593221563131
A4_A5_train_1m,train,1m,True,504,55.54316482864832,57.84996242970907,2.306797601060758
A4_A5_train_1m,train,1m,True,505,59.07772053032954,60.955306972298615,1.877586441969072
A4_A5_train_1m,train,1m,True,506,58.69580598051168,62.65156100670736,3.955755026195675
A4_A5_train_1m,train,1m,True,507,56.36240537331342,60.582968115640654,4.220562742327232
A4_A5_train_1m,train,1m,True,508,59.84435267129175,60.18316869337242,0.3388160220806711
A4_A5_train_1m,train,1m,True,509,62.78283302208624,62.937466271004624,0.1546332489183797
A4_A5_train_1m,train,1m,True,510,58.01808593111582,63.66425477260075,5.646168841484929
A4_A5_train_1m,train,1m,True,511,62.217416931226296,63.8703723333373,1.6529554021110044
A4_A5_train_1m,train,1m,True,512,63.34338629755419,63.75671218778629,0.4133258902321017
A6_A7_test_1m,test,1m,True,1,62.36360357296689,64.17313150435582,1.809527931388935
A6_A7_test_1m,test,1m,True,2,62.71572008820634,64.01411676760901,1.2983966794026711
A6_A7_test_1m,test,1m,True,3,55.61793983488175,56.5176883546498,0.8997485197680462
A6_A7_test_1m,test,1m,True,4,59.92087249799828,60.872089841105286,0.951217343107004
A6_A7_test_1m,test,1m,True,5,62.632573509307605,63.18886519132863,0.5562916820210262
A6_A7_test_1m,test,1m,True,6,57.33863246590432,59.07245177276327,1.7338193068589476
A6_A7_test_1m,test,1m,True,7,51.82425504191595,51.8372072062128,0.0129521642968484
A6_A7_test_1m,test,1m,True,8,60.69024263271613,60.86417724786449,0.1739346151483616
A6_A7_test_1m,test,1m,True,9,60.33038280077616,64.26598126512954,3.935598464353376
A6_A7_test_1m,test,1m,True,10,61.517025981084224,64.07187975690971,2.554853775825485
A6_A7_test_1m,test,1m,True,11,55.96289512460098,59.33463067090042,3.3717355462994405
A6_A7_test_1m,test,1m,True,12,62.81410297666955,64.25243929648934,1.4383363198197898
A6_A7_test_1m,test,1m,True,13,55.55676988119584,56.78414628548029,1.2273764042844562
A6_A7_test_1m,test,1m,True,14,59.47862289737827,62.57541821465821,3.096795317279941
A6_A7_test_1m,test,1m,True,15,58.44952454379407,59.58500713463342,1.1354825908393522
A6_A7_test_1m,test,1m,True,16,60.38751783089782,62.97531314428185,2.587795313384028
A6_A7_test_1m,test,1m,True,17,60.244477746108345,61.08482719704662,0.8403494509382767
A6_A7_test_1m,test,1m,True,18,57.33017964802888,62.04102895014427,4.710849302115392
A6_A7_test_1m,test,1m,True,19,53.84594099131415,55.75370515709514,1.9077641657809887
A6_A7_test_1m,test,1m,True,20,59.21032992362576,59.76866964303791,0.5583397194121531
A6_A7_test_1m,test,1m,True,21,58.2833357914294,61.84413592514514,3.5608001337157376
A6_A7_test_1m,test,1m,True,22,55.44291713124537,59.71100779700736,4.2680906657619815
A6_A7_test_1m,test,1m,True,23,58.45388723609208,60.81789903219732,2.3640117961052383
A6_A7_test_1m,test,1m,True,24,55.999742790702086,56.41029470130965,0.4105519106075661
A6_A7_test_1m,test,1m,True,25,57.77597872115357,63.9896835495218,6.213704828368236
A6_A7_test_1m,test,1m,True,26,63.59522061324132,63.83287723934917,0.2376566261078565
A6_A7_test_1m,test,1m,True,27,57.34948341112312,63.97970469629919,6.63022128517607
A6_A7_test_1m,test,1m,True,28,56.77251088024532,59.4732120929544,2.700701212709077
A6_A7_test_1m,test,1m,True,29,55.12638472295606,55.26413465792475,0.1377499349686886
A6_A7_test_1m,test,1m,True,30,59.52957095712961,62.68830701414187,3.1587360570122627
A6_A7_test_1m,test,1m,True,31,56.261786622659095,58.66586102150546,2.4040743988463618
A6_A7_test_1m,test,1m,True,32,60.35294767841537,63.71774666308108,3.364798984665711
A6_A7_test_1m,test,1m,True,33,62.0633301352761,62.864405746160585,0.8010756108844816
A6_A7_test_1m,test,1m,True,34,59.69408560696843,60.64447707835715,0.9503914713887198
A6_A7_test_1m,test,1m,True,35,61.31785942222993,62.57769899301742,1.2598395707874914
A6_A7_test_1m,test,1m,True,36,59.28266331246813,61.369820836688575,2.0871575242204443
A6_A7_test_1m,test,1m,True,37,55.32039742701019,56.384639107374575,1.0642416803643826
A6_A7_test_1m,test,1m,True,38,57.77131382718156,59.12341237395364,1.3520985467720834
A6_A7_test_1m,test,1m,True,39,61.9157429218796,63.190255316936216,1.2745123950566182
A6_A7_test_1m,test,1m,True,40,60.127737018310974,61.17966228966852,1.0519252713575469
A6_A7_test_1m,test,1m,True,41,60.12857239173427,62.64606131209467,2.5174889203604067
A6_A7_test_1m,test,1m,True,42,60.0053986316938,62.62448217903577,2.6190835473419725
A6_A7_test_1m,test,1m,True,43,61.464371671257126,61.48378048945596,0.0194088181988334
A6_A7_test_1m,test,1m,True,44,57.916654732343005,63.17354344730494,5.256888714961931
A6_A7_test_1m,test,1m,True,45,61.67465255339616,64.12014217704859,2.445489623652435
A6_A7_test_1m,test,1m,True,46,61.290388568501584,61.646294002401866,0.3559054339002827
A6_A7_test_1m,test,1m,True,47,57.73171954458863,62.69705425450033,4.965334709911701
A6_A7_test_1m,test,1m,True,48,54.961135168022274,55.97857795351033,1.0174427854880577
A6_A7_test_1m,test,1m,True,49,61.09740433597638,61.660724128785326,0.5633197928089473
A6_A7_test_1m,test,1m,True,50,58.83069319318216,61.02324534128245,2.1925521481002974
A6_A7_test_1m,test,1m,True,51,59.55019198357805,61.07399273782257,1.5238007542445189
A6_A7_test_1m,test,1m,True,52,59.58239980351784,62.60157571883304,3.019175915315202
A6_A7_test_1m,test,1m,True,53,59.676782955260926,63.291411560125546,3.61462860486462
A6_A7_test_1m,test,1m,True,54,62.86869159519164,63.75759763047514,0.8889060352835045
A6_A7_test_1m,test,1m,True,55,61.14161410783316,63.25732552727273,2.115711419439563
A6_A7_test_1m,test,1m,True,56,61.31555752844155,63.41022510001909,2.0946675715775385
A6_A7_test_1m,test,1m,True,57,60.59987393639249,64.3230756511424,3.723201714749912
A6_A7_test_1m,test,1m,True,58,61.54120570844459,62.83277892755388,1.2915732191092817
A6_A7_test_1m,test,1m,True,59,59.28735776459155,63.25683271591197,3.9694749513204215
A6_A7_test_1m,test,1m,True,60,62.05057913426763,62.4199401482651,0.3693610139974694
A6_A7_test_1m,test,1m,True,61,63.53351778948607,63.53351778948607,0.0
A6_A7_test_1m,test,1m,True,62,62.8581355570484,63.08947713937182,0.2313415823234237
A6_A7_test_1m,test,1m,True,63,56.74706785548885,64.29591364486677,7.548845789377928
A6_A7_test_1m,test,1m,True,64,58.63778235862512,61.98823392130327,3.350451562678145
A6_A7_test_1m,test,1m,True,65,62.40400989412382,62.416962058420665,0.0129521642968484
A6_A7_test_1m,test,1m,True,66,57.710258603472354,64.31212726062277,6.601868657150419
A6_A7_test_1m,test,1m,True,67,62.15646672374482,62.33011741366066,0.1736506899158385
A6_A7_test_1m,test,1m,True,68,61.184740425609824,61.949257438709935,0.7645170131001109
A6_A7_test_1m,test,1m,True,69,57.48202518475352,62.19549828376528,4.713473099011765
A6_A7_test_1m,test,1m,True,70,63.03494067180648,63.09261180288767,0.0576711310811859
A6_A7_test_1m,test,1m,True,71,59.65252804507379,61.001560941717145,1.349032896643358
A6_A7_test_1m,test,1m,True,72,59.458557711852926,63.878251082581286,4.4196933707283605
A6_A7_test_1m,test,1m,True,73,61.25362516588942,64.27764029778446,3.024015131895041
A6_A7_test_1m,test,1m,True,74,60.82685392039398,64.30151630130354,3.4746623809095567
A6_A7_test_1m,test,1m,True,75,60.90522004380616,63.013960824619325,2.1087407808131644
A6_A7_test_1m,test,1m,True,76,60.00175968734038,62.58459689500637,2.582837207665989
A6_A7_test_1m,test,1m,True,77,62.16212896010998,62.29996358749207,0.1378346273820838
A6_A7_test_1m,test,1m,True,78,59.316930862962906,61.7989511981524,2.482020335189496
A6_A7_test_1m,test,1m,True,79,52.12473887470015,52.13444328379956,0.0097044090994131
A6_A7_test_1m,test,1m,True,80,61.0554279797865,63.95870963310576,2.9032816533192616
A6_A7_test_1m,test,1m,True,81,60.42841897577981,64.02035512294147,3.591936147161654
A6_A7_test_1m,test,1m,True,82,57.28840117181493,58.8262828098746,1.537881638059666
A6_A7_test_1m,test,1m,True,83,60.53325169989081,62.848834179551126,2.315582479660314
A6_A7_test_1m,test,1m,True,84,62.80870463158012,63.49500096587595,0.6862963342958324
A6_A7_test_1m,test,1m,True,85,56.364957569734216,58.05267587610436,1.6877183063701438
A6_A7_test_1m,test,1m,True,86,63.21006673020905,63.43446173321027,0.22439500300122
A6_A7_test_1m,test,1m,True,87,56.250679256471535,64.22838077393203,7.977701517460495
A6_A7_test_1m,test,1m,True,88,59.967913531029225,64.15875057405417,4.190837043024942
A6_A7_test_1m,test,1m,True,89,61.83392397851864,62.35628647116077,0.5223624926421309
A6_A7_test_1m,test,1m,True,90,58.7200039218559,60.349535346031,1.6295314241750989
A6_A7_test_1m,test,1m,True,91,62.60179510992237,63.030245988694624,0.42845087877226
A6_A7_test_1m,test,1m,True,92,58.489322017084646,62.72506594259247,4.235743925507819
A6_A7_test_1m,test,1m,True,93,56.24767602249483,57.62560258861967,1.3779265661248417
A6_A7_test_1m,test,1m,True,94,61.50893807184063,62.949153932806446,1.4402158609658144
A6_A7_test_1m,test,1m,True,95,61.069046993836295,62.51421371454761,1.4451667207113132
A6_A7_test_1m,test,1m,True,96,61.15988666596384,62.444252251532085,1.2843655855682456
A6_A7_test_1m,test,1m,True,97,59.61776934343354,63.78590517720588,4.168135833772332
A6_A7_test_1m,test,1m,True,98,58.839490139862974,63.11927720838873,4.279787068525756
A6_A7_test_1m,test,1m,True,99,59.17578194015701,62.78840490618595,3.612622966028944
A6_A7_test_1m,test,1m,True,100,60.17604925524407,63.64116658496098,3.465117329716911
A6_A7_test_1m,test,1m,True,101,57.2457000956111,63.55525124170568,6.309551146094584
A6_A7_test_1m,test,1m,True,102,60.43761437485615,63.204542118976896,2.7669277441207427
A6_A7_test_1m,test,1m,True,103,58.52141745672058,62.18389560315545,3.662478146434864
A6_A7_test_1m,test,1m,True,104,61.74533495711365,63.17690045756646,1.4315655004528125
A6_A7_test_1m,test,1m,True,105,59.817170599145314,62.96407940932588,3.1469088101805625
A6_A7_test_1m,test,1m,True,106,61.40060336996814,61.57090876947819,0.1703053995100489
A6_A7_test_1m,test,1m,True,107,62.86650643422111,64.06131952783593,1.194813093614826
A6_A7_test_1m,test,1m,True,108,58.420649717261234,60.83475676069977,2.414107043438534
A6_A7_test_1m,test,1m,True,109,63.89658204611453,64.17055219996845,0.2739701538539236
A6_A7_test_1m,test,1m,True,110,61.018151096328026,62.64946912461208,1.6313180282840565
A6_A7_test_1m,test,1m,True,111,62.455665593195874,62.84725157207211,0.3915859788762361
A6_A7_test_1m,test,1m,True,112,57.66199675854021,63.97192329669316,6.309926538152951
A6_A7_test_1m,test,1m,True,113,58.18424244447421,60.60596530794338,2.4217228634691708
