success,message,N_B,D_B,Q,loss,total_cost_flops,budget_slack_flops,base_train_attn_cost_flops,quality_cost_flops,budget_flops,Lctx,cost_family,Q0,support_status,n_starts,successful_starts,unique_objectives,selected_from_successful_start,N_at_bound,D_at_bound,Q_at_bound
True,Optimization terminated successfully,8.947763098057528,161.1887155753007,1.0,2.0951315027158106,1.0000000000000268e+22,-268435456.0,9.244427895741046e+21,7.555721042592221e+20,1e+22,2048,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.440638752524455e+22,9.755936124747554e+23,2.3000639087744553e+22,1.4057484374999994e+21,1e+24,2048,power,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.2520177786751425,5.644929762774114,0.5199504902228971,3.2638336296085484,1.0000000000009343e+19,-9342976.0,9.701148440286573e+18,2.988515597227709e+17,1e+19,4096,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,False
True,Optimization terminated successfully,8.649914444671106,157.05244824253995,0.9999999999999997,2.10022133347425,1.0000000000000822e+22,-822083584.0,9.263816648863916e+21,7.36183351136905e+20,1e+22,4096,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.587622367263911e+22,9.741237763273609e+23,2.4470475235139114e+22,1.4057484374999994e+21,1e+24,4096,power,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.24263400319144407,5.156460589991389,0.5313233515162895,3.2890870089394317,1.0000000000008374e+19,-8374272.0,9.556651826618343e+18,4.433481733900318e+17,1e+19,8192,power,0.5,inside_B1_B6_support,6,6,2,True,False,False,False
True,Optimization terminated successfully,8.131237688454425,149.70699505735644,1.0,2.1096682017841233,1.0000000000002928e+22,-2927624192.0,9.298248460671569e+21,7.017515393313584e+20,1e+22,8192,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.8815895967428233e+22,9.711841040325718e+23,2.741014752992823e+22,1.4057484374999994e+21,1e+24,8192,power,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.20100619359259472,3.6081559629903412,0.5786686645584519,3.4031661821261667,1.0000000000008829e+19,-8828928.0,9.104645227019983e+18,8.953547729888465e+17,1e+19,32768,power,0.5,inside_B1_B6_support,6,6,2,True,False,False,False
True,Optimization terminated successfully,6.21662332761878,120.87732383694022,1.0,2.1530037412590115,1.0000000000001674e+22,-1673527296.0,9.433387544516016e+21,5.6661245548565725e+20,1e+22,32768,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,4.645392973616295e+22,9.535460702638371e+23,4.5048181298662946e+22,1.4057484374999994e+21,1e+24,32768,power,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.13338656179694217,2.014822843880002,0.6651585238552917,3.6384053311778177,1.000000000000851e+19,-8509440.0,8.657629399359479e+18,1.3423706006490304e+18,1e+19,131072,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,False
True,Optimization terminated successfully,3.768878670125829,79.30235181473645,1.0,2.24458297508313,1.0000000000000973e+22,-973078528.0,9.628270225869395e+21,3.717297741315771e+20,1e+22,131072,power,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,1.170060648111018e+23,8.829939351888982e+23,1.156003163736018e+23,1.4057484374999994e+21,1e+24,131072,power,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.40708872058148204,2.6167410131615,1.0,3.186580927687774,1.000000000000949e+19,-9490432.0,6.827799166513394e+18,3.1722008334960963e+18,1e+19,2048,logarithmic,0.5,inside_B1_B6_support,6,6,2,True,False,False,True
True,Optimization terminated successfully,8.32929675092287,183.15108192616148,0.9999999999999999,2.089949606804611,1.0000000000007426e+22,-7426015232.0,9.777971143571254e+21,2.2202885643617308e+20,1e+22,2048,logarithmic,0.5,inside_B1_B6_support,6,5,2,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.336419085682478e+22,9.766358091431752e+23,2.3000639087744553e+22,3.6355176908022533e+20,1e+24,2048,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.39112685261151986,2.5776890738021003,0.9999999999999998,3.198647227965774,1.0000000000006076e+19,-6076416.0,6.87514072379916e+18,3.124859276206916e+18,1e+19,4096,logarithmic,0.5,inside_B1_B6_support,6,6,2,True,False,False,True
True,Optimization terminated successfully,8.066858249277319,177.8669756768384,1.0,2.0951408532225813,1.000000000000369e+22,-3690987520.0,9.784376915542686e+21,2.1562308446100452e+20,1e+22,4096,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.483402700421934e+22,9.751659729957806e+23,2.4470475235139114e+22,3.6355176908022533e+20,1e+24,4096,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.36358881291839396,2.506574496919881,1.0,3.2210969139364654,1.000000000000084e+19,-839680.0,6.961350906202055e+18,3.0386490937987845e+18,1e+19,8192,logarithmic,0.5,inside_B1_B6_support,6,6,2,True,False,False,True
True,Optimization terminated successfully,7.607935414136217,168.5637804478339,1.0,2.1047690644021646,1.0000000000008049e+22,-8048869376.0,9.795654914978852e+21,2.0434508502919617e+20,1e+22,8192,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,2.777369929900846e+22,9.722263007009916e+23,2.741014752992823e+22,3.6355176908022533e+20,1e+24,8192,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.2650984541786221,2.2025405346224014,1.0,3.3249405890866575,1.0000000000003301e+19,-3301376.0,7.329922646304217e+18,2.6700773536990843e+18,1e+19,32768,logarithmic,0.5,inside_B1_B6_support,6,6,2,True,False,False,True
True,Optimization terminated successfully,5.891571862969138,133.02700204135814,1.0,2.148834304992624,1.0000000000006994e+22,-6994001920.0,9.838735142449217e+21,1.6126485755777732e+20,1e+22,32768,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,4.541173306774317e+22,9.545882669322569e+23,4.5048181298662946e+22,3.6355176908022533e+20,1e+24,32768,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
True,Optimization terminated successfully,0.14814455348240282,1.6709388365169675,0.9999999999999999,3.548466924613315,1.0000000000000125e+19,-124928.0,7.974368291222005e+18,2.02563170877812e+18,1e+19,131072,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,False,False,True
True,Optimization terminated successfully,3.6384473372573947,84.44329148730522,0.9999999999999999,2.2415364143914007,1.0000000000009831e+22,-9831448576.0,9.89763179532627e+21,1.0236820468356024e+20,1e+22,131072,logarithmic,0.5,inside_B1_B6_support,6,6,2,True,False,False,True
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,2.0219298975598545,1.1596386814268203e+23,8.84036131857318e+23,1.156003163736018e+23,3.6355176908022533e+20,1e+24,131072,logarithmic,0.5,inside_B1_B6_support,6,6,1,True,True,True,True
