success,message,N_B,D_B,Q,loss,total_cost_flops,budget_slack_flops,base_train_attn_cost_flops,quality_cost_flops,budget_flops,Lctx,cost_family,Q0,support_status,n_starts,successful_starts,unique_objectives,selected_from_successful_start,N_at_bound,D_at_bound,Q_at_bound,fold
True,Optimization terminated successfully,0.27744118559106445,0.9767103953138678,0.8136827662269546,3.733866777293691,1.0000000000008294e+19,-8294400.0,8.729448127307686e+18,1.2705518727006095e+18,1e+19,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_3
True,Optimization terminated successfully,4.803979255869003,62.98285170051845,1.0,2.208974573814066,1.000000000009012e+22,-90120912896.0,9.747056663749259e+21,2.5294333634086296e+20,1e+22,131072,exponential,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,1.1680470667853692e+23,8.831952933214631e+23,1.156003163736018e+23,1.2043903049351113e+21,1e+24,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.5703218558452274,2.335710048991657,0.5949168714419839,3.3096474611145257,1.0000000000001683e+19,-1683456.0,8.538269757389151e+18,1.461730242612533e+18,1e+19,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_3
True,Optimization terminated successfully,10.170754289670253,142.47050498617432,0.9999999999999999,2.0503415954339133,1.0000000000009443e+22,-9443475456.0,9.287718710331066e+21,7.122812896783782e+20,1e+22,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.4499954141244552e+22,9.755000458587555e+23,2.3000639087744553e+22,1.4993150534999988e+21,1e+24,2048,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.5551745869004905,2.2557746826068654,0.5999352492052265,3.324939498217755,1.0000000000000287e+19,-286720.0,8.540016783915682e+18,1.4599832160846042e+18,1e+19,4096,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_3
True,Optimization terminated successfully,9.877336730487881,138.20738322907536,1.0,2.055685483978425,1.0000000000012887e+22,-12886999040.0,9.309032187559124e+21,6.909678124537622e+20,1e+22,4096,power,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.5969790288639113e+22,9.740302097113609e+23,2.4470475235139114e+22,1.4993150534999988e+21,1e+24,4096,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.5284698097289501,2.116404832222957,0.6092359671548315,3.353337794651042,1.0000000000000432e+19,-432128.0,8.543214761022035e+18,1.4567852389783967e+18,1e+19,8192,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_3
True,Optimization terminated successfully,9.36348341924976,130.6821723423402,1.0,2.065621246037107,1.000000000000074e+22,-740294656.0,9.346654479375211e+21,6.533455206255299e+20,1e+22,8192,power,0.1,inside_B1_B6_support,6,5,2,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.890946258342823e+22,9.710905374165717e+23,2.741014752992823e+22,1.4993150534999988e+21,1e+24,8192,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.4258567215312981,1.600659719994668,0.6516970910186809,3.483903916943328,1.0000000000009613e+19,-9613312.0,8.557182789206212e+18,1.4428172108034012e+18,1e+19,32768,power,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_3
True,Optimization terminated successfully,7.4295083903899775,101.76400107929673,1.0,2.111473376329508,1.000000000001697e+22,-16970153984.0,9.491230876621026e+21,5.0876912339594405e+20,1e+22,32768,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,4.654749635216294e+22,9.53452503647837e+23,4.5048181298662946e+22,1.4993150534999988e+21,1e+24,32768,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.28277074909831623,0.9422754421055043,0.7405533062803819,3.761707158252055,1.0000000000005579e+19,-5578752.0,8.583460280629826e+18,1.416539719375754e+18,1e+19,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_3
True,Optimization terminated successfully,4.836418590557493,62.18834967620258,1.0,2.209688320066275,1.0000000000009685e+22,-9684647936.0,9.68908934580351e+21,3.1091065420617476e+20,1e+22,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,1.170996314271018e+23,8.829003685728982e+23,1.156003163736018e+23,1.4993150534999988e+21,1e+24,131072,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.8330211841473345,1.1430101407884377,1.0,3.33541295588043,1.0000000000002632e+19,-2631680.0,6.102911286166105e+18,3.897088713836526e+18,1e+19,2048,logarithmic,0.1,inside_B1_B6_support,6,6,3,True,False,False,True,fold_3
True,Optimization terminated successfully,9.924954413426223,149.19920906937486,1.0,2.0482138013138105,1.0000000000004794e+22,-4794089472.0,9.491305865955796e+21,5.086941340489975e+20,1e+22,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.402312312699587e+22,9.75976876873004e+23,2.3000639087744553e+22,1.0224840392513155e+21,1e+24,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.8024423733025441,1.1259345122959705,1.0,3.348755267016956,1.0000000000002875e+19,-2875392.0,6.16113057635896e+18,3.8388694236439153e+18,1e+19,4096,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_3
True,Optimization terminated successfully,9.645385328352537,144.54353681186888,1.0,2.0536049378876533,1.0000000000007923e+22,-7923040256.0,9.507179362757068e+21,4.9282063725085616e+20,1e+22,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.549295927439043e+22,9.745070407256095e+23,2.4470475235139114e+22,1.0224840392513155e+21,1e+24,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.7495404519465151,1.094716398388843,1.0,3.3736664687929663,1.0000000000005087e+19,-5087232.0,6.267568616614087e+18,3.7324313833910006e+18,1e+19,8192,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_3
True,Optimization terminated successfully,9.154960579163134,136.35357023678813,1.0,2.063624977057556,1.0000000000008607e+22,-8606711808.0,9.535103022546482e+21,4.6489697746212546e+20,1e+22,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,2.8432631569179547e+22,9.715673684308204e+23,2.741014752992823e+22,1.0224840392513155e+21,1e+24,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.5585655639299102,0.9595543202279562,0.9999999999999999,3.490298190645487,1.0000000000009343e+19,-9342976.0,6.728403206393848e+18,3.271596793615494e+18,1e+19,32768,logarithmic,0.1,inside_B1_B6_support,6,6,3,True,False,False,True,fold_3
True,Optimization terminated successfully,7.2991999777418455,105.21804369252459,1.0,2.1098130191161064,1e+22,0.0,9.641259481492219e+21,3.5874051850778116e+20,1e+22,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,4.607066533791426e+22,9.539293346620857e+23,4.5048181298662946e+22,1.0224840392513155e+21,1e+24,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.32666773938459,0.717725598358801,1.0,3.7482026736850873,1.0000000000008342e+19,-8341504.0,7.552917310902645e+18,2.447082689105697e+18,1e+19,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_3
True,Optimization terminated successfully,4.78376919309513,63.485714727740685,0.9999999999999988,2.2085310389544563,1.0000000000005344e+22,-5343543296.0,9.783545697872325e+21,2.164543021330175e+20,1e+22,131072,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_3
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,0.9999999999999999,1.9746471455146226,1.1662280041285311e+23,8.833771995871468e+23,1.156003163736018e+23,1.0224840392513155e+21,1e+24,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_3
True,Optimization terminated successfully,0.5567905376664641,2.359862394417105,0.7049464996171385,3.273997913646198,1.0000000000000834e+19,-833536.0,8.421887839894265e+18,1.5781121601065682e+18,1e+19,2048,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,9.912172230663778,148.040405708215,1.0,2.0452800178313577,1.0000000000005075e+22,-5075107840.0,9.405459849439258e+21,5.945401505658181e+20,1e+22,2048,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.4205029392679665e+22,9.757949706073203e+23,2.3000639087744553e+22,1.2043903049351123e+21,1e+24,2048,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5410629640795347,2.2861141815980854,0.7087572042992112,3.2891925578783843,1.0000000000000141e+19,-141312.0,8.434884753108234e+18,1.5651152468919078e+18,1e+19,4096,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,9.628075886725199,143.53000777413237,0.9999999999999998,2.0506090430978183,1.00000000000262e+22,-26199719936.0,9.423573908618845e+21,5.7642609140735574e+20,1e+22,4096,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.5674865540074226e+22,9.743251344599258e+23,2.4470475235139114e+22,1.2043903049351123e+21,1e+24,4096,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5134191892599549,2.15684249495671,0.7157435519956679,3.3174338772377836,1.000000000000684e+19,-6840320.0,8.458491661012591e+18,1.5415083389942502e+18,1e+19,8192,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,9.13017153911481,135.5822468519553,1.0,2.0605157520733517,1.0000000000006617e+22,-6616514560.0,9.455492646951312e+21,5.445073530553037e+20,1e+22,8192,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.8614537834863343e+22,9.713854621651366e+23,2.741014752992823e+22,1.2043903049351123e+21,1e+24,8192,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.4082685053252072,1.6699423415077543,0.7464522621055522,3.4476539314228396,1.0000000000002718e+19,-2717696.0,8.558854465529914e+18,1.4411455344728033e+18,1e+19,32768,exponential,0.1,inside_B1_B6_support,6,5,2,True,False,False,False,fold_4
True,Optimization terminated successfully,7.25194446844073,105.20327306226089,1.0,2.106213890240948,1.0000000000000596e+22,-595591168.0,9.577496633387742e+21,4.2250336661285306e+20,1e+22,32768,exponential,0.1,inside_B1_B6_support,6,5,2,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,4.625257160359806e+22,9.537474283964019e+23,4.5048181298662946e+22,1.2043903049351123e+21,1e+24,32768,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.2649133553034197,1.0236035238010683,0.8051987916477589,3.7264946621800736,1.0000000000009814e+19,-9814016.0,8.735457850409007e+18,1.2645421496008061e+18,1e+19,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,4.723020315428986,64.0346986527929,0.9999999999999998,2.2040308839591676,1.000000000000896e+22,-8959033344.0,9.742832376100214e+21,2.571676239087447e+20,1e+22,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,1.1680470667853692e+23,8.831952933214631e+23,1.156003163736018e+23,1.2043903049351123e+21,1e+24,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5465450600630513,2.4443482687517255,0.5857092633276683,3.302006906634912,1.000000000000037e+19,-370688.0,8.56288250282859e+18,1.437117497171781e+18,1e+19,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,10.061539018330805,143.9057211622748,1.0,2.046591102904167,1.0000000000009441e+22,-9441378304.0,9.280543347058647e+21,7.19456652950793e+20,1e+22,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.4499954141244552e+22,9.755000458587555e+23,2.3000639087744553e+22,1.4993150534999993e+21,1e+24,2048,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5318896030575516,2.3613651756308918,0.590585556157176,3.3173004858060837,1.0000000000001028e+19,-1028096.0,8.564816907643689e+18,1.4351830923573394e+18,1e+19,4096,power,0.1,inside_B1_B6_support,6,5,2,True,False,False,False,fold_4
True,Optimization terminated successfully,9.769052388426086,139.63238860141124,0.9999999999999996,2.0518916090766743,1.0000000000008766e+22,-8766095360.0,9.301907873196011e+21,6.980921268127543e+20,1e+22,4096,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.5969790288639113e+22,9.740302097113609e+23,2.4470475235139114e+22,1.4993150534999993e+21,1e+24,4096,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.506060942176021,2.2166257609264974,0.5996212958125324,3.3457042487620003,1.0000000000000225e+19,-225280.0,8.568357792285784e+18,1.4316422077144422e+18,1e+19,8192,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,9.25695910602605,132.08668783968386,0.9999999999999998,2.0617473991685116,1.0000000000003444e+22,-3443523584.0,9.339632604148944e+21,6.603673958544989e+20,1e+22,8192,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.890946258342823e+22,9.710905374165717e+23,2.741014752992823e+22,1.4993150534999993e+21,1e+24,8192,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.40694113007256444,1.6802736337561934,0.6408517664917845,3.4763374561924913,1.0000000000009744e+19,-9744384.0,8.583805845290955e+18,1.4161941547187889e+18,1e+19,32768,power,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_4
True,Optimization terminated successfully,7.331300607632068,103.05696291502387,0.9999999999999999,2.1072419406547684,1.000000000000044e+22,-440401920.0,9.48476671390678e+21,5.152332860936617e+20,1e+22,32768,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,4.654749635216294e+22,9.53452503647837e+23,4.5048181298662946e+22,1.4993150534999993e+21,1e+24,32768,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.26913684468413285,0.9933939107906832,0.7270265066492785,3.7544936963737423,1.0000000000009738e+19,-9738240.0,8.612806634450632e+18,1.3871933655591066e+18,1e+19,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_4
True,Optimization terminated successfully,4.755159763164039,63.21747141118891,1.0,2.204751932802928,1.0000000000007522e+22,-7522484224.0,9.683944251687283e+21,3.1605574832023896e+20,1e+22,131072,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,1.170996314271018e+23,8.829003685728982e+23,1.156003163736018e+23,1.4993150534999993e+21,1e+24,131072,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.8087346328875067,1.1637160295293316,1.0,3.3321867181156235,1.0000000000002654e+19,-2654208.0,6.032314637507846e+18,3.967685362494807e+18,1e+19,2048,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,9.818027361312451,150.74060890231303,0.9999999999999983,2.0444577050128143,1.00000000000041e+22,-4099932160.0,9.486050469105948e+21,5.139495308981529e+20,1e+22,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.402312312699587e+22,9.75976876873004e+23,2.3000639087744553e+22,1.0224840392513159e+21,1e+24,2048,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.778861498486689,1.1466958198243822,0.9999999999999998,3.345473082047944,1.0000000000008407e+19,-8407040.0,6.090344977561624e+18,3.909655022446784e+18,1e+19,4096,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,9.539262918340308,146.07147087069782,0.9999999999999999,2.0498050007774298,1.0000000000001313e+22,-1312817152.0,9.501969877406746e+21,4.9803012259456555e+20,1e+22,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.549295927439043e+22,9.745070407256095e+23,2.4470475235139114e+22,1.0224840392513159e+21,1e+24,4096,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.7271912393732957,1.1155642269243764,1.0,3.370281392901598,1.0000000000006328e+19,-6328320.0,6.196488024768799e+18,3.8035119752375296e+18,1e+19,8192,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,9.050376150039547,137.8551868082838,1.0,2.0597442827497874,1.0000000000007317e+22,-7316963328.0,9.52998326657413e+21,4.700167334331872e+20,1e+22,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,2.8432631569179547e+22,9.715673684308204e+23,2.741014752992823e+22,1.0224840392513159e+21,1e+24,8192,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5408004240404779,0.9805374698519409,1.0,3.4864595905461684,1.000000000000093e+19,-929792.0,6.656861237804153e+18,3.3431387621967775e+18,1e+19,32768,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,7.202208203666939,106.5835177780852,1.0,2.1055720604671113,1.000000000003095e+22,-30949769216.0,9.636603902838448e+21,3.633960971925021e+20,1e+22,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,4.607066533791426e+22,9.539293346620857e+23,4.5048181298662946e+22,1.0224840392513159e+21,1e+24,32768,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.3149094762849507,0.7377832672552866,1.0,3.7435364223033094,1.0000000000008751e+19,-8751104.0,7.484530765330986e+18,2.5154692346777646e+18,1e+19,131072,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,4.702996046914126,64.55207327690013,1.0,2.203582787999371,1.0000000000044204e+22,-44203769856.0,9.779909952506543e+21,2.200900475376611e+20,1e+22,131072,logarithmic,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_4
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9714253094560028,1.1662280041285311e+23,8.833771995871468e+23,1.156003163736018e+23,1.0224840392513159e+21,1e+24,131072,logarithmic,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_4
True,Optimization terminated successfully,0.5375983165899609,2.4467261941823755,0.6981558075876927,3.2640067155929016,1.0000000000007545e+19,-7544832.0,8.430905068631877e+18,1.569094931375668e+18,1e+19,2048,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
True,Optimization terminated successfully,9.630589622268284,152.10445489882343,0.9999999999999998,2.038593217420348,1.0000000000028687e+22,-28686942208.0,9.389138356650607e+21,6.108616433780807e+20,1e+22,2048,exponential,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.4205029392679665e+22,9.757949706073203e+23,2.3000639087744553e+22,1.2043903049351123e+21,1e+24,2048,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.522425394874598,2.370242597774747,0.7019410878468454,3.279272177923435,1.000000000000847e+19,-8470528.0,8.444044369180994e+18,1.5559556308274767e+18,1e+19,4096,exponential,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_5
True,Optimization terminated successfully,9.354495342136046,147.47904906522626,1.0,2.0438360745897652,1.0000000000002103e+22,-2103443456.0,9.407714295183357e+21,5.922857048187465e+20,1e+22,4096,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.5674865540074226e+22,9.743251344599258e+23,2.4470475235139114e+22,1.2043903049351123e+21,1e+24,4096,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.495755471028838,2.2361767571657314,0.7088808644521848,3.3076522289503973,1.000000000000616e+19,-6160384.0,8.467906267282133e+18,1.5320937327240271e+18,1e+19,8192,exponential,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_5
True,Optimization terminated successfully,8.870638058950508,139.3270948628951,0.9999999999999999,2.0535852271291946,1.0000000000006059e+22,-6058672128.0,9.440453087381738e+21,5.5954691262432104e+20,1e+22,8192,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.8614537834863343e+22,9.713854621651366e+23,2.741014752992823e+22,1.2043903049351123e+21,1e+24,8192,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.39429770354117255,1.7312222612493084,0.7393858654205829,3.4386269095597655,1.000000000000596e+19,-5959680.0,8.569300293283922e+18,1.4306997067220367e+18,1e+19,32768,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
True,Optimization terminated successfully,7.045446082461049,108.15279720905484,0.9999999999999999,2.0985989142625305,1.0000000000000025e+22,-25165824.0,9.565651147541986e+21,4.343488524580396e+20,1e+22,32768,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,4.625257160359806e+22,9.537474283964019e+23,4.5048181298662946e+22,1.2043903049351123e+21,1e+24,32768,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.2559408228683462,1.060945112889495,0.7977484611615505,3.719663461633472,1.000000000000095e+19,-950272.0,8.747471283776065e+18,1.2525287162248865e+18,1e+19,131072,exponential,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_5
True,Optimization terminated successfully,4.588143148587657,65.86732479192729,0.9999999999999999,2.1951619200642956,1.0000000000009196e+22,-9196011520.0,9.73547242720353e+21,2.6452757280566526e+20,1e+22,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,1.1680470667853692e+23,8.831952933214631e+23,1.156003163736018e+23,1.2043903049351123e+21,1e+24,131072,exponential,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.5268563160076045,2.543214692894354,0.5773600350588027,3.291793892998622,1.0000000000001425e+19,-1425408.0,8.588278956803858e+18,1.4117210431975667e+18,1e+19,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
True,Optimization terminated successfully,9.776011271208729,147.7982017610854,1.0,2.039920596960548,1.000000000000966e+22,-9659482112.0,9.261082890305112e+21,7.389171097045466e+20,1e+22,2048,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.4499954141244552e+22,9.755000458587555e+23,2.3000639087744553e+22,1.4993150534999993e+21,1e+24,2048,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.5127127428611901,2.457032179260336,0.5821243122807308,3.3071698582944853,1.0000000000000016e+19,-16384.0,8.590498846694258e+18,1.4095011533057592e+18,1e+19,4096,power,0.1,inside_B1_B6_support,6,6,2,True,False,False,False,fold_5
True,Optimization terminated successfully,9.491762826054918,143.41908122471645,1.0,2.045134838440495,1.000000000000117e+22,-1170210816.0,9.282976303418201e+21,7.170236965829699e+20,1e+22,4096,power,0.1,inside_B1_B6_support,6,6,2,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.5969790288639113e+22,9.740302097113609e+23,2.4470475235139114e+22,1.4993150534999993e+21,1e+24,4096,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.48778793303709067,2.3066948781696914,0.5909519529044661,3.3357342194243165,1.0000000000000123e+19,-122880.0,8.594559075837199e+18,1.4054409241629228e+18,1e+19,8192,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
True,Optimization terminated successfully,8.994100374349694,135.68514348324038,1.0,2.0548328812722376,1.000000000000855e+22,-8550088704.0,9.32164212516409e+21,6.783578748444603e+20,1e+22,8192,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,True,fold_5
True,Optimization terminated successfully,11.965825000000002,299.89299999999986,1.0,1.9656902313733366,2.890946258342823e+22,9.710905374165717e+23,2.741014752992823e+22,1.4993150534999993e+21,1e+24,8192,power,0.1,inside_B1_B6_support,6,6,1,True,True,True,True,fold_5
True,Optimization terminated successfully,0.3921521079854968,1.7494186338479047,0.6312194112815095,3.4672285140707624,1.000000000000121e+19,-1210368.0,8.612249210445721e+18,1.38775078955549e+18,1e+19,32768,power,0.1,inside_B1_B6_support,6,6,1,True,False,False,False,fold_5
