axis,quality_case,lambda_Q,N_params_B,D_tokens_B,scale_loss,quality_increment_loss,predicted_loss,quality_gain,relative_to_scale,N_in_B1_range,D_in_B1_range,observed_joint_row
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,10000.0,1.8579549804344937,-0.03770499482670329,1.839102483021142,0.03770499482670329,-0.01014690754721248,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,100.0,36000.0,1.8295766614027644,-0.03770499482670329,1.8107241639894127,0.03770499482670329,-0.01030429487381923,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,0.1,4.086298347956808,-0.03770499482670329,4.067445850543456,0.03770499482670329,-0.0046135880956361675,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,1.0,2.963913473587776,-0.03770499482670329,2.945060976174424,0.03770499482670329,-0.0063606773886455414,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,10.0,2.3747122001394145,-0.03770499482670329,2.355859702726063,0.03770499482670329,-0.007938855669434308,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,100.0,2.0654081917186558,-0.03770499482670329,2.046555694305304,0.03770499482670329,-0.009127734405693588,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,1000.0,1.9030375826647477,-0.03770499482670329,1.884185085251396,0.03770499482670329,-0.009906529216807902,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,10000.0,1.8178003598458543,-0.03770499482670329,1.7989478624325026,0.03770499482670329,-0.010371049445138336,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,1000.0,36000.0,1.789422040814125,-0.03770499482670329,1.7705695434007733,0.03770499482670329,-0.010535523193161533,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,0.1,4.067943155401934,-0.03770499482670329,4.049090657988582,0.03770499482670329,-0.004634405323072577,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,1.0,2.945558281032902,-0.03770499482670329,2.9267057836195502,0.03770499482670329,-0.006400313833458071,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,10.0,2.3563570075845406,-0.03770499482670329,2.337504510171189,0.03770499482670329,-0.008000696563665866,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,100.0,2.047052999163782,-0.03770499482670329,2.02820050175043,0.03770499482670329,-0.00920957953753665,False,True,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,1000.0,1.8846823901098737,-0.03770499482670329,1.865829892696522,0.03770499482670329,-0.01000301032804396,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,10000.0,1.7994451672909804,-0.03770499482670329,1.7805926698776287,0.03770499482670329,-0.010476839059082699,False,False,False
Q_A_topsis_0_1,feasible_99pct,0.5,10000.0,36000.0,1.771066848259251,-0.03770499482670329,1.7522143508458994,0.03770499482670329,-0.010644712497374975,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,0.1,4.826870824491312,-0.03770499482670329,4.789165829664609,0.03770499482670329,-0.0078114779114017985,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,1.0,3.7044859501222813,-0.03770499482670329,3.666780955295578,0.03770499482670329,-0.010178198901107716,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,10.0,3.1152846766739195,-0.03770499482670329,3.077579681847216,0.03770499482670329,-0.012103226106116138,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,100.0,2.805980668253161,-0.03770499482670329,2.7682756734264578,0.03770499482670329,-0.013437367995188798,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,1000.0,2.643610059199253,-0.03770499482670329,2.6059050643725494,0.03770499482670329,-0.014262691540114725,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,10000.0,2.5583728363803595,-0.03770499482670329,2.520667841553656,0.03770499482670329,-0.014737881160452493,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,0.1,36000.0,2.52999451734863,-0.03770499482670329,2.4922895225219266,0.03770499482670329,-0.014903192306605195,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,0.1,4.4064683415040955,-0.03770499482670329,4.368763346677392,0.03770499482670329,-0.00855673793717382,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,1.0,3.2840834671350643,-0.03770499482670329,3.246378472308361,0.03770499482670329,-0.011481131708140246,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,10.0,2.6948821936867025,-0.03770499482670329,2.657177198859999,0.03770499482670329,-0.0139913332445607,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,100.0,2.3855781852659437,-0.03770499482670329,2.3478731904392403,0.03770499482670329,-0.01580539051689056,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,1000.0,2.223207576212036,-0.03770499482670329,2.1855025813853324,0.03770499482670329,-0.016959727571163707,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,10000.0,2.1379703533931425,-0.03770499482670329,2.100265358566439,0.03770499482670329,-0.017635882914308176,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1.0,36000.0,2.109592034361413,-0.03770499482670329,2.0718870395347095,0.03770499482670329,-0.017873121538457548,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,0.1,4.214296969625643,-0.03770499482670329,4.1765919747989395,0.03770499482670329,-0.008946924029905934,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,1.0,3.091912095256612,-0.03770499482670329,3.0542071004299087,0.03770499482670329,-0.012194717593862925,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,10.0,2.5027108218082503,-0.03770499482670329,2.465005826981547,0.03770499482670329,-0.015065661800855223,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,100.0,2.1934068133874915,-0.03770499482670329,2.155701818560788,0.03770499482670329,-0.017190151228021366,True,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,1000.0,2.0310362043335832,-0.03770499482670329,1.99333120950688,0.03770499482670329,-0.0185644129564273,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,10000.0,1.94579898151469,-0.03770499482670329,1.908093986687987,0.03770499482670329,-0.019377641362188447,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10.0,36000.0,1.9174206624829608,-0.03770499482670329,1.8797156676562576,0.03770499482670329,-0.019664435438949135,True,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,0.1,4.126452968545447,-0.03770499482670329,4.0887479737187435,0.03770499482670329,-0.009137386301047323,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,1.0,3.0040680941764153,-0.03770499482670329,2.966363099349712,0.03770499482670329,-0.012551311636309737,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,10.0,2.414866820728054,-0.03770499482670329,2.3771618259013505,0.03770499482670329,-0.015613695340489175,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,100.0,2.105562812307295,-0.03770499482670329,2.0678578174805917,0.03770499482670329,-0.017907323688617915,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,1000.0,1.943192203253387,-0.03770499482670329,1.9054872084266838,0.03770499482670329,-0.0194036363276755,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,10000.0,1.8579549804344937,-0.03770499482670329,1.8202499856077905,0.03770499482670329,-0.02029381509442474,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,100.0,36000.0,1.8295766614027644,-0.03770499482670329,1.7918716665760612,0.03770499482670329,-0.02060858974763824,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,0.1,4.086298347956808,-0.03770499482670329,4.048593353130104,0.03770499482670329,-0.009227176191272557,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,1.0,2.963913473587776,-0.03770499482670329,2.9262084787610725,0.03770499482670329,-0.012721354777291083,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,10.0,2.3747122001394145,-0.03770499482670329,2.337007205312711,0.03770499482670329,-0.015877711338868727,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,100.0,2.0654081917186558,-0.03770499482670329,2.0277031968919523,0.03770499482670329,-0.018255468811387177,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,1000.0,1.9030375826647477,-0.03770499482670329,1.8653325878380445,0.03770499482670329,-0.019813058433615582,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,10000.0,1.8178003598458543,-0.03770499482670329,1.780095365019151,0.03770499482670329,-0.020742098890276672,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,1000.0,36000.0,1.789422040814125,-0.03770499482670329,1.7517170459874218,0.03770499482670329,-0.021071046386322956,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,0.1,4.067943155401934,-0.03770499482670329,4.03023816057523,0.03770499482670329,-0.009268810646145265,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,1.0,2.945558281032902,-0.03770499482670329,2.9078532862061985,0.03770499482670329,-0.012800627666916031,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,10.0,2.3563570075845406,-0.03770499482670329,2.318652012757837,0.03770499482670329,-0.016001393127331842,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,100.0,2.047052999163782,-0.03770499482670329,2.0093480043370784,0.03770499482670329,-0.018419159075073188,False,True,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,1000.0,1.8846823901098737,-0.03770499482670329,1.8469773952831705,0.03770499482670329,-0.02000602065608792,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,10000.0,1.7994451672909804,-0.03770499482670329,1.7617401724642772,0.03770499482670329,-0.020953678118165286,False,False,False
Q_A_topsis_0_1,feasible_99pct,1.0,10000.0,36000.0,1.771066848259251,-0.03770499482670329,1.733361853432548,0.03770499482670329,-0.02128942499474973,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,0.1,4.826870824491312,-0.03808585336030597,4.826870824491312,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,1.0,3.7044859501222813,-0.03808585336030597,3.7044859501222813,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,10.0,3.1152846766739195,-0.03808585336030597,3.1152846766739195,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,100.0,2.805980668253161,-0.03808585336030597,2.805980668253161,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,1000.0,2.643610059199253,-0.03808585336030597,2.643610059199253,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,10000.0,2.5583728363803595,-0.03808585336030597,2.5583728363803595,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,0.1,36000.0,2.52999451734863,-0.03808585336030597,2.52999451734863,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,0.1,4.4064683415040955,-0.03808585336030597,4.4064683415040955,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,1.0,3.2840834671350643,-0.03808585336030597,3.2840834671350643,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,10.0,2.6948821936867025,-0.03808585336030597,2.6948821936867025,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,100.0,2.3855781852659437,-0.03808585336030597,2.3855781852659437,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,1000.0,2.223207576212036,-0.03808585336030597,2.223207576212036,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,10000.0,2.1379703533931425,-0.03808585336030597,2.1379703533931425,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1.0,36000.0,2.109592034361413,-0.03808585336030597,2.109592034361413,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,0.1,4.214296969625643,-0.03808585336030597,4.214296969625643,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,1.0,3.091912095256612,-0.03808585336030597,3.091912095256612,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,10.0,2.5027108218082503,-0.03808585336030597,2.5027108218082503,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,100.0,2.1934068133874915,-0.03808585336030597,2.1934068133874915,0.03808585336030597,0.0,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,1000.0,2.0310362043335832,-0.03808585336030597,2.0310362043335832,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,10000.0,1.94579898151469,-0.03808585336030597,1.94579898151469,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10.0,36000.0,1.9174206624829608,-0.03808585336030597,1.9174206624829608,0.03808585336030597,0.0,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,0.1,4.126452968545447,-0.03808585336030597,4.126452968545447,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,1.0,3.0040680941764153,-0.03808585336030597,3.0040680941764153,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,10.0,2.414866820728054,-0.03808585336030597,2.414866820728054,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,100.0,2.105562812307295,-0.03808585336030597,2.105562812307295,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,1000.0,1.943192203253387,-0.03808585336030597,1.943192203253387,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,10000.0,1.8579549804344937,-0.03808585336030597,1.8579549804344937,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,100.0,36000.0,1.8295766614027644,-0.03808585336030597,1.8295766614027644,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,0.1,4.086298347956808,-0.03808585336030597,4.086298347956808,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,1.0,2.963913473587776,-0.03808585336030597,2.963913473587776,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,10.0,2.3747122001394145,-0.03808585336030597,2.3747122001394145,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,100.0,2.0654081917186558,-0.03808585336030597,2.0654081917186558,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,1000.0,1.9030375826647477,-0.03808585336030597,1.9030375826647477,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,10000.0,1.8178003598458543,-0.03808585336030597,1.8178003598458543,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,1000.0,36000.0,1.789422040814125,-0.03808585336030597,1.789422040814125,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,0.1,4.067943155401934,-0.03808585336030597,4.067943155401934,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,1.0,2.945558281032902,-0.03808585336030597,2.945558281032902,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,10.0,2.3563570075845406,-0.03808585336030597,2.3563570075845406,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,100.0,2.047052999163782,-0.03808585336030597,2.047052999163782,0.03808585336030597,0.0,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,1000.0,1.8846823901098737,-0.03808585336030597,1.8846823901098737,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,10000.0,1.7994451672909804,-0.03808585336030597,1.7994451672909804,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.0,10000.0,36000.0,1.771066848259251,-0.03808585336030597,1.771066848259251,0.03808585336030597,0.0,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,0.1,4.826870824491312,-0.03808585336030597,4.807827897811159,0.03808585336030597,-0.003945190864344195,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,1.0,3.7044859501222813,-0.03808585336030597,3.6854430234421285,0.03808585336030597,-0.005140504495508846,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,10.0,3.1152846766739195,-0.03808585336030597,3.0962417499937667,0.03808585336030597,-0.006112740457634325,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,100.0,2.805980668253161,-0.03808585336030597,2.7869377415730083,0.03808585336030597,-0.006786549492519445,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,1000.0,2.643610059199253,-0.03808585336030597,2.6245671325191,0.03808585336030597,-0.007203379565714374,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,10000.0,2.5583728363803595,-0.03808585336030597,2.5393299097002067,0.03808585336030597,-0.00744337432346065,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,0.1,36000.0,2.52999451734863,-0.03808585336030597,2.510951590668477,0.03808585336030597,-0.0075268648013155914,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,0.1,4.4064683415040955,-0.03808585336030597,4.387425414823943,0.03808585336030597,-0.004321584816754376,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,1.0,3.2840834671350643,-0.03808585336030597,3.2650405404549114,0.03808585336030597,-0.005798551367747429,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,10.0,2.6948821936867025,-0.03808585336030597,2.6758392670065496,0.03808585336030597,-0.00706632992149514,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,100.0,2.3855781852659437,-0.03808585336030597,2.366535258585791,0.03808585336030597,-0.007982520463075904,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,1000.0,2.223207576212036,-0.03808585336030597,2.204164649531883,0.03808585336030597,-0.008565518975335085,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,10000.0,2.1379703533931425,-0.03808585336030597,2.1189274267129896,0.03808585336030597,-0.00890701157288265,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1.0,36000.0,2.109592034361413,-0.03808585336030597,2.09054910768126,0.03808585336030597,-0.00902682905982688,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,0.1,4.214296969625643,-0.03808585336030597,4.19525404294549,0.03808585336030597,-0.004518648499952427,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,1.0,3.091912095256612,-0.03808585336030597,3.0728691685764593,0.03808585336030597,-0.006158948279728627,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,10.0,2.5027108218082503,-0.03808585336030597,2.4836678951280975,0.03808585336030597,-0.007608920101441874,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,100.0,2.1934068133874915,-0.03808585336030597,2.1743638867073387,0.03808585336030597,-0.008681894559606551,True,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,1000.0,2.0310362043335832,-0.03808585336030597,2.0119932776534304,0.03808585336030597,-0.00937596613960956,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,10000.0,1.94579898151469,-0.03808585336030597,1.926756054834537,0.03808585336030597,-0.00978668755666079,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10.0,36000.0,1.9174206624829608,-0.03808585336030597,1.8983777358028078,0.03808585336030597,-0.009931533049974295,True,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,0.1,4.126452968545447,-0.03808585336030597,4.107410041865294,0.03808585336030597,-0.0046148415661854125,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,1.0,3.0040680941764153,-0.03808585336030597,2.9850251674962625,0.03808585336030597,-0.006339046280964378,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,10.0,2.414866820728054,-0.03808585336030597,2.395823894047901,0.03808585336030597,-0.007885704717418562,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,100.0,2.105562812307295,-0.03808585336030597,2.0865198856271423,0.03808585336030597,-0.00904410287303914,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,1000.0,1.943192203253387,-0.03808585336030597,1.924149276573234,0.03808585336030597,-0.009799816327108801,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,10000.0,1.8579549804344937,-0.03808585336030597,1.8389120537543406,0.03808585336030597,-0.01024940156284071,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,100.0,36000.0,1.8295766614027644,-0.03808585336030597,1.8105337347226114,0.03808585336030597,-0.010408378660423323,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,0.1,4.086298347956808,-0.03808585336030597,4.067255421276655,0.03808585336030597,-0.0046601899955921455,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,1.0,2.963913473587776,-0.03808585336030597,2.944870546907623,0.03808585336030597,-0.006424926655197449,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,10.0,2.3747122001394145,-0.03808585336030597,2.3556692734592617,0.03808585336030597,-0.008019046130741558,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,100.0,2.0654081917186558,-0.03808585336030597,2.046365265038503,0.03808585336030597,-0.009219933743124575,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,1000.0,1.9030375826647477,-0.03808585336030597,1.8839946559845946,0.03808585336030597,-0.010006595168492671,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,10000.0,1.8178003598458543,-0.03808585336030597,1.7987574331657012,0.03808585336030597,-0.010475807520341718,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,1000.0,36000.0,1.789422040814125,-0.03808585336030597,1.770379114133972,0.03808585336030597,-0.010641942619355027,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,0.1,4.067943155401934,-0.03808585336030597,4.048900228721781,0.03808585336030597,-0.0046812174980530585,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,1.0,2.945558281032902,-0.03808585336030597,2.926515354352749,0.03808585336030597,-0.006464963468139295,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,10.0,2.3563570075845406,-0.03808585336030597,2.3373140809043877,0.03808585336030597,-0.008081511680470443,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,100.0,2.047052999163782,-0.03808585336030597,2.028010072483629,0.03808585336030597,-0.00930260559347107,False,True,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,1000.0,1.8846823901098737,-0.03808585336030597,1.8656394634297206,0.03808585336030597,-0.010104050836407974,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,10000.0,1.7994451672909804,-0.03808585336030597,1.7804022406108273,0.03808585336030597,-0.010582665716244999,False,False,False
Q_A_topsis_0_1,formal_coordinate,0.5,10000.0,36000.0,1.771066848259251,-0.03808585336030597,1.752023921579098,0.03808585336030597,-0.010752234845833208,False,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,0.1,4.826870824491312,-0.03808585336030597,4.788784971131006,0.03808585336030597,-0.0078903817286885,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,1.0,3.7044859501222813,-0.03808585336030597,3.666400096761975,0.03808585336030597,-0.010281008991017804,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,10.0,3.1152846766739195,-0.03808585336030597,3.0771988233136134,0.03808585336030597,-0.01222548091526876,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,100.0,2.805980668253161,-0.03808585336030597,2.767894814892855,0.03808585336030597,-0.013573098985039,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,1000.0,2.643610059199253,-0.03808585336030597,2.6055242058389467,0.03808585336030597,-0.014406759131428859,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,10000.0,2.5583728363803595,-0.03808585336030597,2.5202869830200534,0.03808585336030597,-0.014886748646921522,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,0.1,36000.0,2.52999451734863,-0.03808585336030597,2.491908663988324,0.03808585336030597,-0.015053729602631405,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,0.1,4.4064683415040955,-0.03808585336030597,4.36838248814379,0.03808585336030597,-0.008643169633508752,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,1.0,3.2840834671350643,-0.03808585336030597,3.245997613774758,0.03808585336030597,-0.01159710273549508,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,10.0,2.6948821936867025,-0.03808585336030597,2.6567963403263963,0.03808585336030597,-0.014132659842990503,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,100.0,2.3855781852659437,-0.03808585336030597,2.3474923319056376,0.03808585336030597,-0.01596504092615192,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,1000.0,2.223207576212036,-0.03808585336030597,2.1851217228517297,0.03808585336030597,-0.01713103795067028,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,10000.0,2.1379703533931425,-0.03808585336030597,2.0998845000328363,0.03808585336030597,-0.017814023145765634,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,1.0,36000.0,2.109592034361413,-0.03808585336030597,2.071506181001107,0.03808585336030597,-0.01805365811965387,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,0.1,4.214296969625643,-0.03808585336030597,4.176211116265337,0.03808585336030597,-0.009037296999904743,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,1.0,3.091912095256612,-0.03808585336030597,3.053826241896306,0.03808585336030597,-0.012317896559457364,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,10.0,2.5027108218082503,-0.03808585336030597,2.464624968447944,0.03808585336030597,-0.015217840202883859,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,100.0,2.1934068133874915,-0.03808585336030597,2.1553209600271854,0.03808585336030597,-0.017363789119213324,True,True,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,1000.0,2.0310362043335832,-0.03808585336030597,1.9929503509732773,0.03808585336030597,-0.01875193227921923,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,10000.0,1.94579898151469,-0.03808585336030597,1.9077131281543842,0.03808585336030597,-0.019573375113321467,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,10.0,36000.0,1.9174206624829608,-0.03808585336030597,1.879334809122655,0.03808585336030597,-0.019863066099948368,True,False,False
Q_A_topsis_0_1,formal_coordinate,1.0,100.0,0.1,4.126452968545447,-0.03808585336030597,4.088367115185141,0.03808585336030597,-0.009229683132370936,False,False,False
