run_id,N_params_B,D_tokens_B,val_loss,L_hat,epsilon_N,epsilon_D
335,0.409009,33.554,2.6336,2.6334973164863045,-0.061929414630415826,-0.04931083089548937
336,0.409009,35.652,2.6256,2.625687887118003,-0.062113607653413436,-0.048625068115203354
337,0.409009,37.749,2.6183,2.618448878462526,-0.06228532799789844,-0.04798574194014385
338,0.409009,39.846,2.6116,2.6117070881799096,-0.062446109664780716,-0.047387141183688225
339,0.409009,41.943,2.6055,2.6054047701512,-0.06259716306242237,-0.046824759415624556
340,0.409009,44.04,2.5994,2.5994933600491805,-0.06273951291711789,-0.04629478151233245
341,0.409009,46.137,2.5938,2.5939316581419445,-0.06287403398961991,-0.045793950681800706
342,0.409009,48.234,2.5887,2.5886844362148063,-0.06300147865038373,-0.045319465799172245
343,0.409009,50.332,2.5837,2.5837190525516522,-0.06312255470644185,-0.04486869165215385
344,0.409009,52.429,2.5789,2.5790139325881554,-0.06323771468620905,-0.04443994344759312
345,0.409009,54.526,2.5745,2.5745437124860167,-0.06334751530914376,-0.044031148482206066
346,0.409009,56.623,2.5703,2.5702882848396995,-0.06345239489388219,-0.04364067486678363
347,0.409009,58.72,2.566,2.56622992896761,-0.06355274147487594,-0.043267077923454425
348,0.409009,60.817,2.5621,2.5623529541206933,-0.0636489001167814,-0.042909072953730525
349,0.409009,62.915,2.5585,2.558641675198507,-0.06374122207952963,-0.04256535219370741
350,0.409009,65.012,2.555,2.5550871655256304,-0.06382989568468081,-0.042235214509788475
351,0.409009,67.109,2.5517,2.5516764497804982,-0.06391521435047036,-0.041917567486519335
352,0.409009,69.206,2.5486,2.548399482862091,-0.06399740242357975,-0.04161157586639932
353,0.409009,71.303,2.5454,2.545247199226523,-0.0640766630802421,-0.041316483210904004
354,0.409009,73.4,2.5422,2.5422113918337486,-0.06415318087420219,-0.04103160241426219
355,0.409009,75.497,2.5393,2.53928460903227,-0.06422712391539374,-0.04075630759209628
356,0.409009,77.595,2.5363,2.536458742744215,-0.06429867929344608,-0.04048990219736956
357,0.409009,79.692,2.5337,2.5337302912546003,-0.06436791942839809,-0.04023211660549785
358,0.409009,81.789,2.531,2.531092216518214,-0.06443500800816995,-0.039982341395552054
359,0.409009,83.886,2.5286,2.528539320250187,-0.06450006370659511,-0.03974013473701827
360,0.409009,85.983,2.5259,2.526066823735801,-0.06456319591718974,-0.03950508935061649
361,0.409009,88.08,2.5237,2.523670324700456,-0.06462450568305733,-0.03927682904620428
362,0.409009,90.178,2.5215,2.5213446675521793,-0.06468411452810331,-0.03905490138226175
363,0.409009,92.275,2.5191,2.5190883097004955,-0.0647420523578859,-0.03883919501842211
364,0.409009,94.372,2.5169,2.516896643879096,-0.06479842850813629,-0.038629302890542616
365,0.409009,96.469,2.5148,2.514766438412872,-0.06485331788653036,-0.03842494611240243
366,0.409009,98.566,2.5126,2.5126946889005883,-0.06490679029218907,-0.038225864817267925
367,0.409009,100.663,2.5107,2.510678597795492,-0.06495891086336984,-0.03803181649110803
368,0.409009,102.76,2.5087,2.5087155562026724,-0.06500974047756575,-0.037842574482998374
369,0.409009,104.858,2.5068,2.506802227334869,-0.06505935947494329,-0.037657839681197215
370,0.409009,106.955,2.5048,2.5049381555827543,-0.06510777396930421,-0.03747758932361704
371,0.409009,109.052,2.5031,2.503120283194977,-0.06515505800328494,-0.03730154774463611
372,0.409009,111.149,2.5014,2.5013466092395937,-0.06520125864937494,-0.03712953969026971
373,0.409009,113.246,2.4998,2.4996152551366047,-0.06524642018631575,-0.03696140030784089
374,0.409009,115.343,2.498,2.4979244550738855,-0.06529058431270442,-0.03679697435072093
375,0.409009,117.441,2.4965,2.496271768609629,-0.06533381072190149,-0.03663603957658923
376,0.409009,119.538,2.4946,2.4946572051396374,-0.06537609532273947,-0.03647861121713222
377,0.409009,121.635,2.4932,2.493078491406747,-0.0654174939950414,-0.03632448122808104
378,0.409009,123.732,2.4916,2.491534233619925,-0.06545803988565493,-0.03617352620153437
379,0.409009,125.829,2.4903,2.4900231146393765,-0.06549776437090937,-0.036025629321347626
380,0.409009,127.926,2.4884,2.4885438885665163,-0.06553669717865154,-0.035880679908785136
381,0.409009,130.023,2.487,2.487095375797353,-0.06557486650003579,-0.03573857300631888
382,0.409009,132.121,2.4856,2.4856757887404406,-0.06561231677096971,-0.03559914317613228
383,0.409009,134.218,2.484,2.4842854200360716,-0.0656490377174132,-0.03546242866915474
384,0.409009,136.315,2.4829,2.482922579669368,-0.06568507152667054,-0.03532827241926831
385,0.409009,138.412,2.4815,2.481586311521017,-0.06572044118860643,-0.03519658883368942
386,0.409009,140.509,2.4803,2.4802757065293175,-0.0657551685933267,-0.0350672964141096
387,0.409009,142.606,2.479,2.478989899712635,-0.06578927459917173,-0.03494031750355088
388,0.409009,144.703,2.478,2.4777280674208932,-0.0658227790955816,-0.03481557805231552
389,0.409009,146.801,2.4766,2.4764888395332525,-0.06585571662479438,-0.03469294945737137
390,0.409009,148.898,2.4752,2.4752726486852548,-0.06588807391678399,-0.034572481123901384
391,0.409009,150.995,2.474,2.474078184600063,-0.06591988412327865,-0.0344540496258335
392,0.409009,153.092,2.473,2.4729047653845977,-0.06595116379882227,-0.034337593329508385
393,0.409009,155.189,2.4716,2.471751739516194,-0.06598192878087757,-0.03422305327100697
394,0.409009,157.286,2.4708,2.4706184841011662,-0.06601219423002161,-0.03411037300650046
395,0.409009,159.384,2.4696,2.4695038764636643,-0.06604198875537479,-0.03399944602234561
396,0.409009,161.481,2.4683,2.4684084085421327,-0.06607129787614478,-0.03389032623148775
397,0.409009,163.578,2.4671,2.467330998262077,-0.06610014925263158,-0.03378291065280473
398,0.409009,165.675,2.4664,2.466271122129249,-0.06612855568773136,-0.03367715162026907
399,0.409009,167.772,2.4652,2.4652282782082433,-0.0661565294713008,-0.03357300337793347
400,0.409009,169.869,2.4644,2.4642019849783114,-0.066184082406785,-0.03347042198079259
401,0.409009,171.966,2.463,2.463191780263166,-0.06621122583615605,-0.03336936520193607
402,0.409009,174.064,2.4621,2.4621967496151393,-0.06623798332373729,-0.03326974530983289
403,0.409009,176.161,2.4612,2.461217414990802,-0.06626433985368872,-0.03317161820944634
404,0.409009,178.258,2.4603,2.460252888520838,-0.06629031836593915,-0.0330748984939076
405,0.409009,180.355,2.4592,2.4593027760052726,-0.06631592857618036,-0.03297954999105496
406,0.409009,182.452,2.4584,2.4583666981665857,-0.0663411798420466,-0.032885537861798604
407,0.409009,184.549,2.4573,2.4574442899209963,-0.06636608118022115,-0.032792828536431604
408,0.409009,186.647,2.4565,2.456534769296364,-0.06639065291450469,-0.03270134634810268
409,0.409009,188.744,2.4557,2.4556386644850408,-0.06641488000636638,-0.032611147286254825
410,0.409009,190.841,2.4548,2.454755212370999,-0.06643878233514024,-0.03252215733881532
411,0.409009,192.938,2.454,2.4538840981876504,-0.0664623677056389,-0.03243434744795177
412,0.409009,195.035,2.4529,2.453025018312122,-0.06648564365356022,-0.03234768955776387
413,0.409009,197.132,2.452,2.452177679755943,-0.06650861745752439,-0.032262156569468084
414,0.409009,199.229,2.4515,2.451341799684143,-0.06653129615045202,-0.03217772229903698
415,0.409009,201.327,2.4506,2.450516714313237,-0.06655369713994151,-0.03209432193683288
416,0.409009,203.424,2.4496,2.449702946218977,-0.0665758056471673,-0.03201201050539866
417,0.409009,205.521,2.4491,2.448899844484634,-0.06659763877566414,-0.03193072432714566
418,0.409009,207.618,2.4481,2.448107162590033,-0.06661920267747667,-0.03185044049760574
419,0.409009,209.715,2.4475,2.4473246621294096,-0.06664050330733921,-0.03177113684691012
420,0.409009,211.812,2.4466,2.446552112466346,-0.06666154643089017,-0.03169279190920642
421,0.409009,213.91,2.446,2.4457889289242294,-0.06668234748797504,-0.03161534820093091
422,0.409009,216.007,2.4452,2.4450356228908774,-0.06670289206172705,-0.03153885939703005
423,0.409009,218.104,2.4443,2.4442916190754262,-0.06672319536997728,-0.03146326884051443
424,0.409009,220.201,2.4437,2.443556714813746,-0.06674326249603703,-0.03138855760588062
425,0.409009,222.298,2.4429,2.442830713733656,-0.0667630983693902,-0.03131470734033477
426,0.409009,224.395,2.4423,2.4421134255024164,-0.06678270777173874,-0.031241700241284868
427,0.409009,226.492,2.4413,2.4414046655866017,-0.06680209534275693,-0.03116951903491753
428,0.409009,228.59,2.4408,2.4407039229815686,-0.06682127467617438,-0.031098113110880128
429,0.409009,230.687,2.4401,2.440011692020515,-0.06684023186205147,-0.031027534256795913
430,0.409009,232.784,2.4391,2.4393274682612023,-0.06685898033896286,-0.030957732439964684
431,0.409009,234.881,2.4385,2.438651088192168,-0.06687752423068898,-0.030888692307279537
432,0.409009,236.978,2.4377,2.4379823930628715,-0.06689586754393018,-0.030820398941530786
433,0.409009,239.075,2.4373,2.437321228704399,-0.06691401417262575,-0.030752837845325443
434,0.409009,241.172,2.4368,2.436667445358425,-0.06693196790207769,-0.030685994925734362
435,0.409009,243.27,2.4362,2.436020590896969,-0.06694974083971757,-0.0306198251059908
436,0.409009,245.367,2.4354,2.43538114048447,-0.06696731962386968,-0.030554378132495195
437,0.409009,247.464,2.4349,2.4347486466126256,-0.06698471625301859,-0.03048960933409767
438,0.409009,249.561,2.434,2.4341229756068787,-0.06700193411555376,-0.03042550609560068
439,0.409009,251.658,2.4333,2.4335039974571067,-0.06701897650925984,-0.030362056139134293
440,0.409009,253.755,2.4329,2.432891585687627,-0.06703584664446612,-0.030299247512430738
441,0.409009,255.853,2.4323,2.4322853297814935,-0.06705255557143831,-0.030237039074621466
442,0.409009,257.95,2.4317,2.4316856878543573,-0.06706909040726972,-0.030175478789618314
443,0.409009,260.047,2.4309,2.4310922528152146,-0.06708546212177172,-0.030114525816089643
444,0.409009,262.144,2.4305,2.430504911136246,-0.0671016736043227,-0.030054169396688948
445,0.409009,264.241,2.4298,2.429923552253154,-0.06711772767070848,-0.02999439904805995
446,0.409009,266.338,2.4294,2.429348068465014,-0.06713362706555957,-0.02993520455176192
447,0.409009,268.435,2.4288,2.428778354838268,-0.06714937446468966,-0.029876575945564067
448,0.409009,270.533,2.4281,2.428214041473322,-0.06716497988036182,-0.029818475953150143
449,0.409009,272.63,2.4276,2.4276555666135295,-0.06718043098192562,-0.029760950482345474
450,0.409009,274.727,2.427,2.4271025627708056,-0.0671957377254719,-0.029703962465966793
451,0.409009,276.824,2.4266,2.426554935198134,-0.06721090253308071,-0.02964750288645032
452,0.409009,278.921,2.4261,2.4260125914912396,-0.06722592776837889,-0.02959156294385722
453,0.409009,281.018,2.4254,2.425475441513563,-0.0672408157383752,-0.029536134049041665
454,0.409009,283.116,2.425,2.4249431448116026,-0.06725557569863706,-0.029481181742915454
455,0.409009,285.213,2.4244,2.4244161229696943,-0.06727019577851835,-0.029426750220677353
456,0.409009,287.31,2.4238,2.423894037307255,-0.06728468519273569,-0.029372805175329333
457,0.409009,289.407,2.4234,2.423376806066134,-0.06729904603878469,-0.029319338797756753
458,0.409009,291.504,2.4228,2.422864349422265,-0.0673132803657196,-0.02926634345919544
459,0.409009,293.601,2.4223,2.4223565894263865,-0.06732739017560897,-0.02921381170581212
460,0.409009,295.698,2.4217,2.4218534499469953,-0.06734137742493757,-0.02916173625348482
461,0.409009,297.796,2.4216,2.421354619923217,-0.06735525061006532,-0.029110085469704866
462,0.409009,299.893,2.4209,2.420860502196946,-0.06736899837589225,-0.0290589016302588
470,1.040867,0.134,4.2153,4.215862659143522,-0.028159678558588214,-0.14451584984186416
471,1.040867,0.268,3.8315,3.8319942698645804,-0.03098056233075524,-0.13095599138813294
472,1.040867,0.537,3.5146,3.5150467832430365,-0.033774041897418526,-0.11752786368890282
473,1.040867,1.074,3.2545,3.254759849979754,-0.03647499133595832,-0.10454452405660414
474,1.040867,2.097,3.0476,3.0471290586743525,-0.03896039026987728,-0.09259732577870217
475,1.040867,4.194,2.8697,2.869354459515134,-0.041374232080304746,-0.08099409929980673
476,1.040867,6.291,2.7802,2.7802740856616834,-0.042699868311862045,-0.0746218269508309
477,1.040867,8.389,2.723,2.7229057088827044,-0.04359950362634851,-0.07029732140232925
478,1.040867,10.486,2.6816,2.6815038508749063,-0.04427267083353324,-0.06706143762179821
479,1.040867,12.583,2.6501,2.6495429532693953,-0.044806723054685964,-0.06449427317596623
480,1.040867,14.68,2.6239,2.6237636325087763,-0.0452469635060541,-0.06237805758953929
481,1.040867,16.777,2.6023,2.602313860128756,-0.04561991508693833,-0.06058529650636978
482,1.040867,18.874,2.5839,2.5840477082954583,-0.04594239376754668,-0.05903515633166985
483,1.040867,20.972,2.5679,2.568203384065823,-0.046225831670967776,-0.05767268337594791
484,1.040867,23.069,2.5543,2.554274372392549,-0.04647791114837669,-0.05646094893070714
485,1.040867,25.166,2.5417,2.5418784521932247,-0.046704568908951145,-0.05537141550818399
486,1.040867,27.263,2.5305,2.5307387422880776,-0.04691015131072063,-0.054383190365383825
487,1.040867,29.36,2.5205,2.520645041569985,-0.047097998873611095,-0.05348021577677953
488,1.040867,31.457,2.5113,2.511434302633322,-0.04727073179025925,-0.05264989659696809
489,1.040867,33.554,2.5032,2.502977709333064,-0.047430441304357286,-0.05188218031377647
490,1.040867,35.652,2.4953,2.4951682799647625,-0.047578890082040116,-0.05116859387222585
491,1.040867,37.749,2.4879,2.4879292713092855,-0.047717328099990935,-0.050503128691933775
492,1.040867,39.846,2.4814,2.4811874810266685,-0.047846983848037775,-0.04987987947884154
493,1.040867,41.943,2.4749,2.4748851629979596,-0.04796882663631469,-0.04929418680374994
494,1.040867,44.04,2.4688,2.4689737528959403,-0.04808367735355189,-0.04874210469231661
495,1.040867,46.137,2.4636,2.463412050988704,-0.048192236975129144,-0.048220263588155364
496,1.040867,48.234,2.4582,2.4581648290615656,-0.04829510858063913,-0.047725764515422625
497,1.040867,50.332,2.453,2.453199445398411,-0.0483928600062749,-0.047255877911674606
498,1.040867,52.429,2.4485,2.4484943254349147,-0.04848585356943775,-0.046808862133839946
499,1.040867,54.526,2.4439,2.444024105332776,-0.04857453617973711,-0.04638256890799644
500,1.040867,56.623,2.4396,2.439768677686459,-0.04865925954964376,-0.045975307568485564
501,1.040867,58.72,2.4358,2.435710321814369,-0.04874033511513946,-0.045585581056877655
502,1.040867,60.817,2.4321,2.431833346967453,-0.04881803988611289,-0.04521205779938804
503,1.040867,62.915,2.4279,2.4281220680452664,-0.04889265613578013,-0.044853380921659504
504,1.040867,65.012,2.4246,2.42456755837239,-0.048964334657818895,-0.0445088255654239
505,1.040867,67.109,2.4211,2.4211568426272576,-0.0490333113652453,-0.044177257707671294
506,1.040867,69.206,2.4178,2.4178798757088504,-0.04909976650259854,-0.04385781092119809
507,1.040867,71.303,2.4146,2.4147275920732825,-0.0491638633352866,-0.04354970039670282
508,1.040867,73.4,2.4116,2.411691784680508,-0.04922575019028137,-0.04325221313325874
509,1.040867,75.497,2.4088,2.408765001879029,-0.04928556220138848,-0.04296469954888219
510,1.040867,77.595,2.4058,2.405939135590975,-0.04934344995368131,-0.04268643578805647
511,1.040867,79.692,2.4032,2.4032106841013596,-0.04939947134640378,-0.042417143531781054
512,1.040867,81.789,2.4006,2.400572609364974,-0.04945375818481948,-0.042156189198220534
513,1.040867,83.886,2.398,2.3980197130969465,-0.0495064059232932,-0.041903113942636995
514,1.040867,85.983,2.3954,2.3955472165825604,-0.049557502564276865,-0.04165749474129455
515,1.040867,88.08,2.3931,2.3931507175472153,-0.04960712940399849,-0.04141894080696698
516,1.040867,90.178,2.3909,2.3908250603989387,-0.049655384367113455,-0.04118698142034316
517,1.040867,92.275,2.3886,2.3885687025472544,-0.04970229125167393,-0.04096150218528171
518,1.040867,94.372,2.3863,2.3863770367258557,-0.04974793819316937,-0.04074207943854137
519,1.040867,96.469,2.3842,2.3842468312596314,-0.04979238549136143,-0.04052842332194353
520,1.040867,98.566,2.3822,2.3821750817473477,-0.049835689340498125,-0.04032026371232439
521,1.040867,100.663,2.38,2.3801589906422516,-0.04987790218862748,-0.04011734849433111
522,1.040867,102.76,2.3782,2.3781959490494318,-0.04991907305875617,-0.03991944201662714
523,1.040867,104.858,2.3762,2.3762826201816285,-0.049959266764137054,-0.03972623272488909
524,1.040867,106.955,2.3745,2.3744185484295137,-0.04999848801179492,-0.03953769799266545
525,1.040867,109.052,2.3725,2.372600676041736,-0.05003679655301093,-0.03935355059829799
526,1.040867,111.149,2.3706,2.370827002086353,-0.0500742303104208,-0.03917360824942228
527,1.040867,113.246,2.3689,2.369095647983364,-0.05011082495959664,-0.03899769945520522
528,1.040867,115.343,2.3674,2.3674048479206444,-0.05014661410062972,-0.038825662701554686
529,1.040867,117.441,2.3658,2.3657521614563883,-0.05018164593181755,-0.03865726630147292
530,1.040867,119.538,2.364,2.3641375979863968,-0.05021591697105594,-0.03849252699327449
531,1.040867,121.635,2.3626,2.3625588842535064,-0.050249472349616145,-0.038331227833015895
532,1.040867,123.732,2.3608,2.3610146264666843,-0.05028233878682061,-0.038173240382143814
533,1.040867,125.829,2.3595,2.359503507486136,-0.050314541577062735,-0.03801844305167355
534,1.040867,127.926,2.3579,2.3580242814132757,-0.05034610468789728,-0.03786672063067244
535,1.040867,130.023,2.3565,2.3565757686441122,-0.05037705084990421,-0.03771796385428893
536,1.040867,132.121,2.3552,2.3551561815872,-0.050407415973844204,-0.03757200010114922
537,1.040867,134.218,2.3537,2.353765812882831,-0.0504371916181562,-0.037428869949448884
538,1.040867,136.315,2.3524,2.3524029725161273,-0.050466411884209035,-0.03728840947547752
539,1.040867,138.412,2.3512,2.3510667043677764,-0.050495095314856554,-0.03715052954459009
540,1.040867,140.509,2.3497,2.349756099376077,-0.05052325956730538,-0.037015145279407205
541,1.040867,142.606,2.3485,2.3484702925593943,-0.05055092146780226,-0.03688217579693512
542,1.040867,144.703,2.3471,2.3472084602676526,-0.050578097062200934,-0.03675154396549353
543,1.040867,146.801,2.346,2.345969232380012,-0.05060481428743909,-0.03662311549350882
544,1.040867,148.898,2.3449,2.344753041532014,-0.05063106230201072,-0.03649694249560138
545,1.040867,150.995,2.3433,2.3435585774468217,-0.050656867923469,-0.03637289606102746
546,1.040867,153.092,2.3423,2.342385158231357,-0.05068224451109284,-0.03625091197234813
547,1.040867,155.189,2.3413,2.3412321323629532,-0.05070720484637198,-0.03613092878953064
548,1.040867,157.286,2.3401,2.3400988769479256,-0.050731761165354536,-0.03601288769445482
549,1.040867,159.384,2.339,2.3389842693104237,-0.05075593662014522,-0.03589667739601904
550,1.040867,161.481,2.3378,2.337888801388892,-0.050779719402440776,-0.03578235465619346
551,1.040867,163.578,2.3368,2.3368113911088364,-0.05080313190030462,-0.03566981185658774
552,1.040867,165.675,2.3357,2.3357515149760077,-0.05082618444961427,-0.035558999313114424
553,1.040867,167.772,2.3348,2.3347086710550027,-0.05084888697269061,-0.03544986932963365
554,1.040867,169.869,2.3337,2.333682377825071,-0.05087124899973659,-0.03534237609489856
555,1.040867,171.966,2.3327,2.3326721731099256,-0.050893279688916694,-0.035236475586033954
556,1.040867,174.064,2.3316,2.3316771424618987,-0.050914998121604854,-0.035132076079753674
557,1.040867,176.161,2.3306,2.3306978078375615,-0.0509363920665388,-0.035029236371172424
558,1.040867,178.258,2.3297,2.3297332813675973,-0.050957480102163125,-0.034927867154562184
559,1.040867,180.355,2.3288,2.328783168852032,-0.05097827007533637,-0.03482793071043513
560,1.040867,182.452,2.3278,2.327847091013345,-0.05099876954416159,-0.03472939070733774
561,1.040867,184.549,2.3269,2.326924682767756,-0.051018985791765475,-0.03463221213561525
562,1.040867,186.647,2.3262,2.3260151621431233,-0.051038935283316815,-0.03453631584795919
563,1.040867,188.744,2.3252,2.3251190573318,-0.051058605775168825,-0.0344417606990161
564,1.040867,190.841,2.3242,2.3242356052177584,-0.05107801337442891,-0.03434846926266194
565,1.040867,192.938,2.3235,2.3233644910344093,-0.0510971643867128,-0.03425641122809228
566,1.040867,195.035,2.3225,2.322505411158881,-0.05111606490053304,-0.034165557328107464
567,1.040867,197.132,2.3215,2.3216580726027023,-0.051134720796998365,-0.03407587929248851
568,1.040867,199.229,2.3207,2.3208221925309025,-0.051153137758982274,-0.033987349803924115
569,1.040867,201.327,2.3198,2.3199971071599963,-0.051171329896166684,-0.03389990103782275
570,1.040867,203.424,2.3191,2.3191833390657366,-0.05118928518021383,-0.03381359081385034
571,1.040867,205.521,2.3184,2.318380237331393,-0.051207017475825255,-0.03372835248502482
572,1.040867,207.618,2.3178,2.317587555436792,-0.05122453175507411,-0.033644162150819265
573,1.040867,209.715,2.3168,2.316805054976169,-0.051241832830797966,-0.03356099667614517
574,1.040867,211.812,2.316,2.3160325053131054,-0.05125892536322028,-0.0334788336595228
575,1.040867,213.91,2.3153,2.3152693217709888,-0.05127582187191408,-0.03339761291994081
576,1.040867,216.007,2.3143,2.3145160157376363,-0.051292510624862245,-0.033317390852665614
577,1.040867,218.104,2.3138,2.313772011922185,-0.05130900396275912,-0.0332381081365474
578,1.040867,220.201,2.3131,2.313037107660505,-0.05132530599507409,-0.033159745017556044
579,1.040867,222.298,2.3122,2.3123111065804154,-0.05134142070709632,-0.0330822823385899
580,1.040867,224.395,2.3117,2.3115938183491758,-0.0513573519648095,-0.033005701516043366
581,1.040867,226.492,2.3109,2.310885058433361,-0.05137310351953188,-0.03292998451750233
582,1.040867,228.59,2.3101,2.310184315828328,-0.051388686398414,-0.03285507833596165
583,1.040867,230.687,2.3096,2.309492084867274,-0.05140408928288628,-0.03278103737926427
584,1.040867,232.784,2.309,2.3088078611079617,-0.05141932307509812,-0.03270780924127993
585,1.040867,234.881,2.3081,2.3081314810389273,-0.05143439110981665,-0.03263537789193643
586,1.040867,236.978,2.3075,2.307462785909631,-0.05144929662726356,-0.0325637277556373
587,1.040867,239.075,2.3068,2.306801621551158,-0.05146404277659891,-0.0324928436945151
588,1.040867,241.172,2.3061,2.3061478382051845,-0.05147863261924751,-0.03242271099244163
589,1.040867,243.27,2.3056,2.3055009837437286,-0.0514930759803279,-0.03235328242052435
590,1.040867,245.367,2.3048,2.304861533331229,-0.051507361987621764,-0.03228461024101629
591,1.040867,247.464,2.3042,2.3042290394593845,-0.05152150037849096,-0.03221664764686708
592,1.040867,249.561,2.3036,2.303603368453638,-0.051535493893781315,-0.032149381462957025
593,1.040867,251.658,2.303,2.302984390303866,-0.05154934520115112,-0.0320827988659756
594,1.040867,253.755,2.3024,2.3023719785343864,-0.0515630568976122,-0.03201688737220642
595,1.040867,255.853,2.3019,2.301765722628253,-0.05157663795300596,-0.031951603864034735
596,1.040867,257.95,2.3011,2.3011660807011167,-0.051590077884541855,-0.03188699873175215
597,1.040867,260.047,2.3005,2.3005726456619735,-0.0516033855972744,-0.03182302916917162
598,1.040867,262.144,2.2999,2.2999853039830054,-0.051616563428926045,-0.031759683938968726
599,1.040867,264.241,2.2994,2.2994039450999133,-0.05162961365775949,-0.03169695208963969
600,1.040867,266.338,2.2989,2.2988284613117735,-0.05164253850454471,-0.031634822946045395
601,1.040867,268.435,2.2983,2.2982587476850274,-0.05165534013444624,-0.03157328610033964
602,1.040867,270.533,2.2976,2.2976944343200816,-0.051668026677257714,-0.031512302472978565
603,1.040867,272.63,2.2972,2.297135959460289,-0.051680588099160284,-0.03145192029606752
604,1.040867,274.727,2.2967,2.296582955617565,-0.051693032484738936,-0.03139210070737861
605,1.040867,276.824,2.2961,2.2960353280448933,-0.051705361794117534,-0.031332834284686716
606,1.040867,278.921,2.2957,2.295492984337999,-0.051717577940179865,-0.031274111832847395
607,1.040867,281.018,2.2949,2.2949558343603225,-0.0517296827900511,-0.031215924376675964
608,1.040867,283.116,2.2943,2.294423537658362,-0.05174168386094785,-0.031158235781258203
609,1.040867,285.213,2.2937,2.2938965158164537,-0.051753571492906755,-0.031101092481593304
610,1.040867,287.31,2.2935,2.2933744301540138,-0.05176535317029063,-0.031044458500693747
611,1.040867,289.407,2.2929,2.2928571989128934,-0.051777030590881845,-0.03098832567739773
612,1.040867,291.504,2.2923,2.2923447422690244,-0.05178860541330574,-0.030932686038769672
613,1.040867,293.601,2.2919,2.291836982273146,-0.05180007925820597,-0.030877531794450127
614,1.040867,295.698,2.2912,2.2913338427937546,-0.051811453709376565,-0.030822855331214014
615,1.040867,297.796,2.2911,2.2908350127699766,-0.05182273566924786,-0.030768623469396527
616,1.040867,299.893,2.2904,2.2903408950437054,-0.05183391589677357,-0.030714880630281705
624,1.416184,0.134,4.1816,4.181156438070431,-0.02557140267312098,-0.14571542204335108
625,1.416184,0.268,3.7976,3.797288048791489,-0.028156419408645748,-0.13215289494919116
626,1.416184,0.537,3.4805,3.4803405621699453,-0.030720566854684266,-0.11869986049397757
627,1.416184,1.074,3.22,3.2200536289066637,-0.0332038056625517,-0.1056713206202755
628,1.416184,2.097,3.0125,3.0124228376012616,-0.03549237297721064,-0.09366414256787897
629,1.416184,4.194,2.8347,2.834648238442043,-0.037718272576908754,-0.08198575642247671
630,1.416184,6.291,2.7458,2.7455678645885926,-0.038942047762214854,-0.07556510781321145
631,1.416184,8.389,2.6879,2.688199487809613,-0.039773102927093296,-0.07120490076483531
632,1.416184,10.486,2.6471,2.6467976298018154,-0.040395243562771715,-0.06794078293077664
633,1.416184,12.583,2.6148,2.6148367321963044,-0.04088899073534375,-0.06535029316193045
634,1.416184,14.68,2.589,2.5890574114356855,-0.04129612361817924,-0.06321423319817984
635,1.416184,16.777,2.5674,2.567607639055665,-0.041641111083675686,-0.06140422485910757
636,1.416184,18.874,2.5491,2.5493414872223674,-0.041939471605941525,-0.05983884904878943
637,1.416184,20.972,2.5336,2.533497162992732,-0.042201758296390855,-0.058462737901511144
638,1.416184,23.069,2.5196,2.5195681513194583,-0.04243506366804165,-0.05723867989803955
639,1.416184,25.166,2.507,2.5071722311201343,-0.04264487042018778,-0.056137909554306385
640,1.416184,27.263,2.4958,2.4960325212149868,-0.042835193054763174,-0.055139364418181125
641,1.416184,29.36,2.4859,2.485938820496894,-0.04300911753566013,-0.05422685369742414
642,1.416184,31.457,2.4769,2.476728081560231,-0.04316906474846342,-0.053387675994058234
643,1.416184,33.554,2.4682,2.468271488259973,-0.043316967126895714,-0.05261169261754386
644,1.416184,35.652,2.4602,2.4604620588916717,-0.04345445382131721,-0.0518903560812837
645,1.416184,37.749,2.4532,2.4532230502361947,-0.04358267989815163,-0.05121760622347998
646,1.416184,39.846,2.4464,2.446481259953578,-0.04370278107882992,-0.05058748437761139
647,1.416184,41.943,2.4398,2.4401789419248687,-0.04381565346714771,-0.049995289053029926
648,1.416184,44.04,2.4342,2.434267531822849,-0.04392205602691005,-0.04943703827661026
649,1.416184,46.137,2.4287,2.428705829915613,-0.04402263691232056,-0.048909331447951045
650,1.416184,48.234,2.4235,2.423458607988475,-0.044117953805679226,-0.0484092426357811
651,1.416184,50.332,2.4187,2.4184932243253208,-0.044208531924681244,-0.04793401623735177
652,1.416184,52.429,2.4139,2.413788104361824,-0.04429470620225757,-0.047481894996360574
653,1.416184,54.526,2.4093,2.409317884259685,-0.044376890079850996,-0.04705070975440594
654,1.416184,56.623,2.4049,2.405062456613368,-0.044455408891029516,-0.04663875361912246
655,1.416184,58.72,2.4013,2.4010041007412783,-0.04453055073258796,-0.04624451506428599
656,1.416184,60.817,2.3971,2.397127125894362,-0.044602571871243744,-0.04586664956308914
657,1.416184,62.915,2.3934,2.3934158469721756,-0.04467173351946733,-0.045503786640378206
658,1.416184,65.012,2.3898,2.389861337299299,-0.044738175076732965,-0.04515519492404237
659,1.416184,67.109,2.3865,2.3864506215541668,-0.044802114886241085,-0.04481972885648008
660,1.416184,69.206,2.3831,2.3831736546357596,-0.04486371973323631,-0.04449651338362756
661,1.416184,71.303,2.3799,2.3800213710001916,-0.044923140699480134,-0.04418475584118383
