dataset,role,scale_label,total_scale_tokens,log10_scale,index,original_mixture_sum,p_train_the_pile_arxiv,tokens_train_the_pile_arxiv,p_train_the_pile_freelaw,tokens_train_the_pile_freelaw,p_train_the_pile_nih_exporter,tokens_train_the_pile_nih_exporter,p_train_the_pile_pubmed_central,tokens_train_the_pile_pubmed_central,p_train_the_pile_wikipedia_en,tokens_train_the_pile_wikipedia_en,p_train_the_pile_dm_mathematics,tokens_train_the_pile_dm_mathematics,p_train_the_pile_github,tokens_train_the_pile_github,p_train_the_pile_philpapers,tokens_train_the_pile_philpapers,p_train_the_pile_stackexchange,tokens_train_the_pile_stackexchange,p_train_the_pile_enron_emails,tokens_train_the_pile_enron_emails,p_train_the_pile_gutenberg_pg_19,tokens_train_the_pile_gutenberg_pg_19,p_train_the_pile_pile_cc,tokens_train_the_pile_pile_cc,p_train_the_pile_ubuntu_irc,tokens_train_the_pile_ubuntu_irc,p_train_the_pile_europarl,tokens_train_the_pile_europarl,p_train_the_pile_hackernews,tokens_train_the_pile_hackernews,p_train_the_pile_pubmed_abstracts,tokens_train_the_pile_pubmed_abstracts,p_train_the_pile_uspto_backgrounds,tokens_train_the_pile_uspto_backgrounds
A4_A5_train_1m,fit,1M,1000000,6.0,234,1.0010000000000001,0.09190809190809189,91908.0919080919,0.0,0.0,0.0,0.0,0.000999000999000999,999.000999000999,0.03896103896103895,38961.038961038954,0.005994005994005993,5994.005994005993,0.31068931068931066,310689.31068931066,0.0,0.0,0.021978021978021973,21978.021978021974,0.0,0.0,0.023976023976023973,23976.02397602397,0.13486513486513485,134865.13486513484,0.003996003996003996,3996.003996003996,0.0,0.0,0.001998001998001998,1998.001998001998,0.3646353646353646,364635.3646353646,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,235,1.0,0.0,0.0,0.175,175000.0,0.014,14000.0,0.62,620000.0,0.0,0.0,0.079,79000.0,0.001,1000.0,0.0,0.0,0.001,1000.0,0.002,2000.0,0.0,0.0,0.036,36000.0,0.002,2000.0,0.0,0.0,0.07,70000.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,236,1.001,0.19080919080919084,190809.19080919086,0.04495504495504496,44955.044955044956,0.0,0.0,0.006993006993006994,6993.006993006994,0.06093906093906094,60939.060939060946,0.17582417582417584,175824.17582417585,0.4335664335664336,433566.4335664336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08691308691308691,86913.08691308691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,237,1.0,0.819,819000.0,0.0,0.0,0.0,0.0,0.062,62000.0,0.001,1000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,32000.0,0.006,6000.0,0.0,0.0,0.067,67000.0,0.009,9000.0,0.0,0.0,0.003,3000.0
A4_A5_train_1m,fit,1M,1000000,6.0,238,0.999,0.004004004004004004,4004.004004004004,0.003003003003003003,3003.003003003003,0.0,0.0,0.9449449449449449,944944.9449449448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012012012012012012,12012.012012012012,0.03303303303303304,33033.03303303304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,3003.003003003003,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,239,0.999,0.34134134134134136,341341.3413413414,0.024024024024024024,24024.024024024024,0.0,0.0,0.01701701701701702,17017.01701701702,0.001001001001001001,1001.001001001001,0.05005005005005005,50050.05005005006,0.004004004004004004,4004.004004004004,0.0,0.0,0.11211211211211211,112112.11211211211,0.0,0.0,0.008008008008008008,8008.008008008008,0.0,0.0,0.0,0.0,0.0,0.0,0.001001001001001001,1001.001001001001,0.4164164164164164,416416.4164164164,0.025025025025025027,25025.02502502503
A4_A5_train_1m,fit,1M,1000000,6.0,240,1.0000000000000002,0.0,0.0,0.0,0.0,0.0009999999999999998,999.9999999999998,0.013999999999999997,13999.999999999996,0.0009999999999999998,999.9999999999998,0.0,0.0,0.002999999999999999,2999.999999999999,0.014999999999999996,14999.999999999996,0.0,0.0,0.008999999999999998,8999.999999999998,0.0,0.0,0.7889999999999998,788999.9999999998,0.002999999999999999,2999.999999999999,0.05099999999999998,50999.999999999985,0.0009999999999999998,999.9999999999998,0.11299999999999998,112999.99999999997,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,26000.0,0.666,666000.0,0.023,23000.0,0.003,3000.0,0.0,0.0,0.247,247000.0,0.0,0.0,0.009,9000.0,0.001,1000.0,0.007,7000.0,0.0,0.0,0.018,18000.0
A4_A5_train_1m,fit,1M,1000000,6.0,242,1.0,0.0,0.0,0.0,0.0,0.022,22000.0,0.169,169000.0,0.0,0.0,0.081,81000.0,0.002,2000.0,0.0,0.0,0.008,8000.0,0.01,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,8000.0,0.34,340000.0,0.36,360000.0
A4_A5_train_1m,fit,1M,1000000,6.0,243,0.9990000000000001,0.5335335335335335,533533.5335335335,0.006006006006006005,6006.006006006005,0.001001001001001001,1001.001001001001,0.013013013013013011,13013.013013013011,0.0,0.0,0.0,0.0,0.0,0.0,0.004004004004004004,4004.004004004004,0.08808808808808807,88088.08808808807,0.0,0.0,0.0,0.0,0.0,0.0,0.005005005005005005,5005.005005005005,0.0,0.0,0.02302302302302302,23023.023023023023,0.0,0.0,0.3263263263263263,326326.3263263263
A4_A5_train_1m,fit,1M,1000000,6.0,244,0.999,0.0960960960960961,96096.0960960961,0.0,0.0,0.0,0.0,0.22822822822822825,228228.22822822825,0.0,0.0,0.004004004004004004,4004.004004004004,0.0,0.0,0.03403403403403404,34034.03403403404,0.4034034034034034,403403.4034034034,0.0,0.0,0.0,0.0,0.07407407407407407,74074.07407407407,0.021021021021021023,21021.021021021024,0.0,0.0,0.0,0.0,0.05405405405405405,54054.05405405405,0.0850850850850851,85085.0850850851
A4_A5_train_1m,fit,1M,1000000,6.0,245,0.998,0.0,0.0,0.09018036072144288,90180.36072144288,0.0,0.0,0.02404809619238477,24048.096192384768,0.03607214428857715,36072.14428857715,0.001002004008016032,1002.004008016032,0.002004008016032064,2004.008016032064,0.0,0.0,0.08617234468937875,86172.34468937875,0.0,0.0,0.0,0.0,0.7585170340681363,758517.0340681364,0.0,0.0,0.002004008016032064,2004.008016032064,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,246,1.0,0.193,193000.0,0.16,160000.0,0.0,0.0,0.026,26000.0,0.478,478000.0,0.002,2000.0,0.017,17000.0,0.033,33000.0,0.083,83000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,7000.0,0.0,0.0,0.001,1000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,247,0.9989999999999999,0.0,0.0,0.14414414414414414,144144.14414414414,0.0,0.0,0.07207207207207207,72072.07207207207,0.20120120120120125,201201.20120120124,0.0,0.0,0.2882882882882883,288288.2882882883,0.021021021021021026,21021.021021021024,0.0020020020020020024,2002.0020020020024,0.0030030030030030034,3003.0030030030034,0.1751751751751752,175175.1751751752,0.0930930930930931,93093.0930930931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,248,1.0,0.0,0.0,0.0,0.0,0.009,9000.0,0.011,11000.0,0.0,0.0,0.0,0.0,0.293,293000.0,0.001,1000.0,0.332,332000.0,0.008,8000.0,0.149,149000.0,0.0,0.0,0.165,165000.0,0.0,0.0,0.032,32000.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,249,1.001,0.0,0.0,0.0,0.0,0.031968031968031975,31968.031968031974,0.0,0.0,0.5724275724275725,572427.5724275724,0.0009990009990009992,999.0009990009992,0.015984015984015987,15984.015984015987,0.0,0.0,0.0,0.0,0.0009990009990009992,999.0009990009992,0.02297702297702298,22977.022977022978,0.17882117882117884,178821.17882117885,0.17082917082917087,170829.17082917088,0.0,0.0,0.0009990009990009992,999.0009990009992,0.003996003996003997,3996.0039960039967,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,250,1.001,0.6793206793206794,679320.6793206794,0.0,0.0,0.0,0.0,0.1028971028971029,102897.1028971029,0.0019980019980019984,1998.0019980019983,0.2057942057942058,205794.2057942058,0.0019980019980019984,1998.0019980019983,0.0,0.0,0.0,0.0,0.0,0.0,0.0019980019980019984,1998.0019980019983,0.0,0.0,0.0,0.0,0.0009990009990009992,999.0009990009992,0.0019980019980019984,1998.0019980019983,0.0,0.0,0.0029970029970029974,2997.0029970029973
A4_A5_train_1m,fit,1M,1000000,6.0,251,1.0,0.0,0.0,0.549,549000.0,0.0,0.0,0.193,193000.0,0.0,0.0,0.032,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,226000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,252,0.9990000000000001,0.3673673673673673,367367.3673673673,0.13713713713713713,137137.13713713712,0.001001001001001001,1001.001001001001,0.014014014014014012,14014.014014014012,0.0,0.0,0.004004004004004004,4004.004004004004,0.2252252252252252,225225.2252252252,0.038038038038038034,38038.03803803804,0.0,0.0,0.004004004004004004,4004.004004004004,0.002002002002002002,2002.002002002002,0.006006006006006005,6006.006006006005,0.02302302302302302,23023.023023023023,0.0,0.0,0.001001001001001001,1001.001001001001,0.013013013013013011,13013.013013013011,0.16416416416416416,164164.16416416416
A4_A5_train_1m,fit,1M,1000000,6.0,253,0.9999999999999999,0.06300000000000001,63000.000000000015,0.0,0.0,0.004000000000000001,4000.000000000001,0.14700000000000002,147000.00000000003,0.5840000000000001,584000.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11500000000000002,115000.00000000001,0.07200000000000001,72000.00000000001,0.0,0.0,0.010000000000000002,10000.000000000002,0.005000000000000001,5000.000000000001,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,254,1.0,0.0,0.0,0.002,2000.0,0.0,0.0,0.755,755000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,98000.0,0.0,0.0,0.0,0.0,0.111,111000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,31000.0,0.003,3000.0
A4_A5_train_1m,fit,1M,1000000,6.0,255,1.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.591,591000.0,0.372,372000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,8000.0,0.0,0.0,0.017,17000.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,256,1.0000000000000002,0.06799999999999999,67999.99999999999,0.08799999999999998,87999.99999999999,0.04899999999999999,48999.999999999985,0.002999999999999999,2999.999999999999,0.08099999999999999,80999.99999999999,0.0,0.0,0.0019999999999999996,1999.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.33499999999999996,334999.99999999994,0.027999999999999994,27999.999999999993,0.023999999999999994,23999.999999999993,0.005999999999999998,5999.999999999998,0.0,0.0,0.31599999999999995,315999.99999999994,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,257,1.002,0.1287425149700599,128742.5149700599,0.0,0.0,0.021956087824351295,21956.087824351296,0.03592814371257485,35928.14371257485,0.03592814371257485,35928.14371257485,0.013972055888223553,13972.055888223553,0.47005988023952094,470059.8802395209,0.000998003992015968,998.0039920159679,0.000998003992015968,998.0039920159679,0.003992015968063872,3992.0159680638717,0.24451097804391217,244510.97804391218,0.0,0.0,0.006986027944111776,6986.027944111776,0.001996007984031936,1996.0079840319358,0.000998003992015968,998.0039920159679,0.0,0.0,0.03293413173652695,32934.13173652695
A4_A5_train_1m,fit,1M,1000000,6.0,258,1.001,0.18481518481518483,184815.18481518482,0.0,0.0,0.0,0.0,0.016983016983016987,16983.016983016987,0.0009990009990009992,999.0009990009992,0.0019980019980019984,1998.0019980019983,0.0,0.0,0.02397602397602398,23976.02397602398,0.7092907092907094,709290.7092907093,0.01098901098901099,10989.01098901099,0.0,0.0,0.0009990009990009992,999.0009990009992,0.015984015984015987,15984.015984015987,0.0,0.0,0.02397602397602398,23976.02397602398,0.009990009990009992,9990.009990009992,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,259,0.9990000000000001,0.006006006006006005,6006.006006006005,0.007007007007007006,7007.007007007006,0.0,0.0,0.20820820820820818,208208.20820820818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050050050050050046,50050.05005005005,0.004004004004004004,4004.004004004004,0.0,0.0,0.30530530530530525,305305.3053053052,0.0,0.0,0.0,0.0,0.0,0.0,0.018018018018018014,18018.018018018014,0.4014014014014014,401401.4014014014
A4_A5_train_1m,fit,1M,1000000,6.0,260,1.0,0.664,664000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,143000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,193000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,261,0.9990000000000001,0.002002002002002002,2002.002002002002,0.03603603603603603,36036.03603603603,0.0,0.0,0.035035035035035036,35035.035035035035,0.07007007007007007,70070.07007007007,0.001001001001001001,1001.001001001001,0.03403403403403403,34034.03403403403,0.0,0.0,0.03603603603603603,36036.03603603603,0.001001001001001001,1001.001001001001,0.0,0.0,0.06006006006006005,60060.06006006005,0.001001001001001001,1001.001001001001,0.004004004004004004,4004.004004004004,0.0,0.0,0.5245245245245245,524524.5245245245,0.19519519519519518,195195.19519519518
A4_A5_train_1m,fit,1M,1000000,6.0,262,1.0,0.001,1000.0,0.0,0.0,0.012,12000.0,0.002,2000.0,0.333,333000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,12000.0,0.0,0.0,0.004,4000.0,0.284,284000.0,0.0,0.0,0.062,62000.0,0.0,0.0,0.0,0.0,0.29,290000.0
A4_A5_train_1m,fit,1M,1000000,6.0,263,1.001,0.0,0.0,0.0009990009990009992,999.0009990009992,0.0,0.0,0.10889110889110891,108891.1088911089,0.6263736263736265,626373.6263736265,0.01198801198801199,11988.01198801199,0.008991008991008992,8991.008991008992,0.01098901098901099,10989.01098901099,0.01198801198801199,11988.01198801199,0.0,0.0,0.20179820179820182,201798.20179820183,0.013986013986013988,13986.013986013988,0.0,0.0,0.0,0.0,0.0029970029970029974,2997.0029970029973,0.0,0.0,0.0009990009990009992,999.0009990009992
A4_A5_train_1m,fit,1M,1000000,6.0,264,1.002,0.2924151696606786,292415.1696606786,0.0,0.0,0.0,0.0,0.1746506986027944,174650.69860279438,0.0,0.0,0.0,0.0,0.08283433133732536,82834.33133732536,0.0,0.0,0.0,0.0,0.005988023952095809,5988.023952095808,0.001996007984031936,1996.0079840319358,0.0,0.0,0.00499001996007984,4990.0199600798405,0.0,0.0,0.0,0.0,0.01896207584830339,18962.07584830339,0.4181636726546906,418163.6726546906
A4_A5_train_1m,fit,1M,1000000,6.0,265,1.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.007,7000.0,0.0,0.0,0.0,0.0,0.573,573000.0,0.0,0.0,0.383,383000.0,0.0,0.0,0.019,19000.0,0.017,17000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,266,1.0,0.171,171000.0,0.552,552000.0,0.0,0.0,0.001,1000.0,0.002,2000.0,0.001,1000.0,0.0,0.0,0.0,0.0,0.222,222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,46000.0,0.0,0.0,0.005,5000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,267,1.0,0.094,94000.0,0.0,0.0,0.0,0.0,0.48,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426,426000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,268,0.9990000000000001,0.01101101101101101,11011.011011011009,0.07807807807807807,78078.07807807806,0.0,0.0,0.15815815815815815,158158.15815815816,0.002002002002002002,2002.002002002002,0.0,0.0,0.014014014014014012,14014.014014014012,0.005005005005005005,5005.005005005005,0.08808808808808807,88088.08808808807,0.002002002002002002,2002.002002002002,0.008008008008008008,8008.008008008008,0.5535535535535535,553553.5535535535,0.0,0.0,0.001001001001001001,1001.001001001001,0.008008008008008008,8008.008008008008,0.04204204204204204,42042.04204204204,0.029029029029029027,29029.02902902903
A4_A5_train_1m,fit,1M,1000000,6.0,269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,117000.0,0.0,0.0,0.047,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793,793000.0,0.0,0.0,0.043,43000.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,270,1.0,0.033,33000.0,0.101,101000.0,0.0,0.0,0.057,57000.0,0.042,42000.0,0.015,15000.0,0.006,6000.0,0.0,0.0,0.093,93000.0,0.0,0.0,0.022,22000.0,0.372,372000.0,0.007,7000.0,0.069,69000.0,0.007,7000.0,0.0,0.0,0.176,176000.0
A4_A5_train_1m,fit,1M,1000000,6.0,271,1.0,0.005,5000.0,0.0,0.0,0.0,0.0,0.109,109000.0,0.0,0.0,0.027,27000.0,0.0,0.0,0.0,0.0,0.794,794000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,54000.0,0.0,0.0,0.0,0.0,0.01,10000.0,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,272,1.0,0.039,39000.0,0.0,0.0,0.0,0.0,0.011,11000.0,0.0,0.0,0.009,9000.0,0.153,153000.0,0.0,0.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.0,0.0,0.142,142000.0,0.0,0.0,0.001,1000.0,0.459,459000.0,0.182,182000.0
A4_A5_train_1m,fit,1M,1000000,6.0,273,1.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.0,0.0,0.001,1000.0,0.001,1000.0,0.0,0.0,0.0,0.0,0.396,396000.0,0.0,0.0,0.0,0.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.023,23000.0,0.569,569000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,274,1.0,0.152,152000.0,0.572,572000.0,0.002,2000.0,0.001,1000.0,0.0,0.0,0.115,115000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,157000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,275,0.9990000000000001,0.48948948948948945,489489.48948948947,0.0,0.0,0.018018018018018014,18018.018018018014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02402402402402402,24024.02402402402,0.0,0.0,0.0,0.0,0.42642642642642636,426426.4264264264,0.0,0.0,0.0,0.0,0.04204204204204204,42042.04204204204,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,276,1.0,0.0,0.0,0.014,14000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,970000.0,0.0,0.0,0.008,8000.0,0.005,5000.0,0.0,0.0,0.0,0.0,0.002,2000.0,0.001,1000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.798,798000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,172000.0,0.026,26000.0
A4_A5_train_1m,fit,1M,1000000,6.0,278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,16000.0,0.0,0.0,0.978,978000.0,0.0,0.0,0.0,0.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,279,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,11000.0,0.031,31000.0,0.0,0.0,0.013,13000.0,0.046,46000.0,0.887,887000.0,0.0,0.0,0.012,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,280,0.998,0.0,0.0,0.03507014028056112,35070.14028056112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4759519038076152,475951.9038076152,0.0,0.0,0.0,0.0,0.08617234468937875,86172.34468937875,0.4028056112224449,402805.6112224449,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,281,1.0,0.311,311000.0,0.01,10000.0,0.004,4000.0,0.257,257000.0,0.0,0.0,0.0,0.0,0.038,38000.0,0.006,6000.0,0.161,161000.0,0.0,0.0,0.059,59000.0,0.029,29000.0,0.088,88000.0,0.006,6000.0,0.0,0.0,0.0,0.0,0.031,31000.0
A4_A5_train_1m,fit,1M,1000000,6.0,282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,437000.0,0.01,10000.0,0.0,0.0,0.042,42000.0,0.041,41000.0,0.0,0.0,0.059,59000.0,0.0,0.0,0.001,1000.0,0.0,0.0,0.018,18000.0,0.007,7000.0,0.385,385000.0
A4_A5_train_1m,fit,1M,1000000,6.0,283,1.001,0.6403596403596404,640359.6403596405,0.0,0.0,0.0,0.0,0.0,0.0,0.06893106893106894,68931.06893106895,0.0,0.0,0.0,0.0,0.028971028971028975,28971.028971028976,0.0009990009990009992,999.0009990009992,0.02397602397602398,23976.02397602398,0.23576423576423577,235764.23576423578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009990009990009992,999.0009990009992
A4_A5_train_1m,fit,1M,1000000,6.0,284,1.002,0.000998003992015968,998.0039920159679,0.4600798403193613,460079.8403193613,0.0029940119760479044,2994.011976047904,0.0,0.0,0.03992015968063872,39920.159680638724,0.0,0.0,0.23952095808383234,239520.95808383235,0.04890219560878244,48902.19560878244,0.000998003992015968,998.0039920159679,0.0,0.0,0.0,0.0,0.0,0.0,0.010978043912175647,10978.043912175648,0.0,0.0,0.000998003992015968,998.0039920159679,0.028942115768463075,28942.115768463074,0.16566866267465072,165668.66267465072
A4_A5_train_1m,fit,1M,1000000,6.0,285,0.999,0.48648648648648646,486486.48648648645,0.0,0.0,0.0,0.0,0.007007007007007007,7007.007007007007,0.40640640640640646,406406.4064064065,0.0,0.0,0.0,0.0,0.01701701701701702,17017.01701701702,0.0,0.0,0.0,0.0,0.0,0.0,0.005005005005005005,5005.005005005005,0.06106106106106106,61061.06106106106,0.0,0.0,0.0,0.0,0.01701701701701702,17017.01701701702,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,286,1.0010000000000001,0.0,0.0,0.0,0.0,0.020979020979020976,20979.020979020977,0.7932067932067931,793206.7932067931,0.004995004995004994,4995.004995004994,0.0,0.0,0.07492507492507491,74925.0749250749,0.0,0.0,0.0,0.0,0.0,0.0,0.000999000999000999,999.000999000999,0.00899100899100899,8991.00899100899,0.001998001998001998,1998.001998001998,0.0,0.0,0.0,0.0,0.013986013986013984,13986.013986013984,0.0799200799200799,79920.07992007991
A4_A5_train_1m,fit,1M,1000000,6.0,287,1.0000000000000002,0.051999999999999984,51999.999999999985,0.5439999999999999,543999.9999999999,0.0,0.0,0.0009999999999999998,999.9999999999998,0.0,0.0,0.014999999999999996,14999.999999999996,0.0009999999999999998,999.9999999999998,0.0,0.0,0.0019999999999999996,1999.9999999999995,0.0,0.0,0.023999999999999994,23999.999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999998,6999.999999999998,0.24299999999999994,242999.99999999994,0.11099999999999997,110999.99999999997
A4_A5_train_1m,fit,1M,1000000,6.0,288,1.001,0.0,0.0,0.1318681318681319,131868.1318681319,0.05794205794205795,57942.05794205795,0.0,0.0,0.09490509490509491,94905.09490509491,0.0019980019980019984,1998.0019980019983,0.012987012987012988,12987.012987012988,0.0009990009990009992,999.0009990009992,0.0,0.0,0.008991008991008992,8991.008991008992,0.02397602397602398,23976.02397602398,0.04895104895104896,48951.04895104896,0.009990009990009992,9990.009990009992,0.03096903096903097,30969.030969030973,0.0009990009990009992,999.0009990009992,0.5754245754245755,575424.5754245755,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,289,1.001,0.0,0.0,0.0,0.0,0.0009990009990009992,999.0009990009992,0.014985014985014986,14985.014985014986,0.2267732267732268,226773.2267732268,0.0,0.0,0.12187812187812189,121878.12187812189,0.0,0.0,0.0,0.0,0.005994005994005995,5994.005994005995,0.0,0.0,0.06093906093906094,60939.060939060946,0.0,0.0,0.04295704295704296,42957.04295704296,0.0,0.0,0.2317682317682318,231768.2317682318,0.2937062937062937,293706.2937062937
A4_A5_train_1m,fit,1M,1000000,6.0,290,1.0,0.021,21000.0,0.007,7000.0,0.0,0.0,0.66,660000.0,0.0,0.0,0.186,186000.0,0.006,6000.0,0.001,1000.0,0.0,0.0,0.004,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,98000.0,0.017,17000.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,291,1.001,0.0,0.0,0.0,0.0,0.0029970029970029974,2997.0029970029973,0.0,0.0,0.0,0.0,0.0029970029970029974,2997.0029970029973,0.0019980019980019984,1998.0019980019983,0.0,0.0,0.0,0.0,0.003996003996003997,3996.0039960039967,0.0,0.0,0.9880119880119881,988011.9880119881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,292,1.0,0.001,1000.0,0.0,0.0,0.04,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954,954000.0,0.002,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,293,0.9989999999999999,0.0,0.0,0.0,0.0,0.004004004004004005,4004.004004004005,0.0890890890890891,89089.08908908909,0.029029029029029034,29029.029029029032,0.004004004004004005,4004.004004004005,0.036036036036036036,36036.036036036036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5915915915915916,591591.5915915916,0.0,0.0,0.11711711711711714,117117.11711711714,0.0030030030030030034,3003.0030030030034,0.06306306306306307,63063.06306306307,0.06306306306306307,63063.06306306307
A4_A5_train_1m,fit,1M,1000000,6.0,294,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.8858858858858859,885885.8858858859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007007007007007007,7007.007007007007,0.0,0.0,0.0,0.0,0.0,0.0,0.10710710710710711,107107.1071071071,0.0,0.0
