dataset,role,scale_label,total_scale_tokens,log10_scale,index,domain,proportion,expected_tokens
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_stackexchange,0.03096903096903097,30969.030969030973
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_gutenberg_pg_19,0.35064935064935066,350649.3506493507
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_pile_cc,0.08291708291708293,82917.08291708292
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_ubuntu_irc,0.0009990009990009992,999.0009990009992
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_europarl,0.0009990009990009992,999.0009990009992
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,396,train_the_pile_uspto_backgrounds,0.1368631368631369,136863.1368631369
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_arxiv,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_freelaw,0.174,174000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_pubmed_central,0.215,215000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_wikipedia_en,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_github,0.091,91000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_philpapers,0.035,35000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_stackexchange,0.13,130000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_gutenberg_pg_19,0.282,282000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_pile_cc,0.03,30000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_ubuntu_irc,0.003,3000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_europarl,0.038,38000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_hackernews,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_pubmed_abstracts,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,397,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_arxiv,0.41182364729458915,411823.64729458914
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_freelaw,0.06412825651302605,64128.25651302605
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_nih_exporter,0.018036072144288574,18036.072144288573
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_pubmed_central,0.21042084168336672,210420.8416833667
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_wikipedia_en,0.0811623246492986,81162.32464929859
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_github,0.001002004008016032,1002.004008016032
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_philpapers,0.021042084168336674,21042.084168336674
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_stackexchange,0.01503006012024048,15030.06012024048
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_pile_cc,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_europarl,0.00501002004008016,5010.0200400801605
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_hackernews,0.01503006012024048,15030.06012024048
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_pubmed_abstracts,0.013026052104208416,13026.052104208416
A4_A5_train_1m,fit,1M,1000000,6.0,398,train_the_pile_uspto_backgrounds,0.14228456913827653,142284.56913827654
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_arxiv,0.3696303696303696,369630.3696303696
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_freelaw,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_pubmed_central,0.12887112887112886,128871.12887112887
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_wikipedia_en,0.42557442557442554,425574.42557442555
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_github,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_stackexchange,0.004995004995004994,4995.004995004994
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_enron_emails,0.0029970029970029966,2997.0029970029964
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_gutenberg_pg_19,0.015984015984015984,15984.015984015983
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_pile_cc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_pubmed_abstracts,0.05194805194805194,51948.051948051936
A4_A5_train_1m,fit,1M,1000000,6.0,399,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_arxiv,0.029,29000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_freelaw,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_nih_exporter,0.006,6000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_pubmed_central,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_wikipedia_en,0.058,58000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_dm_mathematics,0.039,39000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_github,0.304,304000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_stackexchange,0.014,14000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_enron_emails,0.02,20000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_pile_cc,0.148,148000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_ubuntu_irc,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_pubmed_abstracts,0.322,322000.0
A4_A5_train_1m,fit,1M,1000000,6.0,400,train_the_pile_uspto_backgrounds,0.058,58000.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_arxiv,0.09609609609609608,96096.09609609608
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_freelaw,0.07407407407407406,74074.07407407406
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_pubmed_central,0.13913913913913914,139139.13913913915
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_wikipedia_en,0.30030030030030025,300300.30030030024
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_dm_mathematics,0.005005005005005005,5005.005005005005
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_github,0.015015015015015013,15015.015015015013
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_enron_emails,0.005005005005005005,5005.005005005005
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_pile_cc,0.013013013013013011,13013.013013013011
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_ubuntu_irc,0.03203203203203203,32032.03203203203
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_europarl,0.015015015015015013,15015.015015015013
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_pubmed_abstracts,0.15215215215215214,152152.15215215215
A4_A5_train_1m,fit,1M,1000000,6.0,401,train_the_pile_uspto_backgrounds,0.15315315315315314,153153.15315315314
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_arxiv,0.503006012024048,503006.012024048
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_freelaw,0.2384769539078156,238476.9539078156
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_nih_exporter,0.01603206412825651,16032.064128256512
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_pubmed_central,0.1593186372745491,159318.63727454908
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_wikipedia_en,0.018036072144288574,18036.072144288573
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_github,0.03406813627254509,34068.13627254509
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_philpapers,0.019038076152304607,19038.076152304606
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_gutenberg_pg_19,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_pile_cc,0.0060120240480961915,6012.024048096191
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_ubuntu_irc,0.004008016032064128,4008.016032064128
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,402,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_arxiv,0.34669338677354705,346693.38677354704
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_freelaw,0.14529058116232463,145290.58116232464
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_nih_exporter,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_pubmed_central,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_wikipedia_en,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_dm_mathematics,0.001002004008016032,1002.004008016032
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_github,0.019038076152304607,19038.076152304606
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_philpapers,0.027054108216432865,27054.108216432865
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_stackexchange,0.0531062124248497,53106.2124248497
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_enron_emails,0.00501002004008016,5010.0200400801605
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_gutenberg_pg_19,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_pile_cc,0.11823647294589178,118236.47294589177
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_ubuntu_irc,0.09819639278557114,98196.39278557114
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_europarl,0.001002004008016032,1002.004008016032
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_hackernews,0.006012024048096192,6012.024048096192
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_pubmed_abstracts,0.17334669338677353,173346.69338677352
A4_A5_train_1m,fit,1M,1000000,6.0,403,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_arxiv,0.092,92000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_freelaw,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_pubmed_central,0.304,304000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_wikipedia_en,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_dm_mathematics,0.01,10000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_github,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_philpapers,0.02,20000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_stackexchange,0.498,498000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_gutenberg_pg_19,0.028,28000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_pile_cc,0.028,28000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_ubuntu_irc,0.002,2000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_europarl,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_hackernews,0.016,16000.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,404,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_arxiv,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_freelaw,0.16116116116116116,161161.16116116117
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_pubmed_central,0.11111111111111112,111111.11111111112
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_wikipedia_en,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_dm_mathematics,0.056056056056056056,56056.056056056055
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_github,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_pile_cc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_ubuntu_irc,0.03203203203203203,32032.03203203203
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_hackernews,0.007007007007007007,7007.007007007007
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,405,train_the_pile_uspto_backgrounds,0.6326326326326326,632632.6326326326
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_arxiv,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_freelaw,0.11588411588411587,115884.11588411588
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_pubmed_central,0.5284715284715285,528471.5284715284
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_wikipedia_en,0.29970029970029965,299700.2997002996
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_dm_mathematics,0.024975024975024972,24975.02497502497
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_github,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_philpapers,0.02597402597402597,25974.025974025968
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_stackexchange,0.001998001998001998,1998.001998001998
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_gutenberg_pg_19,0.000999000999000999,999.000999000999
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_pile_cc,0.001998001998001998,1998.001998001998
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,406,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_arxiv,0.06913827655310621,69138.27655310622
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_freelaw,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_nih_exporter,0.012024048096192385,12024.048096192384
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_pubmed_central,0.62625250501002,626252.5050100201
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_wikipedia_en,0.06312625250501001,63126.252505010016
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_dm_mathematics,0.022044088176352703,22044.088176352703
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_github,0.04809619238476954,48096.192384769536
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_stackexchange,0.1533066132264529,153306.6132264529
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_enron_emails,0.001002004008016032,1002.004008016032
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_pile_cc,0.001002004008016032,1002.004008016032
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_hackernews,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_pubmed_abstracts,0.002004008016032064,2004.008016032064
A4_A5_train_1m,fit,1M,1000000,6.0,407,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_arxiv,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_freelaw,0.014985014985014986,14985.014985014986
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_pubmed_central,0.01198801198801199,11988.01198801199
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_wikipedia_en,0.09090909090909091,90909.09090909091
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_github,0.8741258741258742,874125.8741258741
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_enron_emails,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_gutenberg_pg_19,0.0019980019980019984,1998.0019980019983
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_pile_cc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_hackernews,0.005994005994005995,5994.005994005995
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,408,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_arxiv,0.031,31000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_freelaw,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_nih_exporter,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_pubmed_central,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_wikipedia_en,0.412,412000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_dm_mathematics,0.004,4000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_github,0.125,125000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_enron_emails,0.002,2000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_gutenberg_pg_19,0.039,39000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_pile_cc,0.015,15000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_ubuntu_irc,0.097,97000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_europarl,0.027,27000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_hackernews,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_pubmed_abstracts,0.241,241000.0
A4_A5_train_1m,fit,1M,1000000,6.0,409,train_the_pile_uspto_backgrounds,0.003,3000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_arxiv,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_freelaw,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_nih_exporter,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_pubmed_central,0.001,1000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_wikipedia_en,0.571,571000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_dm_mathematics,0.025,25000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_github,0.006,6000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_philpapers,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_stackexchange,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_enron_emails,0.023,23000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_gutenberg_pg_19,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_pile_cc,0.374,374000.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_ubuntu_irc,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_europarl,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_hackernews,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_pubmed_abstracts,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,410,train_the_pile_uspto_backgrounds,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_arxiv,0.05410821643286572,54108.21643286572
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_freelaw,0.04208416833667335,42084.16833667335
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_nih_exporter,0.004008016032064128,4008.016032064128
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_pubmed_central,0.6082164328657313,608216.4328657313
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_wikipedia_en,0.0470941883767535,47094.1883767535
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_dm_mathematics,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_github,0.0,0.0
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_philpapers,0.038076152304609215,38076.15230460921
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_stackexchange,0.008016032064128256,8016.032064128256
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_enron_emails,0.00501002004008016,5010.0200400801605
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_gutenberg_pg_19,0.1192384769539078,119238.4769539078
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_pile_cc,0.013026052104208414,13026.052104208415
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_ubuntu_irc,0.01002004008016032,10020.040080160321
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_europarl,0.044088176352705406,44088.176352705406
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_hackernews,0.0030060120240480957,3006.0120240480956
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_pubmed_abstracts,0.004008016032064128,4008.016032064128
A4_A5_train_1m,fit,1M,1000000,6.0,411,train_the_pile_uspto_backgrounds,0.0,0.0
