axis,source_recipe_id,N0_B,lambda_Q,lambda_p,delta_QA,gain_quality,gain_residual,gain_total,quality_up_loss_not_improved,observed_joint_row,N_required_B,required_status,N_required_ratio,required_in_B1,N_scale_equivalent_B,scale_status,N_scale_ratio,scale_is_expansion,scale_in_B1,quality_cost_ceiling_FLOPs,quality_cost_ceiling_per_token
Q_A_topsis_0_1,320,0.1,0.5,0.5,0.0216539231212588,0.028209364252441197,0.05635263101856364,0.08456199527100483,False,False,0.07372416120126658,FINITE,0.7372416120126658,True,0.1405122926154436,FINITE,1.4051229261544358,True,True,1.5765503279240055e+19,157655032.79240054
Q_A_topsis_0_1,321,0.1,0.5,0.5,0.020043527717144904,0.02611144276769618,-0.06991098270929369,-0.04379953994159751,True,False,0.11867948565408841,FINITE,1.1867948565408841,True,0.08505845765307023,FINITE,0.8505845765307022,False,True,-1.1207691392453042e+19,-112076913.92453043
Q_A_topsis_0_1,322,0.1,0.5,0.5,-0.050613972750118696,-0.06593668895820069,-0.07431948663634813,-0.14025617559454884,False,False,0.17999151059270313,FINITE,1.7999151059270313,True,0.061285244860391004,FINITE,0.61285244860391,False,False,-4.799490635562187e+19,-479949063.55621874
Q_A_topsis_0_1,323,0.1,0.5,0.5,0.0056433865304315045,0.007351847762771971,0.15316041309922535,0.16051226086199732,False,False,0.05746112337432748,FINITE,0.5746112337432748,False,0.19802640499550475,FINITE,1.9802640499550475,True,True,2.5523325975403516e+19,255233259.75403515
Q_A_topsis_0_1,324,0.1,0.5,0.5,-0.011111947140556078,-0.014475943351534177,0.06743055111790183,0.05295460776636766,False,False,0.08231957369787364,FINITE,0.8231957369787364,True,0.12316418372317223,FINITE,1.2316418372317222,True,True,1.0608255781275818e+19,106082557.81275819
Q_A_topsis_0_1,325,0.1,0.5,0.5,0.009564145979281902,0.012459565695428606,0.08157749529389391,0.09403706098932252,False,False,0.07138314112692168,FINITE,0.7138314112692168,True,0.14634640679439126,FINITE,1.4634640679439126,True,True,1.7170115323846996e+19,171701153.23846996
Q_A_topsis_0_1,326,0.1,0.5,0.5,0.0076805902308529905,0.010005788155919067,0.15739408579653402,0.1673998739524531,False,False,0.05623380787244086,FINITE,0.5623380787244086,False,0.2047089313354601,FINITE,2.0470893133546006,True,True,2.625971527653549e+19,262597152.7653549
Q_A_topsis_0_1,327,0.1,0.5,0.5,0.010034014638840683,0.013071680927115498,-0.01593322949618839,-0.0028615485690728915,True,False,0.10109488070027398,FINITE,1.0109488070027397,True,0.09892095016138022,FINITE,0.9892095016138022,False,True,-6.569284201643821e+17,-6569284.201643822
Q_A_topsis_0_1,328,0.1,0.5,0.5,-0.01606203223867919,-0.020924601769298935,-0.1595153523065242,-0.18043995407582314,False,False,0.2182123602129021,FINITE,2.182123602129021,True,0.05400467913689574,FINITE,0.5400467913689574,False,False,-7.092741612774126e+19,-709274161.2774127
Q_A_topsis_0_1,329,0.1,0.5,0.5,0.019517381889825325,0.025426013194050533,-0.018483413438643424,0.006942599755407109,False,False,0.0974088677439797,FINITE,0.9740886774397969,True,0.10268433258939103,FINITE,1.0268433258939103,True,True,1.5546793536121871e+18,15546793.536121873
Q_A_topsis_0_1,330,0.1,0.5,0.5,0.019752681208406453,0.025732546294266894,-0.007246872023355527,0.018485674270911367,False,False,0.09329626181988286,FINITE,0.9329626181988285,True,0.10736529032691264,FINITE,1.0736529032691262,True,True,4.022242908070287e+18,40222429.08070286
Q_A_topsis_0_1,331,0.1,0.5,0.5,0.0007378370562237668,0.00096120754476731,0.03518698020575902,0.036148187750526334,False,False,0.08744193027929731,FINITE,0.8744193027929731,True,0.11509775104556355,FINITE,1.1509775104556355,True,True,7.534841832421618e+18,75348418.32421619
Q_A_topsis_0_1,332,0.1,0.5,0.5,-0.001388262274018448,-0.0018085404638414739,0.05445635007420199,0.052647809610360516,False,False,0.0824094285728306,FINITE,0.8240942857283059,True,0.1230102509129814,FINITE,1.230102509129814,True,True,1.0554342856301646e+19,105543428.56301646
Q_A_topsis_0_1,333,0.1,0.5,0.5,0.024776048002240647,0.03227667147968265,-0.08877986209808578,-0.05650319061840313,True,False,0.12496355527379426,FINITE,1.2496355527379426,True,0.08128974292894026,FINITE,0.8128974292894026,False,True,-1.497813316427655e+19,-149781331.6427655
Q_A_topsis_0_1,334,0.1,0.5,0.5,0.013830367725637616,0.018017330103785766,-0.029867171121759364,-0.011849841017973598,True,False,0.10464022037993913,FINITE,1.0464022037993912,True,0.09563139958313568,FINITE,0.9563139958313568,False,True,-2.7841322279634734e+18,-27841322.279634733
Q_A_topsis_0_1,335,0.1,0.5,0.5,-0.012022452548183571,-0.01566209232572932,-0.08201930926210213,-0.09768140158783145,False,False,0.14867676757959533,FINITE,1.4867676757959531,True,0.0705092563506566,FINITE,0.7050925635065659,False,False,-2.9206060547757195e+19,-292060605.47757196
Q_A_topsis_0_1,336,0.1,0.5,0.5,-0.00013835618205715328,-0.0001802417009782287,-0.11324833310489013,-0.11342857480586836,False,False,0.1593385068117226,FINITE,1.593385068117226,True,0.0668936683513366,FINITE,0.668936683513366,False,False,-3.5603104087033557e+19,-356031040.8703355
Q_A_topsis_0_1,337,0.1,0.5,0.5,0.03137992824752289,0.0408797898280514,-0.04613898211336254,-0.005259192285311139,True,False,0.10202466484820255,FINITE,1.0202466484820254,True,0.09802881312140922,FINITE,0.9802881312140922,False,True,-1.2147989089215273e+18,-12147989.089215271
Q_A_topsis_0_1,338,0.1,0.5,0.5,-0.011460852682293243,-0.014930475468483285,-0.09030432274543451,-0.10523479821391779,False,False,0.1536674927907867,FINITE,1.5366749279078669,True,0.06874313663640429,FINITE,0.6874313663640428,False,False,-3.2200495674472018e+19,-322004956.74472016
Q_A_topsis_0_1,339,0.1,0.5,0.5,0.019613866534465285,0.02555170729900206,0.04819899162191208,0.07375069892091414,False,False,0.07652273267213508,FINITE,0.7652273267213507,True,0.13422981787125732,FINITE,1.3422981787125732,True,True,1.4086360396718954e+19,140863603.96718955
Q_A_topsis_0_1,340,0.1,0.5,0.5,0.018493974260164303,0.024092782331348667,0.06395605485399411,0.08804883718534277,False,False,0.07285086247213793,FINITE,0.7285086247213792,True,0.14262238723153345,FINITE,1.4262238723153344,True,True,1.6289482516717246e+19,162894825.16717246
Q_A_topsis_0_1,341,0.1,0.5,0.5,-0.01784037403468175,-0.023241313212664413,0.04081799619188603,0.017576682979221617,False,False,0.09361158490237469,FINITE,0.9361158490237468,True,0.10698642614820579,FINITE,1.069864261482058,True,True,3.833049058575191e+18,38330490.58575191
Q_A_topsis_0_1,342,0.1,0.5,0.5,0.02589847583194871,0.03373889960887677,-0.010636142349651198,0.023102757259225573,False,False,0.09171640767179859,FINITE,0.9171640767179858,True,0.10931769021777202,FINITE,1.09317690217772,True,True,4.97015539692085e+18,49701553.9692085
Q_A_topsis_0_1,343,0.1,0.5,0.5,-0.030281048262027266,-0.039448238343963486,-0.09038227891525291,-0.1298305172592164,False,False,0.17156184022553003,FINITE,1.7156184022553003,True,0.06338704095745855,FINITE,0.6338704095745854,False,False,-4.293710413531802e+19,-429371041.35318017
Q_A_topsis_0_1,344,0.1,0.5,0.5,-0.06482048791259787,-0.08444404020037628,-0.06658102951341376,-0.15102506971379004,False,False,0.18929183294747365,FINITE,1.8929183294747365,True,0.059211146611719244,FINITE,0.5921114661171925,False,False,-5.357509976848418e+19,-535750997.6848418
Q_A_topsis_0_1,345,0.1,0.5,0.5,0.003778629441095971,0.004922559929762904,0.02045156517768923,0.025374125107452135,False,False,0.0909523438498971,FINITE,0.909523438498971,True,0.11029564730527916,FINITE,1.1029564730527914,True,True,5.428593690061742e+18,54285936.90061742
Q_A_topsis_0_1,346,0.1,0.5,0.5,0.01614520531662267,0.021032954405380885,0.14193981673966014,0.16297277114504102,False,False,0.057018597323851485,FINITE,0.5701859732385148,False,0.20037962247710392,FINITE,2.003796224771039,True,True,2.578884160568911e+19,257888416.0568911
Q_A_topsis_0_1,347,0.1,0.5,0.5,0.006383047116109597,0.008315430886611673,0.014772435989612087,0.02308786687622376,False,False,0.09172144496294879,FINITE,0.9172144496294878,True,0.10931131744409868,FINITE,1.0931131744409868,True,True,4.96713302223073e+18,49671330.222307295
Q_A_topsis_0_1,348,0.1,0.5,0.5,-0.0070793417171413076,-0.009222519542903599,-0.0395843775693695,-0.048806897112273095,False,False,0.12110474528753275,FINITE,1.2110474528753274,True,0.08354555794280291,FINITE,0.8354555794280291,False,True,-1.2662847172519645e+19,-126628471.72519645
Q_A_topsis_0_1,349,0.1,0.5,0.5,0.007137187798627598,0.009297877766634505,0.18237251872489874,0.19167039649153325,False,False,0.05217881816530514,FINITE,0.5217881816530514,False,0.23081526908255587,FINITE,2.3081526908255587,True,True,2.869270910081692e+19,286927091.00816923
Q_A_topsis_0_1,350,0.1,0.5,0.5,-0.006802898247951883,-0.00886238644028274,0.11508635635090939,0.10622396991062664,False,False,0.06851625655352586,FINITE,0.6851625655352586,False,0.15433760713443934,FINITE,1.5433760713443934,True,True,1.8890246067884487e+19,188902460.67884487
Q_A_topsis_0_1,351,0.1,0.5,0.5,0.01595865061180146,0.020789922711223745,-0.0033748215767882284,0.017415101134435517,False,False,0.09366778600478456,FINITE,0.9366778600478456,True,0.1069192670433304,FINITE,1.069192670433304,True,True,3.7993283971292646e+18,37993283.971292645
Q_A_topsis_0_1,352,0.1,0.5,0.5,0.008729134767998525,0.01137176579505674,0.0012052116234915755,0.012576977418548315,False,False,0.09537172749105242,FINITE,0.9537172749105242,True,0.10493427198389324,FINITE,1.0493427198389322,True,True,2.776963505368549e+18,27769635.053685486
Q_A_topsis_0_1,353,0.1,0.5,0.5,-0.01517929226103265,-0.019774623844736345,0.1307821044774539,0.11100748063271755,False,False,0.06743313570286455,FINITE,0.6743313570286454,False,0.15763405558776802,FINITE,1.5763405558776802,True,True,1.954011857828127e+19,195401185.78281274
Q_A_topsis_0_1,354,0.1,0.5,0.5,-0.004863564622565875,-0.006335945003358436,0.0860812844403855,0.07974533943702707,False,False,0.07495374586842055,FINITE,0.7495374586842054,True,0.13766569490813263,FINITE,1.3766569490813263,True,True,1.5027752478947676e+19,150277524.78947675
Q_A_topsis_0_1,355,0.1,0.5,0.5,-0.004497002609111789,-0.00585841114952838,0.12535572217597268,0.1194973110264443,False,False,0.06556661137887827,FINITE,0.6556661137887827,False,0.16372083612484684,FINITE,1.6372083612484682,True,True,2.066003317267304e+19,206600331.7267304
Q_A_topsis_0_1,356,0.1,0.5,0.5,0.007596676261150681,0.009896470332818609,0.15548638611496948,0.16538285644778808,False,False,0.056589556355353836,FINITE,0.5658955635535383,False,0.2027210833205467,FINITE,2.027210833205467,True,True,2.60462661867877e+19,260462661.86787704
Q_A_topsis_0_1,357,0.1,0.5,0.5,0.011980701054815968,0.015607701115513298,0.020949018033123348,0.036556719148636646,False,False,0.08731242266190828,FINITE,0.8731242266190827,True,0.11528530346322,FINITE,1.1528530346322,True,True,7.612546402855037e+18,76125464.02855036
Q_A_topsis_0_1,358,0.1,0.5,0.5,0.021750843114024865,0.02833562550145238,0.02954524933258612,0.057880874834038504,False,False,0.08089457885538083,FINITE,0.8089457885538083,True,0.1256716265920898,FINITE,1.256716265920898,True,True,1.1463252686771505e+19,114632526.86771505
Q_A_topsis_0_1,359,0.1,0.5,0.5,-0.002831929945101175,-0.0036892595818041767,-0.06728771868633564,-0.07097697826813981,False,False,0.13267888397904937,FINITE,1.3267888397904937,True,0.07726360782402165,FINITE,0.7726360782402165,False,True,-1.9607330387429618e+19,-196073303.87429616
Q_A_topsis_0_1,360,0.1,0.5,0.5,-0.046041547744462674,-0.05998002227109633,0.028447571498630652,-0.03153245077246568,False,False,0.11300684101658155,FINITE,1.1300684101658154,True,0.08892320113290751,FINITE,0.889232011329075,False,True,-7.804104609948928e+18,-78041046.09948929
Q_A_topsis_0_1,361,0.1,0.5,0.5,-0.07339225381029257,-0.09561079576428294,0.011741995866821744,-0.0838687998974612,False,False,0.1400977919743584,FINITE,1.4009779197435839,True,0.07389944521635868,FINITE,0.7389944521635867,False,True,-2.405867518461504e+19,-240586751.84615037
Q_A_topsis_0_1,362,0.1,0.5,0.5,-0.08343120852848185,-0.10868891231495728,-0.04115116837160136,-0.14984008068655863,False,False,0.18823736125808058,FINITE,1.8823736125808057,True,0.059434726362869325,FINITE,0.5943472636286932,False,False,-5.294241675484834e+19,-529424167.54848343
Q_A_topsis_0_1,363,0.1,0.5,0.5,0.010332914811552851,0.013461069205624598,0.03604782681795376,0.04950889602357836,False,False,0.0833363484322318,FINITE,0.8333634843223179,True,0.12145004349399796,FINITE,1.2145004349399795,True,True,9.998190940660926e+18,99981909.40660925
Q_A_topsis_0_1,364,0.1,0.5,0.5,0.0062416493340793355,0.008131226781173471,0.048848548783470364,0.056979775564643835,False,False,0.08115275102373881,FINITE,0.8115275102373881,True,0.1252078935503771,FINITE,1.252078935503771,True,True,1.1308349385756717e+19,113083493.85756716
Q_A_topsis_0_1,365,0.1,0.5,0.5,0.011895727550159108,0.015497002997151628,0.26821963640681706,0.2837166394039687,False,False,0.03992408116025522,FINITE,0.39924081160255215,False,0.3827294506040907,FINITE,3.8272945060409067,True,True,3.604555130384687e+19,360455513.0384687
Q_A_topsis_0_1,366,0.1,0.5,0.5,-0.04743292128426535,-0.0617926158956192,-0.006239491486281001,-0.0680321073819002,False,False,0.1310584181822763,FINITE,1.3105841818227628,True,0.07806075588782133,FINITE,0.7806075588782132,False,True,-1.863505090936577e+19,-186350509.0936577
Q_A_topsis_0_1,367,0.1,0.5,0.5,-0.004515285227854493,-0.0058822285912322955,0.17098934483054007,0.16510711623930777,False,False,0.05663842372733915,FINITE,0.5663842372733915,False,0.20245134331401837,FINITE,2.0245134331401835,True,True,2.6016945763596513e+19,260169457.63596517
Q_A_topsis_0_1,368,0.1,0.5,0.5,-0.008428797912781727,-0.010980505897263656,0.13169059737630257,0.12071009147903891,False,False,0.06530564984643204,FINITE,0.6530564984643203,False,0.16461590958137384,FINITE,1.6461590958137384,True,True,2.0816610092140777e+19,208166100.9214078
Q_A_topsis_0_1,369,0.1,0.5,0.5,-0.02978337881705928,-0.038799906003823735,-0.003864131107686103,-0.04266403711150984,False,False,0.1181385864925418,FINITE,1.1813858649254179,True,0.08540663098435548,FINITE,0.8540663098435548,False,True,-1.0883151895525077e+19,-108831518.95525078
Q_A_topsis_0_1,370,0.1,0.5,0.5,0.01121590712133036,0.01461137585256027,-0.018088939500196966,-0.0034775636476366955,True,False,0.10133267822196998,FINITE,1.0133267822196996,True,0.09869070258004345,FINITE,0.9869070258004344,False,True,-7.996069331819844e+17,-7996069.3318198435
Q_A_topsis_0_1,371,0.1,0.5,0.5,0.020381579690402662,0.026551835540704706,0.26134246376193804,0.28789429930264276,False,False,0.039464013016459944,FINITE,0.3946401301645994,False,0.39247751039316875,FINITE,3.924775103931687,True,True,3.6321592190124036e+19,363215921.90124035
Q_A_topsis_0_1,372,0.1,0.5,0.5,0.015253412392885135,0.01987118287407053,-0.11396178523700984,-0.09409060236293931,True,False,0.1463802881092004,FINITE,1.4638028810920038,True,0.07137019756974891,FINITE,0.713701975697489,False,True,-2.7828172865520234e+19,-278281728.6552023
Q_A_topsis_0_1,373,0.1,0.5,0.5,0.01768311746925999,0.02303644928522601,0.0034172317499563953,0.026453681035182405,False,False,0.0905921819473273,FINITE,0.9059218194732729,True,0.11076457124670169,FINITE,1.107645712467017,True,True,5.644690831603627e+18,56446908.31603627
Q_A_topsis_0_1,374,0.1,0.5,0.5,-0.028857835962930456,-0.037594167193486336,0.006293654584947836,-0.0313005126085385,False,False,0.11290312174812121,FINITE,1.129031217481212,True,0.08899851852651831,FINITE,0.8899851852651831,False,True,-7.741873048872724e+18,-77418730.48872724
Q_A_topsis_0_1,375,0.1,0.5,0.5,-0.02206639810876354,-0.028746710630849607,-0.07085587509052506,-0.09960258572137466,False,False,0.14992530171026694,FINITE,1.4992530171026692,True,0.07005433646527898,FINITE,0.7005433646527898,False,False,-2.995518102616016e+19,-299551810.2616016
Q_A_topsis_0_1,376,0.1,0.5,0.5,0.014286481936683026,0.018611526908126633,-0.04065733454224277,-0.022045807634116135,True,False,0.10886657142508357,FINITE,1.0886657142508356,True,0.0920748875678775,FINITE,0.920748875678775,False,True,-5.319942855050142e+18,-53199428.55050141
Q_A_topsis_0_1,377,0.1,0.5,0.5,0.008605256281739915,0.011210384722336523,-0.0557861474495889,-0.04457576272725238,True,False,0.11905115204053665,FINITE,1.1905115204053665,True,0.08482154223444849,FINITE,0.8482154223444849,False,True,-1.1430691224321987e+19,-114306912.24321987
Q_A_topsis_0_1,378,0.1,0.5,0.5,-0.08929368450340391,-0.11632617597714341,-0.10822187018504113,-0.22454804616218454,False,False,0.2738118370905104,FINITE,2.7381183709051036,True,0.0472871468652512,FINITE,0.47287146865251195,False,False,-1.0428710225430621e+20,-1042871022.5430622
Q_A_topsis_0_1,379,0.1,0.5,0.5,0.00892822705022489,0.011631130653688742,0.054888174682508103,0.06651930533619685,False,False,0.07847454454520013,FINITE,0.7847454454520012,True,0.13023627543378713,FINITE,1.3023627543378713,True,True,1.2915273272879925e+19,129152732.72879927
Q_A_topsis_0_1,380,0.1,0.5,0.5,-0.022894240318530934,-0.02982517120855192,0.04688547698166631,0.017060305773114393,False,False,0.09379134900681928,FINITE,0.9379134900681927,True,0.1067719996734091,FINITE,1.067719996734091,True,True,3.725190595908437e+18,37251905.95908437
Q_A_topsis_0_1,381,0.1,0.5,0.5,-0.024643700208696995,-0.032104257128011904,0.11053079791177865,0.07842654078376675,False,False,0.07529519233726131,FINITE,0.7529519233726131,True,0.13689979119775753,FINITE,1.3689979119775753,True,True,1.4822884597643215e+19,148228845.97643214
Q_A_topsis_0_1,382,0.1,0.5,0.5,0.013275044647515943,0.01729389024945554,-0.13364293390966836,-0.11634904366021281,True,False,0.16142754172735005,FINITE,1.6142754172735003,True,0.06625059778436442,FINITE,0.6625059778436441,False,False,-3.685652503641003e+19,-368565250.3641003
Q_A_topsis_0_1,383,0.1,0.5,0.5,-0.07558072390983506,-0.09846179647430953,0.023581806711028955,-0.07487998976328057,False,False,0.13486822353690323,FINITE,1.3486822353690322,True,0.07622381989473972,FINITE,0.7622381989473972,False,True,-2.0920934122141934e+19,-209209341.22141933
Q_A_topsis_0_1,384,0.1,0.5,0.5,-0.014271186011023618,-0.018591600341652345,0.2705028873172659,0.25191128697561355,False,False,0.04367389261665289,FINITE,0.4367389261665289,False,0.31817154043055,FINITE,3.1817154043055,True,True,3.3795664430008275e+19,337956644.3000827
Q_A_topsis_0_1,385,0.1,0.5,0.5,-0.0023046741102981105,-0.003002383960472417,-0.0636016936716202,-0.06660407763209263,False,False,0.13028216245813243,FINITE,1.3028216245813242,True,0.07845127960021833,FINITE,0.7845127960021833,False,True,-1.8169297474879453e+19,-181692974.74879453
Q_A_topsis_0_1,386,0.1,0.5,0.5,0.008157092399332488,0.010626545104322547,-0.07710809584032552,-0.06648155073600297,True,False,0.13021584593671737,FINITE,1.3021584593671736,True,0.07848490890931155,FINITE,0.7848490890931155,False,True,-1.8129507562030416e+19,-181295075.62030417
Q_A_topsis_0_1,387,0.1,0.5,0.5,-0.01430103413178263,-0.018630484589371634,-0.1370460029302405,-0.15567648751961213,False,False,0.19350830186900309,FINITE,1.9350830186900307,True,0.05834434633673529,FINITE,0.5834434633673529,False,False,-5.610498112140185e+19,-561049811.2140186
Q_A_topsis_0_1,388,0.1,0.5,0.5,0.006991079207974704,0.00910753671706774,0.0011357535512689365,0.010243290268336676,False,False,0.09620849294320584,FINITE,0.9620849294320584,True,0.10399444006457557,FINITE,1.0399444006457557,True,True,2.2749042340764997e+18,22749042.340764996
Q_A_topsis_0_1,389,0.1,0.5,0.5,0.005542218778719188,0.00722005280152305,0.016491090562500504,0.023711143364023555,False,False,0.09151091236786,FINITE,0.9151091236786,True,0.109578493061163,FINITE,1.09578493061163,True,True,5.093452579284e+18,50934525.79284
Q_A_topsis_0_1,390,0.1,0.5,0.5,0.02084923247853021,0.027161064074956227,0.011453923744522462,0.03861498781947869,False,False,0.08666383005749158,FINITE,0.8666383005749158,True,0.11623648838931853,FINITE,1.1623648838931853,True,True,8.001701965505056e+18,80017019.65505056
Q_A_topsis_0_1,391,0.1,0.5,0.5,0.02852846663032549,0.03716508561667426,-0.11075258365099833,-0.07358749803432407,True,False,0.13413789297473827,FINITE,1.3413789297473826,True,0.07656606025592143,FINITE,0.7656606025592142,False,True,-2.0482735784842957e+19,-204827357.8484296
Q_A_topsis_0_1,392,0.1,0.5,0.5,0.013739685397926138,0.01789919489108791,-0.059024482294296875,-0.04112528740320896,True,False,0.11741085821734952,FINITE,1.1741085821734951,True,0.08588150398032153,FINITE,0.8588150398032153,False,True,-1.044651493040971e+19,-104465149.30409709
Q_A_topsis_0_1,393,0.1,0.5,0.5,-0.004465240315103647,-0.005817033237722226,0.02654098252255021,0.020723949284827983,False,False,0.09252586241409552,FINITE,0.9252586241409552,True,0.10830589016500482,FINITE,1.083058901650048,True,True,4.4844825515426903e+18,44844825.515426904
Q_A_topsis_0_1,394,0.1,0.5,0.5,0.024423416685968258,0.03181728565883898,-0.11514335338404821,-0.08332606772520923,True,False,0.13977440462838106,FINITE,1.3977440462838104,True,0.07403707250816514,FINITE,0.7403707250816514,False,True,-2.3864642777028633e+19,-238646427.77028632
Q_A_topsis_0_1,395,0.1,0.5,0.5,0.010964100583054637,0.014283338188457157,-0.024751832555569165,-0.010468494367112008,True,False,0.10408464224493813,FINITE,1.0408464224493812,True,0.09612731606441197,FINITE,0.9612731606441196,False,True,-2.450785346962875e+18,-24507853.469628748
Q_A_topsis_0_1,396,0.1,0.5,0.5,-0.002597289902803168,-0.0033835853451161116,-0.03865760119490125,-0.04204118654001736,False,False,0.11784329269181285,FINITE,1.1784329269181284,True,0.08559842377013376,FINITE,0.8559842377013375,False,True,-1.0705975615087704e+19,-107059756.15087704
Q_A_topsis_0_1,397,0.1,0.5,0.5,-0.017001508081488592,-0.022148491597842792,0.05810269342495575,0.03595420182711295,False,False,0.08750351545590407,FINITE,0.8750351545590407,True,0.11500883732357081,FINITE,1.1500883732357081,True,True,7.497890726457562e+18,74978907.26457562
Q_A_topsis_0_1,398,0.1,0.5,0.5,0.01741450741739292,0.02268652106424947,-0.03615477060449375,-0.013468249540244278,True,False,0.10529621188974754,FINITE,1.0529621188974754,True,0.09505472706058399,FINITE,0.9505472706058399,False,True,-3.1777271338485207e+18,-31777271.338485207
Q_A_topsis_0_1,399,0.1,0.5,0.5,0.016175767423096343,0.021072768788622666,-0.08537065480962508,-0.06429788602100242,True,False,0.1290415071266178,FINITE,1.290415071266178,True,0.07908750124409135,FINITE,0.7908750124409134,False,True,-1.7424904275970675e+19,-174249042.75970677
Q_A_topsis_0_1,400,0.1,0.5,0.5,-0.012215691465349732,-0.01591383178982376,0.018054334917284975,0.002140503127461217,False,False,0.0991913701566343,FINITE,0.991913701566343,True,0.10081748767973356,FINITE,1.0081748767973355,True,True,4.851779060194211e+17,4851779.060194211
Q_A_topsis_0_1,401,0.1,0.5,0.5,0.008874880976034949,0.011561634755424273,-0.013183977639058958,-0.001622342883634685,True,False,0.10061877601667642,FINITE,1.0061877601667641,True,0.09938631234251973,FINITE,0.9938631234251972,False,True,-3.7126561000584704e+17,-3712656.10005847
Q_A_topsis_0_1,402,0.1,0.5,0.5,0.013069744745660583,0.0170264384957942,-0.08726740631813104,-0.07024096782233684,True,False,0.13227137619129156,FINITE,1.3227137619129155,True,0.0774618125282338,FINITE,0.7746181252823379,False,True,-1.9362825714774934e+19,-193628257.14774933
Q_A_topsis_0_1,403,0.1,0.5,0.5,0.01759490227665672,0.022921528100422257,0.08379483238458718,0.10671636048500943,False,False,0.0684036939948362,FINITE,0.684036939948362,False,0.15467263721171054,FINITE,1.5467263721171054,True,True,1.895778360309828e+19,189577836.03098282
Q_A_topsis_0_1,404,0.1,0.5,0.5,0.013516062853165978,0.01760787355477062,0.019599336013818726,0.03720720956858935,False,False,0.08710674206939059,FINITE,0.8710674206939059,True,0.1155847827822184,FINITE,1.155847827822184,True,True,7.735954758365649e+18,77359547.58365649
Q_A_topsis_0_1,405,0.1,0.5,0.5,-0.0015248135921622774,-0.0019864309020359303,-0.002579358751161359,-0.0045657896531972894,False,False,0.10175459607219386,FINITE,1.0175459607219386,True,0.0982857087062637,FINITE,0.982857087062637,False,True,-1.0527576433163155e+18,-10527576.433163155
Q_A_topsis_0_1,406,0.1,0.5,0.5,0.013109640341734341,0.01707841196015957,-0.031912391066647096,-0.014833979106487524,True,False,0.10585407871203935,FINITE,1.0585407871203933,True,0.09457170898226365,FINITE,0.9457170898226365,False,True,-3.512447227223606e+18,-35124472.27223606
Q_A_topsis_0_1,407,0.1,0.5,0.5,0.015486311091442606,0.020174588598046567,-0.06591418761961515,-0.045739599021568586,True,False,0.1196113412556372,FINITE,1.196113412556372,True,0.084467975014618,FINITE,0.84467975014618,False,True,-1.1766804753382316e+19,-117668047.53382318
Q_A_topsis_0_1,408,0.1,0.5,0.5,-0.07954002412358063,-0.10361972288278866,-0.10048567702339034,-0.20410539990617899,False,False,0.24593462252185222,FINITE,2.459346225218522,True,0.050252329515468964,FINITE,0.5025232951546896,False,False,-8.756077351311132e+19,-875607735.1311133
Q_A_topsis_0_1,409,0.1,0.5,0.5,-0.00250467733370352,-0.0032629355357740933,0.08897372069960333,0.08571078516382924,False,False,0.07343489843372865,FINITE,0.7343489843372865,True,0.1412028448047535,FINITE,1.412028448047535,True,True,1.5939060939762815e+19,159390609.39762813
Q_A_topsis_0_1,410,0.1,0.5,0.5,0.015134015926958289,0.019715640694534575,-0.001354885165683925,0.01836075552885065,False,False,0.09333951086737961,FINITE,0.933395108673796,True,0.10731311821913225,FINITE,1.0731311821913225,True,True,3.9962934795722353e+18,39962934.79572236
Q_A_topsis_0_1,411,0.1,0.5,0.5,0.012178002164442314,0.015864732547540332,0.0478291420098752,0.06369387455741554,False,False,0.07925527501509642,FINITE,0.7925527501509642,True,0.12871918678407804,FINITE,1.2871918678407803,True,True,1.2446834990942149e+19,124468349.90942149
Q_A_topsis_0_1,412,0.1,0.5,0.5,0.019262473485877063,0.02509393461513816,-0.1166833540691449,-0.09158941945400674,True,False,0.14480867909738313,FINITE,1.448086790973831,True,0.07197822950121208,FINITE,0.7197822950121208,False,True,-2.688520745842987e+19,-268852074.58429873
Q_A_topsis_0_1,413,0.1,0.5,0.5,0.0036218793096227664,0.004718355752506679,0.03342132699533054,0.03813968274783722,False,False,0.08681303132582169,FINITE,0.8681303132582169,True,0.11601590515953426,FINITE,1.1601590515953426,True,True,7.912181204506991e+18,79121812.0450699
Q_A_topsis_0_1,414,0.1,0.5,0.5,0.012595201871467787,0.01640823399231731,0.05726914523147744,0.07367737922379475,False,False,0.07654219397460549,FINITE,0.7654219397460549,True,0.1341885092149605,FINITE,1.341885092149605,True,True,1.407468361523671e+19,140746836.15236712
Q_A_topsis_0_1,415,0.1,0.5,0.5,-0.0013816489177321811,-0.0017999250007050167,-0.020355119834670907,-0.022155044835375923,False,False,0.10891307945774968,FINITE,1.0891307945774968,True,0.09203775127679767,FINITE,0.9203775127679766,False,True,-5.347847674649805e+18,-53478476.746498056
Q_A_topsis_0_1,416,0.1,0.5,0.5,-0.023374551468314242,-0.03045089025737611,0.03140306048841521,0.0009521702310390963,False,False,0.09963920675436949,FINITE,0.9963920675436949,True,0.10036254599010573,FINITE,1.0036254599010572,True,True,2.1647594737830845e+17,2164759.473783084
Q_A_topsis_0_1,417,0.1,0.5,0.5,0.009046127003775717,0.011784723271360676,0.07980518143572919,0.09158990470708987,False,False,0.07197811086534234,FINITE,0.7197811086534234,True,0.14480898180628732,FINITE,1.4480898180628732,True,True,1.6813133480794601e+19,168131334.807946
