axis,N0_B,D_B,lambda_Q,t_QA,delta_QB,gain,observed_joint_row,N_required_B,required_status,N_required_ratio,required_in_B1,N_scale_equivalent_B,scale_status,N_scale_ratio,scale_is_expansion,scale_in_B1,quality_cost_ceiling_FLOPs,quality_cost_ceiling_per_token
Q_A_topsis_0_1,10.0,100.0,0.5,0.0031837199773605738,0.022914936128200714,0.004147549430937361,False,9.282589974695885,FINITE,0.9282589974695885,True,10.793701436915159,FINITE,1.079370143691516,True,True,4.304460151824692e+20,4304460151.824692
Q_A_topsis_0_1,10.0,100.0,0.5,0.0034731490662115354,0.024998112139855328,0.004524599379204394,False,9.220833398623066,FINITE,0.9220833398623066,True,10.869987456394444,FINITE,1.0869987456394443,True,True,4.674999608261604e+20,4674999608.261604
Q_A_topsis_0_1,10.0,100.0,0.5,0.0037625781550624966,0.02708128815150994,0.004901649327471428,False,9.159626126731158,FINITE,0.9159626126731159,True,10.94699768017796,FINITE,1.094699768017796,True,True,5.04224323961305e+20,5042243239.61305
Q_A_topsis_0_1,10.0,100.0,0.5,0.004052007243913458,0.02916446416316455,0.00527869927573846,False,9.098962047303345,FINITE,0.9098962047303345,True,11.024740748472066,FINITE,1.1024740748472066,True,True,5.4062277161799274e+20,5406227716.179927
Q_A_topsis_0_1,10.0,100.0,0.5,0.004341436332764419,0.03124764017481916,0.005655749224005493,False,9.03883513020127,FINITE,0.903883513020127,True,11.103225425727219,FINITE,1.110322542572722,True,True,5.7669892187923756e+20,5766989218.792375
Q_A_topsis_0_1,10.0,100.0,0.5,0.00463086542161538,0.033330816186473766,0.006032799172272525,False,8.979239425595713,FINITE,0.8979239425595713,True,11.182460602730291,FINITE,1.118246060273029,True,True,6.124563446425721e+20,6124563446.425721
Q_A_topsis_0_1,10.0,100.0,0.5,0.0049202945104663415,0.03541399219812838,0.006409849120539559,False,8.920169062719811,FINITE,0.8920169062719812,True,11.262455298737358,FINITE,1.1262455298737357,True,True,6.478985623681133e+20,6478985623.681133
Q_A_topsis_0_1,10.0,100.0,0.5,0.005209723599317303,0.03749716820978299,0.006786899068806591,False,8.861618248644385,FINITE,0.8861618248644385,True,11.343218663647793,FINITE,1.1343218663647794,True,True,6.830290508133689e+20,6830290508.13369
Q_A_topsis_0_1,10.0,100.0,0.5,0.005499152688168264,0.0395803442214376,0.007163949017073624,False,8.803581267074911,FINITE,0.8803581267074911,True,11.424759980220498,FINITE,1.1424759980220498,True,True,7.178512397550535e+20,7178512397.550534
Q_A_topsis_0_1,10.0,100.0,0.5,0.005788581777019225,0.04166352023309221,0.0075409989653406565,False,8.746052477169727,FINITE,0.8746052477169727,True,11.507088666333303,FINITE,1.1507088666333303,True,True,7.523685136981641e+20,7523685136.981641
Q_A_topsis_0_1,10.0,100.0,0.5,0.006078010865870186,0.04374669624474682,0.00791804891360769,False,8.68902631237901,FINITE,0.868902631237901,True,11.590214277286403,FINITE,1.1590214277286404,True,True,7.865842125725941e+20,7865842125.725941
Q_A_topsis_0_1,10.0,100.0,0.5,0.0063674399547211475,0.04582987225640143,0.008295098861874722,False,8.632497279304209,FINITE,0.8632497279304209,True,11.674146508150868,FINITE,1.1674146508150867,True,True,8.205016324174747e+20,8205016324.1747465
Q_A_topsis_0_1,10.0,100.0,0.5,0.006656869043572109,0.047913048268056035,0.008672148810141755,False,8.576459956577398,FINITE,0.8576459956577398,True,11.758895196163161,FINITE,1.1758895196163162,True,True,8.541240260535609e+20,8541240260.535609
Q_A_topsis_0_1,10.0,100.0,0.5,0.006946298132423071,0.049996224279710656,0.009049198758408789,False,8.520908993760276,FINITE,0.8520908993760277,True,11.844470323166647,FINITE,1.1844470323166647,True,True,8.874546037438343e+20,8874546037.438343
Q_A_topsis_0_1,10.0,100.0,0.5,0.007235727221274032,0.05207940029136526,0.009426248706675822,False,8.46583911026236,FINITE,0.846583911026236,True,11.9308820181013,FINITE,1.19308820181013,True,True,9.20496533842584e+20,9204965338.42584
Q_A_topsis_0_1,10.0,100.0,0.5,0.007525156310124993,0.05416257630301988,0.009803298654942855,False,8.411245094278007,FINITE,0.8411245094278007,True,12.018140559542509,FINITE,1.201814055954251,True,False,9.53252943433196e+20,9532529434.331959
Q_A_topsis_0_1,10.0,100.0,0.5,0.007814585398975954,0.05624575231467448,0.010180348603209887,False,8.357121801741926,FINITE,0.8357121801741926,True,12.10625637829013,FINITE,1.210625637829013,True,False,9.857269189548447e+20,9857269189.548447
Q_A_topsis_0_1,10.0,100.0,0.5,0.008104014487826916,0.0583289283263291,0.01055739855147692,False,8.303464155302743,FINITE,0.8303464155302743,True,12.19524006000896,FINITE,1.219524006000896,True,False,1.0179215068183542e+21,10179215068.183542
Q_A_topsis_0_1,10.0,100.0,0.5,0.008393443576677876,0.0604121043379837,0.010934448499743952,False,8.250267143314417,FINITE,0.8250267143314417,True,12.285102347921713,FINITE,1.2285102347921713,True,False,1.0498397140113498e+21,10498397140.113497
Q_A_topsis_0_1,10.0,100.0,0.5,0.008682872665528838,0.06249528034963832,0.011311498448010986,False,8.197525818844943,FINITE,0.8197525818844943,True,12.375854145555673,FINITE,1.2375854145555674,True,False,1.0814845086930343e+21,10814845086.930344
Q_A_topsis_0_1,10.0,100.0,0.5,0.008972301754379798,0.06457845636129292,0.011688548396278017,False,8.14523529870224,FINITE,0.8145235298702239,True,12.467506519544372,FINITE,1.2467506519544371,True,False,1.1128588207786563e+21,11128588207.786564
Q_A_topsis_0_1,10.0,100.0,0.5,0.00926173084323076,0.06666163237294753,0.01206559834454505,False,8.093390762476668,FINITE,0.8093390762476668,True,12.560070702485291,FINITE,1.256007070248529,True,False,1.1439655425139992e+21,11439655425.139992
Q_A_topsis_0_1,10.0,100.0,0.5,0.009551159932081723,0.06874480838460215,0.012442648292812086,False,8.041987451600091,FINITE,0.8041987451600091,True,12.653558095855113,FINITE,1.2653558095855113,True,False,1.1748075290399451e+21,11748075290.399452
Q_A_topsis_0_1,10.0,100.0,0.5,0.009840589020932683,0.07082798439625676,0.012819698241079118,False,7.991020668420916,FINITE,0.7991020668420916,True,12.747980272983586,FINITE,1.2747980272983586,True,False,1.2053875989474504e+21,12053875989.474506
Q_A_topsis_0_1,10.0,100.0,0.5,0.010130018109783645,0.07291116040791137,0.013196748189346151,False,7.940485775295011,FINITE,0.7940485775295011,True,12.843348982087583,FINITE,1.2843348982087583,True,False,1.2357085348229934e+21,12357085348.229933
Q_A_topsis_0_1,10.0,100.0,0.5,0.010419447198634605,0.07499433641956597,0.013573798137613183,False,7.890378193692072,FINITE,0.7890378193692072,True,12.939676149366498,FINITE,1.29396761493665,True,False,1.2657730837847566e+21,12657730837.847567
Q_A_topsis_0_1,10.0,100.0,0.5,0.010708876287485567,0.07707751243122059,0.013950848085880216,False,7.84069340331718,FINITE,0.7840693403317179,True,13.03697388216051,FINITE,1.303697388216051,True,False,1.2955839580096923e+21,12955839580.096922
Q_A_topsis_0_1,10.0,100.0,0.5,0.010998305376336528,0.0791606884428752,0.014327898034147248,False,7.7914269412472885,FINITE,0.7791426941247288,True,13.135254472173187,FINITE,1.3135254472173188,True,False,1.3251438352516267e+21,13251438352.51627
Q_A_topsis_0_1,10.0,100.0,0.5,0.01128773446518749,0.08124386445452982,0.014704947982414281,False,7.742574401082299,FINITE,0.7742574401082299,True,13.234530398759738,FINITE,1.3234530398759738,True,False,1.3544553593506206e+21,13544553593.506205
Q_A_topsis_0_1,10.0,100.0,0.5,0.01157716355403845,0.08332704046618442,0.015081997930681313,False,7.694131432110499,FINITE,0.7694131432110499,True,13.334814332282619,FINITE,1.3334814332282618,True,False,1.3835211407337005e+21,13835211407.337006
Q_A_topsis_0_1,10.0,100.0,0.5,0.011866592642889412,0.08541021647783903,0.015459047878948348,False,7.646093738488062,FINITE,0.7646093738488062,True,13.436119137535965,FINITE,1.3436119137535965,True,False,1.4123437569071626e+21,14123437569.071627
Q_A_topsis_0_1,10.0,100.0,0.5,0.012156021731740373,0.08749339248949364,0.01583609782721538,False,7.598457078432308,FINITE,0.7598457078432308,True,13.538457877240397,FINITE,1.3538457877240397,True,False,1.440925752940615e+21,14409257529.406149
Q_A_topsis_0_1,10.0,100.0,0.5,0.012445450820591335,0.08957656850114826,0.01621314777548241,False,7.551217263428593,FINITE,0.7551217263428593,True,13.641843815609908,FINITE,1.3641843815609909,True,False,1.469269641942844e+21,14692696419.428442
Q_A_topsis_0_1,10.0,100.0,0.5,0.012734879909442295,0.09165974451280286,0.016590197723749443,False,7.504370157450413,FINITE,0.7504370157450413,True,13.746290421992494,FINITE,1.3746290421992495,True,False,1.497377905529752e+21,14973779055.29752
Q_A_topsis_0_1,10.0,100.0,0.5,0.013024308998293257,0.09374292052445747,0.01696724767201648,False,7.457911676192551,FINITE,0.7457911676192551,True,13.851811374586212,FINITE,1.3851811374586211,True,False,1.5252529942844694e+21,15252529942.844694
Q_A_topsis_0_1,10.0,100.0,0.5,0.013313738087144217,0.09582609653611207,0.01734429762028351,False,7.411837786317033,FINITE,0.7411837786317033,True,13.958420564232442,FINITE,1.3958420564232443,True,False,1.5528973282097803e+21,15528973282.097801
Q_A_topsis_0_1,10.0,100.0,0.5,0.01360316717599518,0.0979092725477667,0.017721347568550545,False,7.366144504711628,FINITE,0.7366144504711628,True,14.066132098288278,FINITE,1.4066132098288278,True,False,1.580313297173023e+21,15803132971.73023
Q_A_topsis_0_1,10.0,100.0,0.5,0.013892596264846142,0.09999244855942131,0.018098397516817577,False,7.320827897760673,FINITE,0.7320827897760673,True,14.174960304579626,FINITE,1.4174960304579627,True,False,1.6075032613435962e+21,16075032613.435959
Q_A_topsis_0_1,10.0,100.0,0.5,0.014182025353697102,0.10207562457107591,0.01847544746508461,False,7.275884080627973,FINITE,0.7275884080627973,True,14.284919735437283,FINITE,1.4284919735437283,True,False,1.634469551623216e+21,16344695516.23216
Q_A_topsis_0_1,10.0,100.0,0.5,0.014471454442548062,0.10415880058273051,0.01885249741335164,False,7.2313092165515505,FINITE,0.723130921655155,True,14.39602517181762,FINITE,1.439602517181762,True,False,1.6612144700690695e+21,16612144700.690699
Q_A_topsis_0_1,0.1,100.0,1.0,0.0,0.0,0.0,False,0.1,FINITE,1.0,True,0.1,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,0.1,100.0,1.0,0.00028942908885096127,0.0020831760116546104,0.0007540998965340657,False,0.09971411506401658,FINITE,0.9971411506401657,True,0.10028698431279286,FINITE,1.0028698431279286,True,True,1.715309615900579e+17,1715309.6159005787
Q_A_topsis_0_1,0.1,100.0,1.0,0.0005788581777019225,0.004166352023309221,0.0015081997930681313,False,0.09942932422995772,FINITE,0.9942932422995772,True,0.10057507330788762,FINITE,1.0057507330788762,True,True,3.424054620253719e+17,3424054.6202537194
Q_A_topsis_0_1,0.1,100.0,1.0,0.0008682872665528839,0.006249528034963832,0.002262299689602197,False,0.09914562225334035,FINITE,0.9914562225334035,True,0.1008642723215923,FINITE,1.008642723215923,True,True,5.126266479957925e+17,5126266.479957925
Q_A_topsis_0_1,0.1,100.0,1.0,0.001157716355403845,0.008332704046618442,0.0030163995861362627,False,0.09886300391987825,FINITE,0.9886300391987825,True,0.10115458672123971,FINITE,1.0115458672123971,True,True,6.821976480730546e+17,6821976.480730546
Q_A_topsis_0_1,0.1,100.0,1.0,0.0014471454442548063,0.010415880058273052,0.0037704994826703283,False,0.09858146404527969,FINITE,0.9858146404527969,True,0.10144602190539806,FINITE,1.0144602190539804,True,True,8.511215728321892e+17,8511215.728321891
Q_A_topsis_0_1,0.1,100.0,1.0,0.0017365745331057677,0.012499056069927664,0.004524599379204394,False,0.09830099747504553,FINITE,0.9830099747504553,True,0.10173858330408417,FINITE,1.0173858330408416,True,True,1.0194015149726843e+18,10194015.149726843
Q_A_topsis_0_1,0.1,100.0,1.0,0.002026003621956729,0.014582232081582274,0.00527869927573846,False,0.09802159908426962,FINITE,0.9802159908426962,True,0.10203227637897722,FINITE,1.020322763789772,True,True,1.1870405494382316e+18,11870405.494382313
Q_A_topsis_0_1,0.1,100.0,1.0,0.00231543271080769,0.016665408093236883,0.006032799172272525,False,0.09774326377744055,FINITE,0.9774326377744055,True,0.10232710662363469,FINITE,1.023271066236347,True,True,1.3540417335356713e+18,13540417.335356714
Q_A_topsis_0_1,0.1,100.0,1.0,0.0026048617996586513,0.018748584104891493,0.006786899068806591,False,0.09746598648824475,FINITE,0.9746598648824475,True,0.10262307956371021,FINITE,1.026230795637102,True,True,1.5204081070531505e+18,15204081.070531506
Q_A_topsis_0_1,0.1,100.0,1.0,0.0028942908885096126,0.020831760116546104,0.0075409989653406565,False,0.09718976217937131,FINITE,0.9718976217937131,True,0.10292020075717272,FINITE,1.0292020075717272,True,True,1.6861426923772183e+18,16861426.923772182
Q_A_topsis_0_1,0.1,100.0,1.0,0.0031837199773605738,0.022914936128200714,0.008295098861874722,False,0.09691458584231803,FINITE,0.9691458584231802,True,0.10321847579452735,FINITE,1.0321847579452734,True,True,1.8512484946091837e+18,18512484.94609184
Q_A_topsis_0_1,0.1,100.0,1.0,0.0034731490662115354,0.024998112139855328,0.009049198758408789,False,0.09664045249719927,FINITE,0.9664045249719927,True,0.10351791029903845,FINITE,1.0351791029903845,True,True,2.0157285016804413e+18,20157285.016804416
Q_A_topsis_0_1,0.1,100.0,1.0,0.0037625781550624966,0.02708128815150994,0.009803298654942855,False,0.09636735719255503,FINITE,0.9636735719255503,True,0.10381850992695381,FINITE,1.038185099269538,True,True,2.1795856844669865e+18,21795856.844669864
Q_A_topsis_0_1,0.1,100.0,1.0,0.004052007243913458,0.02916446416316455,0.01055739855147692,False,0.0960952950051617,FINITE,0.960952950051617,True,0.10412028036773116,FINITE,1.0412028036773116,True,True,2.342822996902982e+18,23428229.969029825
Q_A_topsis_0_1,0.1,100.0,1.0,0.004341436332764419,0.03124764017481916,0.011311498448010986,False,0.0958242610398439,FINITE,0.9582426103984389,True,0.10442322734426593,FINITE,1.0442322734426592,True,True,2.505443376093663e+18,25054433.760936633
Q_A_topsis_0_1,0.1,100.0,1.0,0.00463086542161538,0.033330816186473766,0.01206559834454505,False,0.09555425042928813,FINITE,0.9555425042928812,True,0.10472735661312134,FINITE,1.0472735661312134,True,True,2.667449742427128e+18,26674497.424271278
Q_A_topsis_0_1,0.1,100.0,1.0,0.0049202945104663415,0.03541399219812838,0.012819698241079118,False,0.09528525833385759,FINITE,0.9528525833385759,True,0.10503267396475977,FINITE,1.0503267396475975,True,True,2.828844999685448e+18,28288449.99685448
Q_A_topsis_0_1,0.1,100.0,1.0,0.005209723599317303,0.03749716820978299,0.013573798137613183,False,0.09501727994140861,FINITE,0.9501727994140861,True,0.10533918522377649,FINITE,1.0533918522377648,True,True,2.989632035154835e+18,29896320.35154835
Q_A_topsis_0_1,0.1,100.0,1.0,0.005499152688168264,0.0395803442214376,0.014327898034147248,False,0.09475031046710818,FINITE,0.9475031046710817,True,0.10564689624913479,FINITE,1.0564689624913477,True,True,3.149813719735098e+18,31498137.19735098
Q_A_topsis_0_1,0.1,100.0,1.0,0.005788581777019225,0.04166352023309221,0.015081997930681313,False,0.0944843451532532,FINITE,0.9448434515325319,True,0.10595581293440308,FINITE,1.0595581293440308,True,True,3.309392908048084e+18,33093929.08048084
Q_A_topsis_0_1,0.1,100.0,1.0,0.006078010865870186,0.04374669624474682,0.01583609782721538,False,0.09421937926909082,FINITE,0.9421937926909082,True,0.10626594120799411,FINITE,1.062659412079941,True,True,3.4683724385455084e+18,34683724.38545509
Q_A_topsis_0_1,0.1,100.0,1.0,0.0063674399547211475,0.04582987225640143,0.016590197723749443,False,0.09395540811064032,FINITE,0.9395540811064031,True,0.10657728703340563,FINITE,1.0657728703340563,True,True,3.626755133615811e+18,36267551.33615811
Q_A_topsis_0_1,0.1,100.0,1.0,0.006656869043572109,0.047913048268056035,0.01734429762028351,False,0.09369242700051629,FINITE,0.9369242700051629,True,0.10688985640946363,FINITE,1.0688985640946362,True,True,3.784543799690229e+18,37845437.996902294
Q_A_topsis_0_1,0.1,100.0,1.0,0.006946298132423071,0.049996224279710656,0.018098397516817577,False,0.09343043128775301,FINITE,0.93430431287753,True,0.10720365537056659,FINITE,1.0720365537056658,True,True,3.941741227348197e+18,39417412.27348197
Q_A_topsis_0_1,0.1,100.0,1.0,0.007235727221274032,0.05207940029136526,0.018852497413351644,False,0.09316941634763029,FINITE,0.9316941634763029,True,0.1075186899869326,FINITE,1.075186899869326,True,True,4.0983501914218296e+18,40983501.91421829
Q_A_topsis_0_1,0.1,100.0,1.0,0.007525156310124993,0.05416257630301988,0.01960659730988571,False,0.09290937758150081,FINITE,0.9290937758150081,True,0.10783496636484777,FINITE,1.0783496636484775,True,True,4.254373451099519e+18,42543734.51099519
Q_A_topsis_0_1,0.1,100.0,1.0,0.007814585398975954,0.05624575231467448,0.020360697206419774,False,0.09265031041661832,FINITE,0.9265031041661832,True,0.10815249064691691,FINITE,1.081524906469169,True,True,4.4098137500290094e+18,44098137.500290096
Q_A_topsis_0_1,0.1,100.0,1.0,0.008104014487826916,0.0583289283263291,0.02111479710295384,False,0.09239221030596738,FINITE,0.9239221030596737,True,0.10847126901231621,FINITE,1.084712690123162,True,True,4.5646738164195763e+18,45646738.16419576
Q_A_topsis_0_1,0.1,100.0,1.0,0.008393443576677876,0.0604121043379837,0.021868896999487904,False,0.0921350727280946,FINITE,0.9213507272809459,True,0.10879130767704791,FINITE,1.087913076770479,True,True,4.718956363143246e+18,47189563.63143245
Q_A_topsis_0_1,0.1,100.0,1.0,0.008682872665528838,0.06249528034963832,0.02262299689602197,False,0.09187889318694048,FINITE,0.9187889318694048,True,0.1091126128941966,FINITE,1.091126128941966,True,True,4.872664087835715e+18,48726640.87835715
Q_A_topsis_0_1,0.1,100.0,1.0,0.008972301754379798,0.06457845636129292,0.023377096792556035,False,0.09162366721167348,FINITE,0.9162366721167348,True,0.10943519095418872,FINITE,1.094351909541887,True,True,5.025799672995918e+18,50257996.729959175
Q_A_topsis_0_1,0.1,100.0,1.0,0.00926173084323076,0.06666163237294753,0.0241311966890901,False,0.09136939035652426,FINITE,0.9136939035652426,True,0.1097590481850525,FINITE,1.0975904818505249,True,True,5.178365786085445e+18,51783657.860854454
Q_A_topsis_0_1,0.1,100.0,1.0,0.009551159932081723,0.06874480838460215,0.024885296585624172,False,0.09111605820062212,FINITE,0.9111605820062211,True,0.11008419095268132,FINITE,1.1008419095268132,True,True,5.330365079626735e+18,53303650.79626734
Q_A_topsis_0_1,0.1,100.0,1.0,0.009840589020932683,0.07082798439625676,0.025639396482158235,False,0.09086366634783201,FINITE,0.9086366634783201,True,0.1104106256610985,FINITE,1.104106256610985,True,True,5.481800191300798e+18,54818001.91300798
Q_A_topsis_0_1,0.1,100.0,1.0,0.010130018109783645,0.07291116040791137,0.026393496378692302,False,0.09061221042659295,FINITE,0.9061221042659295,True,0.11073835875272457,FINITE,1.1073835875272457,True,True,5.632673744044231e+18,56326737.44044231
Q_A_topsis_0_1,0.1,100.0,1.0,0.010419447198634605,0.07499433641956597,0.027147596275226366,False,0.09036168608975792,FINITE,0.9036168608975792,True,0.11106739670864632,FINITE,1.1106739670864632,True,True,5.782988346145251e+18,57829883.461452514
Q_A_topsis_0_1,0.1,100.0,1.0,0.010708876287485567,0.07707751243122059,0.027901696171760432,False,0.09011208901443458,FINITE,0.9011208901443458,True,0.11139774604888823,FINITE,1.1139774604888824,True,True,5.932746591339252e+18,59327465.91339252
Q_A_topsis_0_1,0.1,100.0,1.0,0.010998305376336528,0.0791606884428752,0.028655796068294496,False,0.08986341490182721,FINITE,0.8986341490182721,True,0.11172941333268621,FINITE,1.117294133326862,True,True,6.081951058903676e+18,60819510.589036755
Q_A_topsis_0_1,0.1,100.0,1.0,0.01128773446518749,0.08124386445452982,0.029409895964828563,False,0.08961565947708,FINITE,0.8961565947708,True,0.1120624051587632,FINITE,1.120624051587632,True,True,6.230604313752003e+18,62306043.13752003
Q_A_topsis_0_1,0.1,100.0,1.0,0.01157716355403845,0.08332704046618442,0.030163995861362626,False,0.0893688184891217,FINITE,0.893688184891217,True,0.11239672816560725,FINITE,1.1239672816560724,True,True,6.378708906526981e+18,63787089.065269805
Q_A_topsis_0_1,0.1,100.0,1.0,0.011866592642889412,0.08541021647783903,0.030918095757896696,False,0.0891228877105107,FINITE,0.891228877105107,True,0.11273238903175192,FINITE,1.1273238903175191,True,True,6.52626737369358e+18,65262673.73693581
Q_A_topsis_0_1,0.1,100.0,1.0,0.012156021731740373,0.08749339248949364,0.03167219565443076,False,0.08887786293728207,FINITE,0.8887786293728207,True,0.1130693944760584,FINITE,1.130693944760584,True,True,6.673282237630759e+18,66732822.37630759
Q_A_topsis_0_1,0.1,100.0,1.0,0.012445450820591335,0.08957656850114826,0.03242629555096482,False,0.0886337399887952,FINITE,0.886337399887952,True,0.11340775125800084,FINITE,1.1340775125800084,True,True,6.819756006722883e+18,68197560.06722882
Q_A_topsis_0_1,0.1,100.0,1.0,0.012734879909442295,0.09165974451280286,0.03318039544749889,False,0.08839051470758294,FINITE,0.8839051470758293,True,0.11374746617795291,FINITE,1.137474661779529,True,True,6.965691175450239e+18,69656911.75450239
Q_A_topsis_0_1,0.1,100.0,1.0,0.013024308998293257,0.09374292052445747,0.03393449534403296,False,0.08814818295920135,FINITE,0.8814818295920135,True,0.11408854607747751,FINITE,1.140885460774775,True,True,7.111090224479194e+18,71110902.24479194
Q_A_topsis_0_1,0.1,100.0,1.0,0.013313738087144217,0.09582609653611207,0.03468859524056702,False,0.08790674063208116,FINITE,0.8790674063208116,True,0.11443099783961873,FINITE,1.1443099783961872,True,True,7.255955620751306e+18,72559556.20751306
Q_A_topsis_0_1,0.1,100.0,1.0,0.01360316717599518,0.0979092725477667,0.03544269513710109,False,0.08766618363738006,FINITE,0.8766618363738006,True,0.11477482838919548,FINITE,1.1477482838919546,True,True,7.400289817571967e+18,74002898.17571968
Q_A_topsis_0_1,0.1,100.0,1.0,0.013892596264846142,0.09999244855942131,0.036196795033635154,False,0.08742650790883585,FINITE,0.8742650790883585,True,0.11512004469309833,FINITE,1.1512004469309833,True,True,7.54409525469849e+18,75440952.54698491
Q_A_topsis_0_1,0.1,100.0,1.0,0.014182025353697102,0.10207562457107591,0.03695089493016922,False,0.08718770940262105,FINITE,0.8718770940262105,True,0.11546665376058848,FINITE,1.1546665376058847,True,True,7.687374358427374e+18,76873743.58427374
Q_A_topsis_0_1,0.1,100.0,1.0,0.014471454442548062,0.10415880058273051,0.03770499482670328,False,0.08694978409719843,FINITE,0.8694978409719842,True,0.11581466264359891,FINITE,1.158146626435989,True,True,7.830129541680944e+18,78301295.41680944
Q_A_topsis_0_1,1.0,100.0,1.0,0.0,0.0,0.0,False,1.0,FINITE,1.0,True,1.0,FINITE,1.0,False,True,0.0,0.0
Q_A_topsis_0_1,1.0,100.0,1.0,0.00028942908885096127,0.0020831760116546104,0.0007540998965340657,False,0.9937600652176946,FINITE,0.9937600652176946,True,1.0062925490524004,FINITE,1.0062925490524004,True,True,3.7439608693832673e+18,37439608.69383267
Q_A_topsis_0_1,1.0,100.0,1.0,0.0005788581777019225,0.004166352023309221,0.0015081997930681313,False,0.9875721943290993,FINITE,0.9875721943290993,True,1.012638269761826,FINITE,1.012638269761826,True,True,7.456683402540443e+18,74566834.02540442
Q_A_topsis_0_1,1.0,100.0,1.0,0.0008682872665528839,0.006249528034963832,0.002262299689602197,False,0.9814358438655767,FINITE,0.9814358438655767,True,1.0190377266303037,FINITE,1.0190377266303037,True,True,1.1138493680653984e+19,111384936.80653982
Q_A_topsis_0_1,1.0,100.0,1.0,0.001157716355403845,0.008332704046618442,0.0030163995861362627,False,0.9753504771651573,FINITE,0.9753504771651573,True,1.0254914913813005,FINITE,1.0254914913813005,True,True,1.4789713700905605e+19,147897137.00905603
Q_A_topsis_0_1,1.0,100.0,1.0,0.0014471454442548063,0.010415880058273052,0.0037704994826703283,False,0.9693155642731515,FINITE,0.9693155642731515,True,1.0320001430678807,FINITE,1.0320001430678807,True,True,1.8410661436109124e+19,184106614.36109123
Q_A_topsis_0_1,1.0,100.0,1.0,0.0017365745331057677,0.012499056069927664,0.004524599379204394,False,0.9633305818444192,FINITE,0.9633305818444192,True,1.0385642681827307,FINITE,1.0385642681827307,True,True,2.2001650893348467e+19,220016508.93348467
Q_A_topsis_0_1,1.0,100.0,1.0,0.002026003621956729,0.014582232081582274,0.00527869927573846,False,0.9573950130472613,FINITE,0.9573950130472613,True,1.0451844607700687,FINITE,1.0451844607700687,True,True,2.5562992171643236e+19,255629921.7164324
Q_A_topsis_0_1,1.0,100.0,1.0,0.00231543271080769,0.016665408093236883,0.006032799172272525,False,0.9515083474689094,FINITE,0.9515083474689094,True,1.051861322539489,FINITE,1.051861322539489,True,True,2.9094991518654333e+19,290949915.18654335
Q_A_topsis_0_1,1.0,100.0,1.0,0.0026048617996586513,0.018748584104891493,0.006786899068806591,False,0.9456700810225793,FINITE,0.9456700810225793,True,1.0585954629817758,FINITE,1.0585954629817758,True,True,3.2597951386452406e+19,325979513.86452407
Q_A_topsis_0_1,1.0,100.0,1.0,0.0028942908885096126,0.020831760116546104,0.0075409989653406565,False,0.9398797158560651,FINITE,0.9398797158560651,True,1.0653874994867172,FINITE,1.0653874994867172,True,True,3.6072170486360932e+19,360721704.8636093
Q_A_topsis_0_1,1.0,100.0,1.0,0.0031837199773605738,0.022914936128200714,0.008295098861874722,False,0.9341367602618345,FINITE,0.9341367602618345,True,1.0722380574629686,FINITE,1.0722380574629686,True,True,3.951794384289933e+19,395179438.4289933
Q_A_topsis_0_1,1.0,100.0,1.0,0.0034731490662115354,0.024998112139855328,0.009049198758408789,False,0.9284407285886122,FINITE,0.9284407285886122,True,1.0791477704600019,FINITE,1.0791477704600019,True,True,4.293556284683271e+19,429355628.4683271
Q_A_topsis_0_1,1.0,100.0,1.0,0.0037625781550624966,0.02708128815150994,0.009803298654942855,False,0.9227911411544073,FINITE,0.9227911411544073,True,1.0861172802921806,FINITE,1.0861172802921806,True,True,4.632531530735562e+19,463253153.0735562
Q_A_topsis_0_1,1.0,100.0,1.0,0.004052007243913458,0.02916446416316455,0.01055739855147692,False,0.9171875241609753,FINITE,0.9171875241609753,True,1.093147237165001,FINITE,1.093147237165001,True,True,4.968748550341484e+19,496874855.0341484
Q_A_topsis_0_1,1.0,100.0,1.0,0.004341436332764419,0.03124764017481916,0.011311498448010986,False,0.9116294096096723,FINITE,0.9116294096096723,True,1.1002382998035454,FINITE,1.1002382998035454,True,True,5.3022354234196615e+19,530223542.3419661
Q_A_topsis_0_1,1.0,100.0,1.0,0.00463086542161538,0.033330816186473766,0.01206559834454505,False,0.9061163352186874,FINITE,0.9061163352186874,True,1.1073911355831931,FINITE,1.1073911355831931,True,True,5.633019886878756e+19,563301988.6878756
Q_A_topsis_0_1,1.0,100.0,1.0,0.0049202945104663415,0.03541399219812838,0.012819698241079118,False,0.9006478443416228,FINITE,0.9006478443416228,True,1.1146064206626252,FINITE,1.1146064206626252,True,True,5.9611293395026305e+19,596112933.9502631
Q_A_topsis_0_1,1.0,100.0,1.0,0.005209723599317303,0.03749716820978299,0.013573798137613183,False,0.8952234858873954,FINITE,0.8952234858873954,True,1.1218848401191805,FINITE,1.1218848401191805,True,True,6.286590846756275e+19,628659084.6756275
Q_A_topsis_0_1,1.0,100.0,1.0,0.005499152688168264,0.0395803442214376,0.014327898034147248,False,0.8898428142414418,FINITE,0.8898428142414418,True,1.1292270880865962,FINITE,1.1292270880865962,True,True,6.609431145513488e+19,660943114.5513489
