dataset,role,scale,loss_observed,index,mixture_domain,proportion_raw,proportion_normalized,mapping_type_A16,quality_domain_proxy,mapping_confidence,domain_quality_score_0_1,weighted_quality_contribution
A4_A5_train_1m,train,1m,True,469,dm_mathematics,0.006,0.006,inferred,arxiv,inferred_proxy,0.004619364375461937,2.7716186252771622e-05
A4_A5_train_1m,train,1m,True,470,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,471,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,472,dm_mathematics,0.041,0.04095904095904095,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0001892047346592801
A4_A5_train_1m,train,1m,True,473,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,474,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,475,dm_mathematics,0.073,0.07292707292707291,inferred,arxiv,inferred_proxy,0.004619364375461937,0.00033687672268603526
A4_A5_train_1m,train,1m,True,476,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,477,dm_mathematics,0.006,0.006006006006006005,inferred,arxiv,inferred_proxy,0.004619364375461937,2.774393018295457e-05
A4_A5_train_1m,train,1m,True,478,dm_mathematics,0.065,0.06493506493506493,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0002999587256793465
A4_A5_train_1m,train,1m,True,479,dm_mathematics,0.043,0.043,inferred,arxiv,inferred_proxy,0.004619364375461937,0.00019863266814486327
A4_A5_train_1m,train,1m,True,480,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,481,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,482,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,483,dm_mathematics,0.008,0.007992007992007992,inferred,arxiv,inferred_proxy,0.004619364375461937,3.69179970066888e-05
A4_A5_train_1m,train,1m,True,484,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,485,dm_mathematics,0.076,0.07592407592407593,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0003507209715635437
A4_A5_train_1m,train,1m,True,486,dm_mathematics,0.232,0.23223223223223222,inferred,arxiv,inferred_proxy,0.004619364375461937,0.001072765300407577
A4_A5_train_1m,train,1m,True,487,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,488,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,489,dm_mathematics,0.051,0.05089820359281437,inferred,arxiv,inferred_proxy,0.004619364375461937,0.00023511734845165546
A4_A5_train_1m,train,1m,True,490,dm_mathematics,0.002,0.002002002002002002,inferred,arxiv,inferred_proxy,0.004619364375461937,9.247976727651525e-06
A4_A5_train_1m,train,1m,True,491,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,492,dm_mathematics,0.221,0.22144288577154309,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0010229253777325532
A4_A5_train_1m,train,1m,True,493,dm_mathematics,0.004,0.004,inferred,arxiv,inferred_proxy,0.004619364375461937,1.8477457501847746e-05
A4_A5_train_1m,train,1m,True,494,dm_mathematics,0.196,0.196,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0009053954175905396
A4_A5_train_1m,train,1m,True,495,dm_mathematics,0.035,0.035035035035035036,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0001618395927339017
A4_A5_train_1m,train,1m,True,496,dm_mathematics,0.107,0.10678642714570859,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0004932854173397477
A4_A5_train_1m,train,1m,True,497,dm_mathematics,0.09,0.09,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0004157427937915743
A4_A5_train_1m,train,1m,True,498,dm_mathematics,0.008,0.008008008008008008,inferred,arxiv,inferred_proxy,0.004619364375461937,3.69919069106061e-05
A4_A5_train_1m,train,1m,True,499,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,500,dm_mathematics,0.21,0.21,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0009700665188470067
A4_A5_train_1m,train,1m,True,501,dm_mathematics,0.11,0.10989010989010987,inferred,arxiv,inferred_proxy,0.004619364375461937,0.000507622458841971
A4_A5_train_1m,train,1m,True,502,dm_mathematics,0.231,0.23146292585170342,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0010692115939195466
A4_A5_train_1m,train,1m,True,503,dm_mathematics,0.012,0.012,inferred,arxiv,inferred_proxy,0.004619364375461937,5.5432372505543244e-05
A4_A5_train_1m,train,1m,True,504,dm_mathematics,0.005,0.005,inferred,arxiv,inferred_proxy,0.004619364375461937,2.3096821877309682e-05
A4_A5_train_1m,train,1m,True,505,dm_mathematics,0.139,0.13913913913913914,inferred,arxiv,inferred_proxy,0.004619364375461937,0.000642734382571781
A4_A5_train_1m,train,1m,True,506,dm_mathematics,0.005,0.004999999999999999,inferred,arxiv,inferred_proxy,0.004619364375461937,2.309682187730968e-05
A4_A5_train_1m,train,1m,True,507,dm_mathematics,0.031,0.031031031031031032,inferred,arxiv,inferred_proxy,0.004619364375461937,0.00014334363927859863
A4_A5_train_1m,train,1m,True,508,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,509,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,510,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,511,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,512,dm_mathematics,0.0,0.0,inferred,arxiv,inferred_proxy,0.004619364375461937,0.0
A4_A5_train_1m,train,1m,True,1,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,2,github,0.304,0.3046092184368737,direct,github,official,0.49964444777124895,0.1521963047319235
A4_A5_train_1m,train,1m,True,3,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,4,github,0.315,0.31468531468531474,direct,github,official,0.49964444777124895,0.15723077027766577
A4_A5_train_1m,train,1m,True,5,github,0.031,0.03096903096903097,direct,github,official,0.49964444777124895,0.015473504376532186
A4_A5_train_1m,train,1m,True,6,github,0.21,0.2102102102102102,direct,github,official,0.49964444777124895,0.10503036439635863
A4_A5_train_1m,train,1m,True,7,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,8,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,9,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,10,github,0.005,0.005,direct,github,official,0.49964444777124895,0.0024982222388562447
A4_A5_train_1m,train,1m,True,11,github,0.004,0.004,direct,github,official,0.49964444777124895,0.0019985777910849958
A4_A5_train_1m,train,1m,True,12,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,13,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,14,github,0.072,0.07192807192807192,direct,github,official,0.49964444777124895,0.035938461777752166
A4_A5_train_1m,train,1m,True,15,github,0.1,0.10020040080160321,direct,github,official,0.49964444777124895,0.05006457392497485
A4_A5_train_1m,train,1m,True,16,github,0.1,0.1,direct,github,official,0.49964444777124895,0.049964444777124896
A4_A5_train_1m,train,1m,True,17,github,0.013,0.013013013013013011,direct,github,official,0.49964444777124895,0.006501879700726962
A4_A5_train_1m,train,1m,True,18,github,0.028,0.028028028028028028,direct,github,official,0.49964444777124895,0.014004048586181152
A4_A5_train_1m,train,1m,True,19,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,20,github,0.022,0.022,direct,github,official,0.49964444777124895,0.010992177850967476
A4_A5_train_1m,train,1m,True,21,github,0.014,0.013986013986013984,direct,github,official,0.49964444777124895,0.006988034234562922
A4_A5_train_1m,train,1m,True,22,github,0.181,0.181,direct,github,official,0.49964444777124895,0.09043564504659606
A4_A5_train_1m,train,1m,True,23,github,0.049,0.049,direct,github,official,0.49964444777124895,0.0244825779407912
A4_A5_train_1m,train,1m,True,24,github,0.009,0.009009009009009009,direct,github,official,0.49964444777124895,0.004501301331272513
A4_A5_train_1m,train,1m,True,25,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,26,github,0.001,0.001001001001001001,direct,github,official,0.49964444777124895,0.0005001445923636126
A4_A5_train_1m,train,1m,True,27,github,0.029,0.029,direct,github,official,0.49964444777124895,0.01448968898536622
A4_A5_train_1m,train,1m,True,28,github,0.014,0.014014014014014014,direct,github,official,0.49964444777124895,0.007002024293090576
A4_A5_train_1m,train,1m,True,29,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,30,github,0.142,0.14185814185814186,direct,github,official,0.49964444777124895,0.07087863295056679
A4_A5_train_1m,train,1m,True,31,github,0.003,0.003,direct,github,official,0.49964444777124895,0.0014989333433137468
A4_A5_train_1m,train,1m,True,32,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,33,github,0.385,0.385,direct,github,official,0.49964444777124895,0.19236311239193085
A4_A5_train_1m,train,1m,True,34,github,0.772,0.7712287712287712,direct,github,official,0.49964444777124895,0.3853401735058983
A4_A5_train_1m,train,1m,True,35,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,36,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,37,github,0.029,0.029058116232464924,direct,github,official,0.49964444777124895,0.014518726438242702
A4_A5_train_1m,train,1m,True,38,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,39,github,0.002,0.002,direct,github,official,0.49964444777124895,0.0009992888955424979
A4_A5_train_1m,train,1m,True,40,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,41,github,0.783,0.783,direct,github,official,0.49964444777124895,0.3912216026048879
A4_A5_train_1m,train,1m,True,42,github,0.376,0.37562437562437556,direct,github,official,0.49964444777124895,0.18767863372826132
A4_A5_train_1m,train,1m,True,43,github,0.007,0.006993006993006994,direct,github,official,0.49964444777124895,0.0034940171172814618
A4_A5_train_1m,train,1m,True,44,github,0.057,0.05699999999999999,direct,github,official,0.49964444777124895,0.028479733522961185
A4_A5_train_1m,train,1m,True,45,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,46,github,0.052,0.05194805194805194,direct,github,official,0.49964444777124895,0.025955555728376562
A4_A5_train_1m,train,1m,True,47,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,48,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,49,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,50,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,51,github,0.672,0.6726726726726726,direct,github,official,0.49964444777124895,0.3360971660683476
A4_A5_train_1m,train,1m,True,52,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,53,github,0.014,0.014014014014014012,direct,github,official,0.49964444777124895,0.007002024293090575
A4_A5_train_1m,train,1m,True,54,github,0.007,0.006993006993006994,direct,github,official,0.49964444777124895,0.0034940171172814618
A4_A5_train_1m,train,1m,True,55,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,56,github,0.008,0.007984031936127742,direct,github,official,0.49964444777124895,0.003989177227714562
A4_A5_train_1m,train,1m,True,57,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,58,github,0.143,0.143,direct,github,official,0.49964444777124895,0.0714491560312886
A4_A5_train_1m,train,1m,True,59,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,60,github,0.008,0.008,direct,github,official,0.49964444777124895,0.0039971555821699915
A4_A5_train_1m,train,1m,True,61,github,0.01,0.01001001001001001,direct,github,official,0.49964444777124895,0.005001445923636125
A4_A5_train_1m,train,1m,True,62,github,0.083,0.083,direct,github,official,0.49964444777124895,0.04147048916501366
A4_A5_train_1m,train,1m,True,63,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,64,github,0.036,0.03596403596403596,direct,github,official,0.49964444777124895,0.017969230888876083
A4_A5_train_1m,train,1m,True,65,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,66,github,0.002,0.001998001998001998,direct,github,official,0.49964444777124895,0.0009982906049375603
A4_A5_train_1m,train,1m,True,67,github,0.078,0.0779220779220779,direct,github,official,0.49964444777124895,0.038933333592564845
A4_A5_train_1m,train,1m,True,68,github,0.005,0.005,direct,github,official,0.49964444777124895,0.0024982222388562447
A4_A5_train_1m,train,1m,True,69,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,70,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,71,github,0.502,0.502,direct,github,official,0.49964444777124895,0.250821512781167
A4_A5_train_1m,train,1m,True,72,github,0.185,0.185,direct,github,official,0.49964444777124895,0.09243422283768106
A4_A5_train_1m,train,1m,True,73,github,0.108,0.1078921078921079,direct,github,official,0.49964444777124895,0.05390769266662826
A4_A5_train_1m,train,1m,True,74,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,75,github,0.004,0.004,direct,github,official,0.49964444777124895,0.0019985777910849958
A4_A5_train_1m,train,1m,True,76,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,77,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,78,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,79,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,80,github,0.203,0.203,direct,github,official,0.49964444777124895,0.10142782289756354
A4_A5_train_1m,train,1m,True,81,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,82,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,83,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,84,github,0.003,0.0029970029970029974,direct,github,official,0.49964444777124895,0.0014974359074063407
A4_A5_train_1m,train,1m,True,85,github,0.724,0.7232767232767233,direct,github,official,0.49964444777124895,0.36138119898739685
A4_A5_train_1m,train,1m,True,86,github,0.178,0.1783567134268537,direct,github,official,0.49964444777124895,0.08911494158645522
A4_A5_train_1m,train,1m,True,87,github,0.187,0.18681318681318684,direct,github,official,0.49964444777124895,0.09334017156166191
A4_A5_train_1m,train,1m,True,88,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,89,github,0.156,0.15615615615615613,direct,github,official,0.49964444777124895,0.07802255640872355
A4_A5_train_1m,train,1m,True,90,github,0.096,0.0960960960960961,direct,github,official,0.49964444777124895,0.048013880866906805
A4_A5_train_1m,train,1m,True,91,github,0.063,0.06306306306306306,direct,github,official,0.49964444777124895,0.03150910931890759
A4_A5_train_1m,train,1m,True,92,github,0.32,0.3203203203203204,direct,github,official,0.49964444777124895,0.16004626955635604
A4_A5_train_1m,train,1m,True,93,github,0.475,0.4754754754754754,direct,github,official,0.49964444777124895,0.23756868137271595
A4_A5_train_1m,train,1m,True,94,github,0.432,0.432,direct,github,official,0.49964444777124895,0.21584640143717954
A4_A5_train_1m,train,1m,True,95,github,0.013,0.013013013013013011,direct,github,official,0.49964444777124895,0.006501879700726962
A4_A5_train_1m,train,1m,True,96,github,0.103,0.10310310310310308,direct,github,official,0.49964444777124895,0.051514893013452086
A4_A5_train_1m,train,1m,True,97,github,0.001,0.000998003992015968,direct,github,official,0.49964444777124895,0.0004986471534643203
A4_A5_train_1m,train,1m,True,98,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,99,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,100,github,0.021,0.02102102102102102,direct,github,official,0.49964444777124895,0.010503036439635863
A4_A5_train_1m,train,1m,True,101,github,0.002,0.001998001998001998,direct,github,official,0.49964444777124895,0.0009982906049375603
A4_A5_train_1m,train,1m,True,102,github,0.101,0.101,direct,github,official,0.49964444777124895,0.05046408922489615
A4_A5_train_1m,train,1m,True,103,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,104,github,0.359,0.359,direct,github,official,0.49964444777124895,0.17937235674987836
A4_A5_train_1m,train,1m,True,105,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,106,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,107,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,108,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,109,github,0.05,0.049950049950049945,direct,github,official,0.49964444777124895,0.024957265123439005
A4_A5_train_1m,train,1m,True,110,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,111,github,0.678,0.6786786786786787,direct,github,official,0.49964444777124895,0.3390980336225293
A4_A5_train_1m,train,1m,True,112,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,113,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,114,github,0.653,0.6536536536536536,direct,github,official,0.49964444777124895,0.326594418813439
A4_A5_train_1m,train,1m,True,115,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,116,github,0.908,0.908,direct,github,official,0.49964444777124895,0.45367715857629404
A4_A5_train_1m,train,1m,True,117,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,118,github,0.101,0.10089910089910091,direct,github,official,0.49964444777124895,0.0504136755493468
A4_A5_train_1m,train,1m,True,119,github,0.02,0.019980019980019983,direct,github,official,0.49964444777124895,0.009982906049375606
A4_A5_train_1m,train,1m,True,120,github,0.903,0.903,direct,github,official,0.49964444777124895,0.45117893633743783
A4_A5_train_1m,train,1m,True,121,github,0.013,0.012987012987012984,direct,github,official,0.49964444777124895,0.0064888889320941405
A4_A5_train_1m,train,1m,True,122,github,0.402,0.4019999999999999,direct,github,official,0.49964444777124895,0.20085706800404204
A4_A5_train_1m,train,1m,True,123,github,0.016,0.015984015984015987,direct,github,official,0.49964444777124895,0.007986324839500484
A4_A5_train_1m,train,1m,True,124,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,125,github,0.022,0.022022022022022022,direct,github,official,0.49964444777124895,0.011003181031999477
A4_A5_train_1m,train,1m,True,126,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,127,github,0.802,0.8028028028028028,direct,github,official,0.49964444777124895,0.40111596307561725
A4_A5_train_1m,train,1m,True,128,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,129,github,0.056,0.05605605605605605,direct,github,official,0.49964444777124895,0.0280080971723623
A4_A5_train_1m,train,1m,True,130,github,0.296,0.2962962962962962,direct,github,official,0.49964444777124895,0.14804279933962927
A4_A5_train_1m,train,1m,True,131,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,132,github,0.045,0.045,direct,github,official,0.49964444777124895,0.022484000149706203
A4_A5_train_1m,train,1m,True,133,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,134,github,0.072,0.072,direct,github,official,0.49964444777124895,0.03597440023952992
A4_A5_train_1m,train,1m,True,135,github,0.016,0.016016016016016016,direct,github,official,0.49964444777124895,0.008002313477817801
A4_A5_train_1m,train,1m,True,136,github,0.159,0.15915915915915915,direct,github,official,0.49964444777124895,0.0795229901858144
A4_A5_train_1m,train,1m,True,137,github,0.003,0.0029970029970029966,direct,github,official,0.49964444777124895,0.0014974359074063403
A4_A5_train_1m,train,1m,True,138,github,0.738,0.738,direct,github,official,0.49964444777124895,0.3687376024551817
A4_A5_train_1m,train,1m,True,139,github,0.003,0.003,direct,github,official,0.49964444777124895,0.0014989333433137468
A4_A5_train_1m,train,1m,True,140,github,0.111,0.11088911088911088,direct,github,official,0.49964444777124895,0.055405128574034596
A4_A5_train_1m,train,1m,True,141,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,142,github,0.001,0.001002004008016032,direct,github,official,0.49964444777124895,0.0005006457392497484
A4_A5_train_1m,train,1m,True,143,github,0.201,0.20120120120120116,direct,github,official,0.49964444777124895,0.1005290630650861
A4_A5_train_1m,train,1m,True,144,github,0.045,0.04509018036072144,direct,github,official,0.49964444777124895,0.022529058266238678
A4_A5_train_1m,train,1m,True,145,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,146,github,0.098,0.09790209790209789,direct,github,official,0.49964444777124895,0.04891623964194045
A4_A5_train_1m,train,1m,True,147,github,0.012,0.012,direct,github,official,0.49964444777124895,0.005995733373254987
A4_A5_train_1m,train,1m,True,148,github,0.245,0.2452452452452452,direct,github,official,0.49964444777124895,0.12253542512908507
A4_A5_train_1m,train,1m,True,149,github,0.001,0.0009990009990009992,direct,github,official,0.49964444777124895,0.0004991453024687803
A4_A5_train_1m,train,1m,True,150,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,151,github,0.008,0.008008008008008008,direct,github,official,0.49964444777124895,0.004001156738908901
A4_A5_train_1m,train,1m,True,152,github,0.001,0.001,direct,github,official,0.49964444777124895,0.0004996444477712489
A4_A5_train_1m,train,1m,True,153,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,154,github,0.131,0.131,direct,github,official,0.49964444777124895,0.06545342265803361
A4_A5_train_1m,train,1m,True,155,github,0.059,0.05905905905905905,direct,github,official,0.49964444777124895,0.02950853094945314
A4_A5_train_1m,train,1m,True,156,github,0.154,0.154,direct,github,official,0.49964444777124895,0.07694524495677234
A4_A5_train_1m,train,1m,True,157,github,0.365,0.3646353646353646,direct,github,official,0.49964444777124895,0.18218803540110476
A4_A5_train_1m,train,1m,True,158,github,0.756,0.756,direct,github,official,0.49964444777124895,0.3777312025150642
A4_A5_train_1m,train,1m,True,159,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,160,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,161,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,162,github,0.425,0.425,direct,github,official,0.49964444777124895,0.21234889030278079
A4_A5_train_1m,train,1m,True,163,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,164,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,165,github,0.115,0.11523046092184369,direct,github,official,0.49964444777124895,0.057574260013721075
A4_A5_train_1m,train,1m,True,166,github,0.595,0.5955955955955956,direct,github,official,0.49964444777124895,0.29758603245634946
A4_A5_train_1m,train,1m,True,167,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,168,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,169,github,0.095,0.095,direct,github,official,0.49964444777124895,0.04746622253826865
A4_A5_train_1m,train,1m,True,170,github,0.016,0.015968063872255488,direct,github,official,0.49964444777124895,0.007978354455429125
A4_A5_train_1m,train,1m,True,171,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,172,github,0.031,0.030969030969030965,direct,github,official,0.49964444777124895,0.015473504376532183
A4_A5_train_1m,train,1m,True,173,github,0.007,0.006986027944111776,direct,github,official,0.49964444777124895,0.003490530074250242
A4_A5_train_1m,train,1m,True,174,github,0.417,0.4174174174174174,direct,github,official,0.49964444777124895,0.20856029501562642
A4_A5_train_1m,train,1m,True,175,github,0.18,0.18,direct,github,official,0.49964444777124895,0.08993600059882481
A4_A5_train_1m,train,1m,True,176,github,0.752,0.7527527527527528,direct,github,official,0.49964444777124895,0.3761087334574367
A4_A5_train_1m,train,1m,True,177,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,178,github,0.945,0.9440559440559441,direct,github,official,0.49964444777124895,0.4716923108329973
A4_A5_train_1m,train,1m,True,179,github,0.406,0.40681362725450904,direct,github,official,0.49964444777124895,0.20326217013539788
A4_A5_train_1m,train,1m,True,180,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,181,github,0.046,0.04604604604604604,direct,github,official,0.49964444777124895,0.023006651248726175
A4_A5_train_1m,train,1m,True,182,github,0.023,0.022977022977022973,direct,github,official,0.49964444777124895,0.011480341956781942
A4_A5_train_1m,train,1m,True,183,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,184,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,185,github,0.079,0.079,direct,github,official,0.49964444777124895,0.039471911373928664
A4_A5_train_1m,train,1m,True,186,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,187,github,0.022,0.02197802197802198,direct,github,official,0.49964444777124895,0.010981196654313165
A4_A5_train_1m,train,1m,True,188,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,189,github,0.0,0.0,direct,github,official,0.49964444777124895,0.0
A4_A5_train_1m,train,1m,True,190,github,0.116,0.11611611611611611,direct,github,official,0.49964444777124895,0.05801677271417905
A4_A5_train_1m,train,1m,True,191,github,0.008,0.008008008008008008,direct,github,official,0.49964444777124895,0.004001156738908901
A4_A5_train_1m,train,1m,True,192,github,0.002,0.002,direct,github,official,0.49964444777124895,0.0009992888955424979
A4_A5_train_1m,train,1m,True,193,github,0.342,0.342,direct,github,official,0.49964444777124895,0.17087840113776714
A4_A5_train_1m,train,1m,True,194,github,0.31,0.31031031031031026,direct,github,official,0.49964444777124895,0.15504482363271987
