dataset,role,scale,loss_observed,index,mixture_sum_raw,mapped_share_direct_near_direct,quality_score_mapped_0_1,quality_score_proxy_0_1,proxy_low_share,proxy_middle_share,proxy_high_share,loss_mean_13_domains,p_arxiv,p_freelaw,p_nih_exporter,p_pubmed_central,p_wikipedia_en,p_dm_mathematics,p_github,p_philpapers,p_stackexchange,p_enron_emails,p_gutenberg_pg_19,p_pile_cc,p_ubuntu_irc,p_europarl,p_hackernews,p_pubmed_abstracts,p_uspto_backgrounds,metric/the_pile_arxiv_val_loss,metric/the_pile_freelaw_val_loss,metric/the_pile_pubmed_central_val_loss,metric/the_pile_wikipedia_en_val_loss,metric/the_pile_dm_mathematics_val_loss,metric/the_pile_github_val_loss,metric/the_pile_stackexchange_val_loss,metric/the_pile_gutenberg_pg_19_val_loss,metric/the_pile_pile_cc_val_loss,metric/the_pile_ubuntu_irc_val_loss,metric/the_pile_hackernews_val_loss,metric/the_pile_pubmed_abstracts_val_loss,metric/the_pile_uspto_backgrounds_val_loss,quality_score_soft_proxy_0_1,quality_score_soft_low_0_1,quality_score_soft_high_0_1,quality_score_soft_range_width
A4_A5_train_1m,train,1m,True,117,1.0,0.266,0.3219009889869903,0.0888688630931261,0.8301082426170527,0.1620457885796427,0.0078459688033047,5.493302418635442,0.0,0.6960000000000001,0.016,0.0,0.002,0.0,0.0,0.005,0.181,0.0,0.0,0.083,0.0,0.0,0.006,0.0,0.011,5.479312419891357,3.9554905891418457,6.383959770202637,5.87429141998291,5.252535343170166,5.255712032318115,4.56742000579834,5.388412952423096,5.606517314910889,7.349263668060303,5.10959529876709,5.930854320526123,5.259566307067871,0.22355147923520194,0.08886038615428972,0.45824076307053946,0.36938037691624975
A4_A5_train_1m,train,1m,True,118,1.001,0.8581418581418583,0.2965372672914587,0.259677096711964,0.5331778823135449,0.4142900419489823,0.0525320757374729,5.253312000861535,0.0,0.0,0.0,0.1038961038961039,0.0189810189810189,0.0,0.1008991008991009,0.0109890109890109,0.4245754245754246,0.0,0.1438561438561438,0.1698301698301698,0.0,0.0,0.0259740259740259,0.0009990009990009,0.0,5.058100700378418,5.774044036865234,4.586391925811768,5.578293323516846,5.144877910614014,4.26485538482666,4.246398448944092,4.941940307617188,5.494592666625977,7.1207146644592285,4.911623477935791,5.593939304351807,5.57728385925293,0.27615302921828583,0.2596584660771587,0.32648532727608676,0.06682686119892806
A4_A5_train_1m,train,1m,True,119,1.001,0.5334665334665335,0.0982565091941791,0.0553881358011834,0.916374703951368,0.0564743204948974,0.0271509755537347,5.23164596924415,0.3506493506493506,0.4475524475524476,0.0,0.0089910089910089,0.0799200799200799,0.0009990009990009,0.0199800199800199,0.0,0.0,0.0,0.0829170829170829,0.0,0.0089910089910089,0.0,0.0,0.0,0.0,3.962941884994507,4.112522602081299,5.3032708168029785,5.439176082611084,3.788871288299561,5.263002872467041,5.697843074798584,5.013818740844727,5.803979396820068,6.005463600158691,5.747857093811035,6.167215824127197,5.705434322357178,0.14118515089406397,0.05538813580118337,0.2892522736360555,0.23386413783487212
A4_A5_train_1m,train,1m,True,120,1.0,0.926,0.4987531687804041,0.4705936822585913,0.3361414741398054,0.3865296872032068,0.2773288386569877,5.474159240722656,0.0,0.0,0.0,0.005,0.021,0.008,0.903,0.0,0.0,0.0,0.002,0.0,0.048,0.0,0.0,0.011,0.002,6.376014709472656,6.526675701141357,5.621170520782471,6.055512428283691,2.656043529510498,3.717090606689453,4.946269035339356,5.999734878540039,6.20585298538208,5.371146202087402,5.764069080352783,5.989230632781982,5.935259819030762,0.479039796111043,0.4705936822585912,0.49941153429065416,0.02881785203206294
A4_A5_train_1m,train,1m,True,121,1.001,0.5914085914085914,0.0915893870654162,0.0607659243656045,0.8858665584795462,0.1067350343096977,0.0073984072107557,4.878322711357703,0.1318681318681318,0.2957042957042957,0.0019980019980019,0.0009990009990009,0.0029970029970029,0.0309690309690309,0.0129870129870129,0.0,0.0399600399600399,0.0029970029970029,0.2397602397602397,0.1638361638361638,0.0179820179820179,0.0009990009990009,0.0059940059940059,0.0419580419580419,0.0089910089910089,4.239254474639893,4.234015941619873,5.490855693817139,5.73520565032959,2.1392645835876465,5.122607707977295,4.996569633483887,4.78140926361084,5.4395294189453125,5.570527076721191,5.092272758483887,5.352879524230957,5.223803520202637,0.12847070871256286,0.06026170256401416,0.26158817896376213,0.20132647639974796
A4_A5_train_1m,train,1m,True,122,1.0000000000000002,0.8299999999999998,0.3355147512321858,0.2992153064840595,0.5336706107108051,0.3342281656102704,0.1321012236789242,5.401022837712215,0.0,0.0199999999999999,0.0,0.0,0.0019999999999999,0.0,0.4019999999999999,0.0,0.0,0.0,0.0,0.4259999999999999,0.0049999999999999,0.0379999999999999,0.0009999999999999,0.0,0.1059999999999999,6.236365795135498,5.00108814239502,6.307534217834473,5.729959011077881,5.410891056060791,4.035253524780273,4.993117332458496,5.389898777008057,5.357866287231445,5.915676116943359,5.166863441467285,5.9212260246276855,4.747557163238525,0.30869648379846104,0.28003571759517043,0.36477774352271386,0.08474202592754343
A4_A5_train_1m,train,1m,True,123,1.001,0.4515484515484517,0.3394116310475039,0.1622001323238499,0.6983990657889904,0.2788016037743197,0.02279933043669,5.233468826000507,0.0179820179820179,0.0739260739260739,0.0,0.4605394605394606,0.0,0.0,0.0159840159840159,0.0,0.3416583416583417,0.0,0.0,0.0759240759240759,0.0,0.0129870129870129,0.0,0.0,0.0009990009990009,4.538226127624512,4.69615364074707,4.094334602355957,5.995516300201416,5.170372009277344,4.643681526184082,4.337979793548584,5.673089504241943,5.660676002502441,7.137072563171387,5.501818656921387,5.178438663482666,5.407735347747803,0.227942098871455,0.15564524890317694,0.4316822250084632,0.27603697610528627
A4_A5_train_1m,train,1m,True,124,1.001,0.932067932067932,0.0389970259464355,0.0371647500557559,0.9288822777772427,0.0679059443340025,0.0032117778887546,5.488834692881658,0.7132867132867133,0.0119880119880119,0.0309690309690309,0.0209790209790209,0.0039960039960039,0.0,0.0,0.0,0.0,0.0,0.0429570429570429,0.1718281718281718,0.0029970029970029,0.0,0.0,0.0,0.0009990009990009,3.728559255599976,5.145946025848389,4.857710361480713,5.790128231048584,5.4473419189453125,6.728346824645996,6.157440185546875,5.159739971160889,5.518735408782959,6.234559059143066,5.5299506187438965,5.604667663574219,5.451725482940674,0.046546358855339885,0.037164750055755834,0.07083359161640769,0.033668841560651856
A4_A5_train_1m,train,1m,True,125,0.999,0.1671671671671671,0.3955271006238554,0.0923122339731109,0.8325835380786698,0.1502084558964381,0.0172080060248918,4.976043426073515,0.0,0.002002002002002,0.035035035035035,0.4534534534534534,0.0,0.1821821821821821,0.022022022022022,0.052052052052052,0.1431431431431431,0.002002002002002,0.002002002002002,0.0,0.018018018018018,0.012012012012012,0.073073073073073,0.001001001001001,0.002002002002002,5.052676677703857,5.73390007019043,4.065041542053223,6.331191062927246,1.8561370372772217,4.768402099609375,4.597282409667969,5.634617328643799,5.874026775360107,5.402242183685303,4.921910762786865,5.082621574401856,5.3685150146484375,0.18323069591392094,0.08616121050504273,0.4889067325367204,0.4027455220316777
A4_A5_train_1m,train,1m,True,126,1.0,0.682,0.2498236468891836,0.1882530837422317,0.6688474895648128,0.2857988533859113,0.0453536570492759,5.585982726170466,0.0,0.002,0.0,0.004,0.145,0.0,0.0,0.0,0.001,0.0,0.0,0.536,0.0,0.029,0.013,0.0,0.27,6.597900390625,5.284028053283691,5.255824089050293,5.083498001098633,5.579577445983887,6.378727912902832,5.939358234405518,5.267014026641846,5.238536357879639,7.076951026916504,4.945696830749512,5.584359645843506,4.386303424835205,0.21698159944015494,0.17361602906386905,0.33181242717842324,0.1581963981145542
A4_A5_train_1m,train,1m,True,127,0.999,0.8798798798798799,0.4595783807264726,0.4138353084476415,0.4171739337658681,0.3379815155729805,0.2448445506611513,5.2504966259002686,0.059059059059059,0.001001001001001,0.0,0.002002002002002,0.003003003003003,0.062062062062062,0.8028028028028028,0.001001001001001,0.0,0.0,0.007007007007007,0.008008008008008,0.021021021021021,0.008008008008008,0.007007007007007,0.0,0.018018018018018,4.560189723968506,6.032604694366455,5.9205474853515625,6.381864547729492,2.04323959350586,3.75543999671936,4.888918876647949,5.738728046417236,6.107421875,5.489173412322998,5.4299492835998535,6.513606548309326,5.394772052764893,0.4243728759987598,0.4097917613256178,0.46535274940797733,0.05556098808235954
A4_A5_train_1m,train,1m,True,128,1.0,0.289,0.166625719071377,0.0637792993871892,0.8738874423206262,0.1246665165843692,0.0014460410950045,5.531904037182148,0.0,0.029,0.012,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.032,0.248,0.0,0.0,0.075,0.152,0.443,6.386459827423096,4.800906181335449,6.015259742736816,5.842191219329834,5.629854679107666,6.055182933807373,5.435364246368408,5.076678276062012,5.393741130828857,7.483547210693359,4.796361923217773,4.788577079772949,4.210628032684326,0.15017412057874885,0.06377929938718917,0.409093982811628,0.34531468342443883
A4_A5_train_1m,train,1m,True,129,0.999,0.6716716716716715,0.264179064241448,0.2130261987307652,0.6145179098040584,0.3449117829303524,0.040570307265589,5.114644875893226,0.2282282282282282,0.001001001001001,0.013013013013013,0.1581581581581581,0.0,0.009009009009009,0.056056056056056,0.0,0.3853853853853853,0.0,0.002002002002002,0.0,0.0,0.029029029029029,0.1111111111111111,0.007007007007007,0.0,3.993977546691896,6.077042102813721,4.405641555786133,6.397871494293213,2.5049006938934326,4.368973255157471,4.264232635498047,5.652474403381348,5.966623306274414,7.055220127105713,4.83425760269165,5.353143215179443,5.616025447845459,0.24237129139730373,0.19837449234601787,0.3441174695755871,0.14574297722956922
A4_A5_train_1m,train,1m,True,130,0.999,0.9449449449449449,0.2801064435183988,0.2745853688801241,0.541560785678714,0.3677076908823234,0.0907315234389624,5.506486379183256,0.0,0.0,0.0,0.0,0.0,0.0,0.2962962962962962,0.0,0.0,0.023023023023023,0.0,0.6486486486486486,0.029029029029029,0.0,0.003003003003003,0.0,0.0,6.638150691986084,5.494897842407227,6.387492656707764,5.764348030090332,5.521823406219482,4.154872417449951,5.039986610412598,5.286116123199463,5.234175682067871,5.476996898651123,5.034037113189697,6.02403736114502,5.527388095855713,0.28119099409039655,0.2745853688801241,0.2926338665479163,0.018048497667792207
A4_A5_train_1m,train,1m,True,131,0.999,0.0,,0.0054136854784,0.9911856536905732,0.0068013216620532,0.0020130246473733,5.957377782234778,0.0,0.0,0.0,0.8418418418418419,0.0,0.0,0.0,0.0,0.0,0.001001001001001,0.0,0.0,0.0,0.0,0.005005005005005,0.0,0.1521521521521521,5.80906867980957,6.436429500579834,3.875989198684693,6.489955902099609,4.679980278015137,7.63482141494751,6.98902702331543,6.191816806793213,6.219409465789795,8.104426383972168,5.568717002868652,4.929610252380371,4.516659259796143,0.1236876327774792,0.005413685478399989,0.5076499999999999,0.5022363145215999
A4_A5_train_1m,train,1m,True,132,1.0,0.506,0.3651672541573577,0.1865225494584096,0.6614043645380595,0.3041461720070617,0.0344494634548787,5.082580731465266,0.041,0.315,0.004,0.172,0.02,0.003,0.045,0.0,0.39,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,4.413697719573975,4.24168872833252,4.431280136108398,5.720302581787109,3.178738832473755,4.453651428222656,4.2930755615234375,5.600865364074707,5.780411720275879,7.360507011413574,5.538668155670166,5.4826340675354,5.578028202056885,0.2665260121068551,0.18652254945840957,0.43555373060362296,0.2490311811452134
A4_A5_train_1m,train,1m,True,133,0.998,0.1242484969939879,0.349601908545019,0.0585739310184994,0.8913966277232406,0.1000588825165197,0.0085444897602396,5.319046313946064,0.0110220440881763,0.0,0.0200400801603206,0.0210420841683366,0.0,0.0,0.0,0.001002004008016,0.1122244488977955,0.003006012024048,0.0,0.001002004008016,0.0240480961923847,0.0140280561122244,0.002004008016032,0.1673346693386773,0.6232464929859719,4.70897388458252,6.305519104003906,4.592620372772217,6.36790943145752,5.412957668304443,5.325020790100098,4.7019476890563965,6.064590930938721,5.98814058303833,5.34297513961792,5.468704700469971,4.7456955909729,4.122546195983887,0.15847961158369556,0.051491907255721156,0.48801276218395,0.43652085492822884
A4_A5_train_1m,train,1m,True,134,1.0,0.2099999999999999,0.4540852089680218,0.1228027624147688,0.8004884997071124,0.1534174757562371,0.0460940245366502,4.923890682367178,0.01,0.017,0.0,0.586,0.082,0.014,0.072,0.002,0.046,0.0,0.0,0.0,0.136,0.0,0.0,0.033,0.002,4.7680277824401855,5.153298854827881,4.0198845863342285,5.4663567543029785,2.391764879226685,4.624600887298584,4.869872570037842,5.95463752746582,5.815938472747803,4.912967681884766,5.752771854400635,4.932290554046631,5.348166465759277,0.2165660012460323,0.12279937163923421,0.4964013938832846,0.37360202224405037
A4_A5_train_1m,train,1m,True,135,0.999,0.7857857857857857,0.1389234457027229,0.1455558339843953,0.7413789651154774,0.2261304018002543,0.0324906330842681,4.972090299312885,0.4604604604604604,0.002002002002002,0.0,0.081081081081081,0.009009009009009,0.022022022022022,0.016016016016016,0.005005005005005,0.1971971971971972,0.016016016016016,0.0,0.103103103103103,0.005005005005005,0.063063063063063,0.0,0.02002002002002,0.0,3.8103959560394287,5.658156394958496,4.549788475036621,5.788498401641846,2.204820156097412,4.740639686584473,4.486365795135498,5.678669452667236,5.613746643066406,5.651722431182861,5.528378009796143,5.381089210510254,5.54490327835083,0.15063264924478748,0.11371777951740769,0.21790991479142882,0.10419213527402113
A4_A5_train_1m,train,1m,True,136,0.999,0.4314314314314314,0.2629211787213486,0.1512762571984574,0.7470328344266817,0.2033818167497215,0.0495853488235966,4.926703443894019,0.0,0.018018018018018,0.054054054054054,0.059059059059059,0.0,0.2252252252252252,0.1591591591591591,0.008008008008008,0.0,0.0,0.0850850850850851,0.1871871871871872,0.1621621621621621,0.0,0.039039039039039,0.001001001001001,0.002002002002002,5.917137145996094,5.043018341064453,4.669155120849609,5.9141058921813965,1.8249038457870483,4.396827697753906,5.150026798248291,5.035243988037109,5.439111232757568,4.7838945388793945,4.925390720367432,5.46488618850708,5.483443260192871,0.21587803945730819,0.1512626805196403,0.40206629432322427,0.25080361380358396
A4_A5_train_1m,train,1m,True,137,1.001,0.8071928071928071,0.2045506923344592,0.1748663197045313,0.6780194971963023,0.2942283661983322,0.0277521366053651,4.777031256602361,0.1058941058941058,0.0349650349650349,0.0369630369630369,0.0279720279720279,0.0819180819180819,0.0399600399600399,0.0029970029970029,0.0,0.1158841158841158,0.0049950049950049,0.0739260739260739,0.4265734265734265,0.0299700299700299,0.0,0.0159840159840159,0.0,0.0019980019980019,4.235694408416748,4.751755237579346,4.774657249450684,5.233566761016846,2.0835368633270264,5.060219764709473,4.630792617797852,4.939774990081787,5.222708702087402,5.450379371643066,4.889801025390625,5.506816387176514,5.32170295715332,0.1998870714635463,0.17486631970453112,0.2629904189872554,0.08812409928272427
A4_A5_train_1m,train,1m,True,138,1.0,0.954,0.4570766220248209,0.4386487015152082,0.351790121390401,0.4191223541887817,0.2290875244208173,5.449319784457867,0.008,0.0,0.01,0.028,0.001,0.0,0.738,0.0,0.144,0.0,0.0,0.063,0.002,0.003,0.003,0.0,0.0,4.950296878814697,6.093699932098389,5.077485084533691,6.2149658203125,5.202714920043945,3.748525381088257,4.450253009796143,5.83129358291626,5.840117454528809,6.191337585449219,5.382484436035156,5.952121257781982,5.905861854553223,0.44328910146756473,0.43713452344503273,0.4594029974116792,0.022268473966646496
A4_A5_train_1m,train,1m,True,139,1.0,0.6580000000000001,0.2284840139410729,0.1567489199497705,0.7273842358003457,0.2317336884997678,0.0408820756998866,4.83827004982875,0.157,0.15,0.001,0.0,0.123,0.067,0.003,0.038,0.201,0.013,0.13,0.044,0.015,0.0,0.001,0.057,0.0,4.121966361999512,4.428781986236572,5.719143390655518,5.265981197357178,1.992281556129456,4.938169479370117,4.498353481292725,4.904692649841309,5.502066612243652,5.545866012573242,5.211484432220459,5.255604267120361,5.513119220733643,0.20567838736974883,0.15668449521461414,0.3239587811732261,0.16727428595861193
A4_A5_train_1m,train,1m,True,140,1.001,0.3676323676323676,0.2751110131978941,0.1173399542656843,0.8086891462173538,0.1479417990339235,0.0433690547487225,5.102373728385339,0.0519480519480519,0.0019980019980019,0.0069930069930069,0.5874125874125873,0.0009990009990009,0.0009990009990009,0.1108891108891108,0.0,0.0449550449550449,0.0059940059940059,0.0049950049950049,0.1538461538461538,0.0009990009990009,0.0239760239760239,0.0,0.0019980019980019,0.0019980019980019,4.42227840423584,5.644887447357178,4.015228748321533,5.853856086730957,3.674470186233521,4.481783866882324,4.832248687744141,5.477720737457275,5.550307273864746,6.521210670471191,5.480460166931152,5.056388378143311,5.320017814636231,0.18472378405508066,0.10523863102751875,0.42216114171510943,0.3169225106875907
A4_A5_train_1m,train,1m,True,141,1.0,0.177,0.0264223931298337,0.0457908381416877,0.926597414036496,0.0552234956436327,0.0181790903198714,5.222839227089515,0.034,0.001,0.045,0.017,0.002,0.001,0.0,0.002,0.003,0.0,0.127,0.011,0.026,0.067,0.0,0.107,0.557,4.588603973388672,5.798393249511719,4.679448127746582,6.030707359313965,3.544260740280152,6.425167083740234,5.881264686584473,4.99908971786499,5.80615234375,5.385435581207275,5.740716457366943,4.854948043823242,4.162722587585449,0.12302721773993185,0.01197080379890174,0.42247271358398064,0.4105019097850789
A4_A5_train_1m,train,1m,True,142,0.998,0.4208416833667334,0.0877082182728824,0.0581836409346441,0.8850734280666231,0.113485861997465,0.0014407099359116,5.015156672551082,0.001002004008016,0.0050100200400801,0.0,0.0480961923847695,0.0,0.032064128256513,0.001002004008016,0.0150300601202404,0.003006012024048,0.001002004008016,0.2234468937875751,0.1923847695390781,0.1082164328657314,0.0,0.0,0.0571142284569138,0.312625250501002,5.613559246063232,5.235410213470459,4.577792167663574,5.894211292266846,2.208101749420166,5.987585544586182,5.695223331451416,4.806960105895996,5.38145112991333,4.959554195404053,5.403906345367432,5.082320213317871,4.350961208343506,0.12608424403041057,0.05815815915457481,0.3309209936619343,0.2727628345073595
A4_A5_train_1m,train,1m,True,143,0.9990000000000002,0.6336336336336336,0.486114157221779,0.3192247485217521,0.5177686336555909,0.3260132356453136,0.1562181306990953,4.806556151463435,0.002002002002002,0.013013013013013,0.0,0.038038038038038,0.3673673673673673,0.021021021021021,0.2012012012012011,0.001001001001001,0.053053053053053,0.0,0.007007007007007,0.003003003003003,0.038038038038038,0.0,0.018018018018018,0.069069069069069,0.1681681681681681,5.165351867675781,5.115029335021973,4.660677909851074,5.0248308181762695,2.283207893371582,4.279149532318115,4.764184474945068,5.391175270080566,5.590523719787598,5.425124168395996,5.126635551452637,5.107755184173584,4.551584243774414,0.36299736320168874,0.3192230514368999,0.49400416568707295,0.17478111425017306
A4_A5_train_1m,train,1m,True,144,0.998,0.2655310621242485,0.1868315571950536,0.0611006806951383,0.8946360072213502,0.0885266241670229,0.0168373686116268,4.959281939726609,0.001002004008016,0.1062124248496993,0.0,0.4629258517034068,0.001002004008016,0.001002004008016,0.0450901803607214,0.001002004008016,0.0080160320641282,0.0,0.0811623246492986,0.1292585170340681,0.0360721442885771,0.0040080160320641,0.0,0.0891783567134268,0.034068136272545,5.286879062652588,4.533210754394531,4.033328533172607,5.837502956390381,3.6559574604034415,4.89183235168457,5.22819709777832,5.033760070800781,5.46085262298584,5.364599704742432,5.450253963470459,4.816935062408447,4.877355575561523,0.15376360327695815,0.059076031916245886,0.4224627381329549,0.363386706216709
A4_A5_train_1m,train,1m,True,145,0.999,0.1091091091091091,0.50765,0.0595045888830441,0.9107664469241704,0.0594579283855706,0.0297756246902588,5.952231370485746,0.0,0.0,0.0,0.8878878878878879,0.1091091091091091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003003003003003,0.0,5.4775071144104,6.276673316955566,3.873107433319092,5.354714393615723,5.609218597412109,7.036310195922852,6.692845821380615,6.201164245605469,6.023936748504639,8.148336410522461,6.274499416351318,4.916210174560547,5.494483947753906,0.1647424614466125,0.05950458888304414,0.50765,0.4481454111169559
A4_A5_train_1m,train,1m,True,146,1.001,0.8301698301698301,0.2067467701562477,0.1892205535617161,0.652971786633125,0.3156153196103176,0.0314128937565573,5.150994777679443,0.0309690309690309,0.0009990009990009,0.0,0.0659340659340659,0.0,0.0,0.0979020979020978,0.0069930069930069,0.0,0.0,0.0199800199800199,0.6813186813186813,0.0959040959040958,0.0,0.0,0.0,0.0,4.6838884353637695,5.342663288116455,4.672183036804199,5.688608169555664,5.381775379180908,4.587844371795654,5.138607501983643,5.092923641204834,5.175911903381348,4.963066101074219,5.232637882232666,5.603987216949463,5.398835182189941,0.20891178683267297,0.18920869770320367,0.25784921678305855,0.06864051907985488
A4_A5_train_1m,train,1m,True,147,1.0,0.297,0.4971643082811709,0.1509403163273142,0.7737381997647973,0.150642967815777,0.0756188324194256,5.291426695310152,0.006,0.0,0.006,0.266,0.279,0.11,0.012,0.041,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.276,4.996802806854248,5.982933044433594,4.186285018920898,5.060754776000977,1.923478603363037,5.46308708190918,5.867171287536621,6.066047191619873,5.862433910369873,7.728199958801269,6.144623756408691,5.126022815704346,4.380706787109375,0.23139225728450463,0.15036607940546412,0.5045357495595079,0.35416967015404377
A4_A5_train_1m,train,1m,True,148,0.999,0.6426426426426426,0.4001186394065209,0.2920492860762783,0.5059804167760336,0.4039405942953764,0.0900789889285901,4.931557105137752,0.0,0.017017017017017,0.0,0.1151151151151151,0.0,0.052052052052052,0.2452452452452452,0.0,0.3353353353353353,0.002002002002002,0.032032032032032,0.03003003003003,0.1531531531531531,0.009009009009009,0.009009009009009,0.0,0.0,5.128347873687744,5.196589946746826,4.621880531311035,6.275412559509277,2.0527782440185547,4.066642761230469,4.308339595794678,5.341635704040527,5.734682559967041,4.794538021087647,5.1313018798828125,5.692175388336182,5.7659173011779785,0.3311468303633052,0.28750220478446015,0.4385457622612476,0.15104355747678744
A4_A5_train_1m,train,1m,True,149,1.001,0.4085914085914086,0.2071869481788461,0.0878796834880019,0.8675305650395966,0.0891795029448033,0.0432899320156002,5.27410074380728,0.2337662337662338,0.1088911088911089,0.0059940059940059,0.4615384615384616,0.1618381618381618,0.0129870129870129,0.0009990009990009,0.0,0.0,0.0,0.0069930069930069,0.0049950049950049,0.0,0.0009990009990009,0.0009990009990009,0.0,0.0,4.04158878326416,4.543621063232422,4.074098110198975,5.236604690551758,2.353811740875244,6.628946304321289,6.432332515716553,5.392258644104004,5.827014446258545,7.827167987823486,5.588314056396484,5.138169288635254,5.479382038116455,0.16477553193562075,0.0873754616864116,0.38488337842672116,0.2975079167403096
A4_A5_train_1m,train,1m,True,150,1.0,0.0,,0.0506817635476739,0.9220170890287362,0.0546022948471791,0.0233806161240843,5.937332300039438,0.0,0.671,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.011,0.183,0.0,6.429027080535889,3.976616382598877,4.549964904785156,6.426305770874023,6.018906593322754,7.618211269378662,7.00670051574707,5.631851673126221,6.060964107513428,7.69103193283081,5.323686599731445,4.868459224700928,5.583593845367432,0.18628290823552535,0.005256421442410799,0.5076500000000002,0.5023935785575894
A4_A5_train_1m,train,1m,True,151,0.999,0.3673673673673673,0.3587510552863771,0.1649938620754903,0.7062374578287964,0.2575373601914265,0.036225181979777,5.100791674393874,0.056056056056056,0.001001001001001,0.0,0.002002002002002,0.091091091091091,0.0,0.008008008008008,0.0,0.2102102102102102,0.0,0.0,0.002002002002002,0.1571571571571571,0.006006006006006,0.001001001001001,0.1991991991991991,0.2662662662662662,4.342798233032227,5.930690765380859,5.12022066116333,5.416519641876221,5.147745132446289,4.84575080871582,4.473705768585205,5.979284763336182,5.738433837890625,4.767544269561768,5.38859748840332,4.778486251831055,4.380514144897461,0.23764003433102213,0.1619624745476115,0.4529493866767771,0.2909869121291656
A4_A5_train_1m,train,1m,True,152,1.0,0.327,0.507625518188903,0.1912511726587531,0.7014919026080788,0.2145138494663363,0.0839942479255848,5.498166927924523,0.0,0.004,0.001,0.001,0.326,0.004,0.001,0.004,0.0,0.024,0.0,0.0,0.0,0.003,0.099,0.0,0.533,7.471311092376709,5.302067756652832,5.871480464935303,4.98746395111084,2.944221019744873,6.267423629760742,6.161843299865723,5.430422306060791,5.600975036621094,6.836495399475098,4.8429765701293945,5.575243949890137,4.184245586395264,0.2703826902485582,0.18973021303750856,0.5076419944477712,0.31791178141026266
A4_A5_train_1m,train,1m,True,153,1.0,0.196,0.3628165481439719,0.097713293188171,0.8477901199385454,0.1089931737465672,0.0432167063148874,5.385987942035381,0.0,0.136,0.0,0.0,0.127,0.0,0.0,0.011,0.015,0.0,0.05,0.004,0.022,0.04,0.0,0.089,0.506,6.153942584991455,4.437723159790039,6.149198532104492,5.265200138092041,5.674229621887207,5.985934257507324,5.374651908874512,5.092013359069824,5.655169486999512,5.405799865722656,5.64144229888916,4.978597164154053,4.2039408683776855,0.1895757895544556,0.0775056029870585,0.4792626434362185,0.40175704044916
A4_A5_train_1m,train,1m,True,154,1.0,0.45,0.4307276823623543,0.1964145049397027,0.7043710620757254,0.1984288659691437,0.0972000719551309,5.031752347946167,0.056,0.386,0.0,0.07,0.219,0.066,0.131,0.024,0.044,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,4.461211681365967,4.168231964111328,4.714529514312744,5.175956726074219,2.014286756515503,4.437238693237305,4.865920543670654,5.540300369262695,5.772377014160156,7.562745571136475,5.327159404754639,5.722930908203125,5.649891376495361,0.2862931185317743,0.19637381563328818,0.47303495706305954,0.2766611414297714
A4_A5_train_1m,train,1m,True,155,0.999,0.3873873873873874,0.1275616329568662,0.0843308890342649,0.8603059731212077,0.1107262756890543,0.0289677511897377,5.387985853048471,0.0,0.001001001001001,0.008008008008008,0.004004004004004,0.0,0.0,0.059059059059059,0.0,0.0,0.026026026026026,0.2212212212212212,0.1071071071071071,0.048048048048048,0.038038038038038,0.0,0.4724724724724724,0.015015015015015,6.8755950927734375,5.63398551940918,5.020529747009277,5.966170310974121,5.768138885498047,4.81926965713501,5.470675468444824,4.847449779510498,5.481866836547852,5.180844783782959,5.438973903656006,4.5305585861206055,5.009757518768311,0.14492373965194186,0.06513210135769942,0.3604085605148219,0.2952764591571225
A4_A5_train_1m,train,1m,True,156,1.0,0.204,0.419415073409365,0.0889760626085456,0.869737456138133,0.0825729625066424,0.0476895813552243,5.079572989390447,0.008,0.36,0.011,0.411,0.0,0.011,0.154,0.0,0.005,0.0,0.0,0.037,0.002,0.0,0.0,0.0,0.001,4.939929962158203,4.209319591522217,4.161358833312988,6.150814056396484,2.4761979579925537,4.451655864715576,5.166479587554932,5.597262859344482,5.737084865570068,6.8570098876953125,5.629377365112305,5.21195650100708,5.446001529693604,0.20772089853618822,0.08897606260854556,0.4896500749755105,0.4006740123669649
A4_A5_train_1m,train,1m,True,157,1.001,0.7022977022977022,0.3184250385052698,0.2477523390676285,0.6254134477919411,0.2536684262808604,0.1209181259271983,5.245475769042969,0.1158841158841158,0.0139860139860139,0.0,0.0689310689310689,0.0,0.0,0.3646353646353646,0.0,0.0049950049950049,0.0189810189810189,0.0,0.2167832167832167,0.0,0.0379620379620379,0.0019980019980019,0.1558441558441558,0.0,4.281911849975586,5.149453639984131,4.481043815612793,5.973034381866455,5.467796325683594,4.082020282745361,4.907829761505127,5.508662223815918,5.549264907836914,7.112804889678955,5.264102458953857,4.926489353179932,5.486771106719971,0.2719935548105564,0.22859191060719994,0.37475774432487957,0.14616583371767963
