mapping_version,quality_score_version,dataset,role,scale_label,total_scale_tokens,log10_scale,index,mixture_domain,proportion,quality_domain,mapping_type,mapped,quality_model,quality_score_0_100,quality_contribution_0_100,quality_contribution_status
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,philpapers,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,stackexchange,0.988988988988989,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,60.71193078672171,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,enron_emails,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,gutenberg_pg_19,0.001001001001001,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,0.05608860908988144,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,pile_cc,0.001001001001001,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,0.06440011006362713,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,ubuntu_irc,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,europarl,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,hackernews,0.007007007007007,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,pubmed_abstracts,0.002002002002002,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,83,uspto_backgrounds,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,arxiv,0.1538461538461538,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,9.82497839926566,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,freelaw,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,nih_exporter,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,pubmed_central,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,wikipedia_en,0.0069930069930069,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,0.4272790693735953,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,dm_mathematics,0.1098901098901099,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,github,0.0029970029970029,github,direct,True,TOPSIS_CRITIC,51.70140753241471,0.1549492733239152,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,philpapers,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,stackexchange,0.3546453546453547,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,21.77092411015798,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,enron_emails,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,gutenberg_pg_19,0.0019980019980019,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,0.11195308787370403,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,pile_cc,0.2247752247752248,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,14.461073665885918,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,ubuntu_irc,0.1208791208791209,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,europarl,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,hackernews,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,pubmed_abstracts,0.0239760239760239,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,84,uspto_backgrounds,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,arxiv,0.0,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,freelaw,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,nih_exporter,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,pubmed_central,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,wikipedia_en,0.0,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,dm_mathematics,0.1548451548451548,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,github,0.7232767232767233,github,direct,True,TOPSIS_CRITIC,51.70140753241471,37.39442462883942,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,philpapers,0.0039960039960039,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,stackexchange,0.0019980019980019,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,0.12265309357834879,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,enron_emails,0.0009990009990009,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,gutenberg_pg_19,0.0309690309690309,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,1.7352728620424938,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,pile_cc,0.0,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,ubuntu_irc,0.0279720279720279,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,europarl,0.0549450549450549,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,hackernews,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,pubmed_abstracts,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,85,uspto_backgrounds,0.0009990009990009,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,arxiv,0.0,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,freelaw,0.0150300601202404,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,nih_exporter,0.0290581162324649,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,pubmed_central,0.002004008016032,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,wikipedia_en,0.0,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,dm_mathematics,0.0120240480961923,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,github,0.1783567134268537,github,direct,True,TOPSIS_CRITIC,51.70140753241471,9.221293127023866,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,philpapers,0.0100200400801603,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,stackexchange,0.0,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,enron_emails,0.0100200400801603,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,gutenberg_pg_19,0.001002004008016,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,0.056144810100991815,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,pile_cc,0.0090180360721442,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,0.5801817530882429,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,ubuntu_irc,0.0440881763527054,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,europarl,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,hackernews,0.0080160320641282,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,pubmed_abstracts,0.002004008016032,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,86,uspto_backgrounds,0.6793587174348698,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,arxiv,0.1788211788211788,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,11.419942425120476,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,freelaw,0.0009990009990009,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,nih_exporter,0.0029970029970029,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,pubmed_central,0.0129870129870129,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,wikipedia_en,0.0519480519480519,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,3.1740730867753184,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,dm_mathematics,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,github,0.1868131868131868,github,direct,True,TOPSIS_CRITIC,51.70140753241471,9.658504703857693,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,philpapers,0.0049950049950049,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,stackexchange,0.2337662337662338,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,14.350411948667514,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,enron_emails,0.0069930069930069,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,gutenberg_pg_19,0.0,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,pile_cc,0.0009990009990009,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,0.06427143851504215,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,ubuntu_irc,0.0129870129870129,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,europarl,0.0509490509490509,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,hackernews,0.0979020979020979,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,pubmed_abstracts,0.1558441558441558,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,87,uspto_backgrounds,0.0009990009990009,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,arxiv,0.716,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,45.72544947018239,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,freelaw,0.147,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,nih_exporter,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,pubmed_central,0.004,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,wikipedia_en,0.001,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,0.061100906920424934,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,dm_mathematics,0.001,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,github,0.0,github,direct,True,TOPSIS_CRITIC,51.70140753241471,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,philpapers,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,stackexchange,0.0,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,enron_emails,0.015,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,gutenberg_pg_19,0.065,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,3.6421138312514554,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,pile_cc,0.0,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,ubuntu_irc,0.004,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,europarl,0.002,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,hackernews,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,pubmed_abstracts,0.045,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,88,uspto_backgrounds,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,arxiv,0.064064064064064,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,4.091282296390902,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,freelaw,0.1791791791791791,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,nih_exporter,0.002002002002002,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,pubmed_central,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,wikipedia_en,0.1081081081081081,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,6.605503450856749,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,dm_mathematics,0.001001001001001,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,github,0.1561561561561561,github,direct,True,TOPSIS_CRITIC,51.70140753241471,8.073493068124817,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,philpapers,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,stackexchange,0.0,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,enron_emails,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,gutenberg_pg_19,0.0,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,pile_cc,0.1571571571571571,commoncrawl,near_direct,True,TOPSIS_CRITIC,64.33570995356357,10.110817279989467,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,ubuntu_irc,0.1101101101101101,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,europarl,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,hackernews,0.025025025025025,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,pubmed_abstracts,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,89,uspto_backgrounds,0.1971971971971972,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,arxiv,0.5765765765765766,arxiv,direct,True,TOPSIS_CRITIC,63.862359595226806,36.82154066751816,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,freelaw,0.04004004004004,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,nih_exporter,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,pubmed_central,0.021021021021021,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,wikipedia_en,0.0,wikipedia,near_direct,True,TOPSIS_CRITIC,61.10090692042493,0.0,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,dm_mathematics,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,github,0.0960960960960961,github,direct,True,TOPSIS_CRITIC,51.70140753241471,4.968303426538351,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,philpapers,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,stackexchange,0.019019019019019,stackexchange,direct,True,TOPSIS_CRITIC,61.38787333596658,1.1675371305138778,observed_mapping
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,enron_emails,0.0,,inferred,False,TOPSIS_CRITIC,,,unmapped_domain
A16-domain_mapping_guide@0ae884c0d16d,q1-scoring-20260925-r01,A4_A5_train_1m,fit,1M,1000000,6.0,90,gutenberg_pg_19,0.022022022022022,book,near_direct,True,TOPSIS_CRITIC,56.03252048079162,1.2339493999773918,observed_mapping
