direction_id,to_index,from_index,to_domain,from_domain,simplex_limit,hull_limit,safe_hull_limit,safe_hull_limit_pp,lp_status,lp_objective,lp_dual_objective,lp_duality_gap,delta_upper_price,safe_min_weight,observed_joint_support
08_from_04,8,4,stackexchange,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
08_from_05,8,5,stackexchange,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
08_from_06,8,6,stackexchange,github,0.11070066007050916,0.11070066007050916,0.10959365346980407,10.959365346980407,0,-0.11070066007050916,-0.11070066007050916,0.0,-1.0,1.9531250000000017e-05,False
08_from_07,8,7,stackexchange,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
08_from_09,8,9,stackexchange,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
08_from_10,8,10,stackexchange,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
08_from_11,8,11,stackexchange,pile_cc,0.11948759779188559,0.11948759779188559,0.11829272181396673,11.829272181396673,0,-0.11948759779188559,-0.11948759779188559,0.0,-1.0,1.9531250000000017e-05,False
08_from_12,8,12,stackexchange,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
08_from_13,8,13,stackexchange,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
08_from_14,8,14,stackexchange,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
08_from_15,8,15,stackexchange,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
08_from_16,8,16,stackexchange,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
09_from_00,9,0,enron_emails,arxiv,0.11302252583269276,0.01929640195860806,0.01910343793902198,1.9103437939021979,0,-0.01929640195860806,-0.019296401958608007,5.204170427930421e-17,0.0,1.9531250000000017e-05,False
09_from_01,9,1,enron_emails,freelaw,0.09682483215202778,0.01946934273636972,0.019274649309006023,1.9274649309006024,0,-0.01946934273636972,-0.019469342736369716,3.469446951953614e-18,0.0,1.9531250000000017e-05,False
09_from_02,9,2,enron_emails,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
09_from_03,9,3,enron_emails,pubmed_central,0.11375419105058356,0.019035414724968967,0.01884506057771928,1.884506057771928,0,-0.019035414724968967,-0.019035414724968933,3.469446951953614e-17,0.0,1.9531250000000017e-05,False
09_from_04,9,4,enron_emails,wikipedia_en,0.07507775607983627,0.01910190004857736,0.018910881048091584,1.8910881048091583,0,-0.01910190004857736,-0.019101900048577362,3.469446951953614e-18,0.0,1.9531250000000017e-05,False
09_from_05,9,5,enron_emails,dm_mathematics,0.025462854097050385,0.01798149378826174,0.01780167885037912,1.780167885037912,0,-0.01798149378826174,-0.017981493788261742,3.469446951953614e-18,0.0,1.9531250000000017e-05,False
09_from_06,9,6,enron_emails,github,0.11070066007050916,0.01926635148517257,0.019073687970320843,1.9073687970320843,0,-0.01926635148517257,-0.019266351485172563,6.938893903907228e-18,0.0,1.9531250000000017e-05,False
09_from_07,9,7,enron_emails,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
09_from_08,9,8,enron_emails,stackexchange,0.09943242344413017,0.019212178174341035,0.019020056392597625,1.9020056392597624,0,-0.019212178174341035,-0.019212178174341017,1.734723475976807e-17,0.0,1.9531250000000017e-05,False
09_from_10,9,10,enron_emails,gutenberg_pg_19,0.04691494424753535,0.01886782803811537,0.018679149757734218,1.867914975773422,0,-0.01886782803811537,-0.018867828038115396,2.42861286636753e-17,0.0,1.9531250000000017e-05,False
09_from_11,9,11,enron_emails,pile_cc,0.11948759779188559,0.019089493936781245,0.018898598997413432,1.8898598997413432,0,-0.019089493936781245,-0.019089493936781225,2.0816681711721685e-17,0.0,1.9531250000000017e-05,False
09_from_12,9,12,enron_emails,ubuntu_irc,0.019599998284005875,0.01820928923514658,0.018027196342795114,1.8027196342795113,0,-0.01820928923514658,-0.018209289235146545,3.469446951953614e-17,0.0,1.9531250000000017e-05,False
09_from_13,9,13,enron_emails,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
09_from_14,9,14,enron_emails,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
09_from_15,9,15,enron_emails,pubmed_abstracts,0.0661811661125716,0.01888614027278817,0.01869727887006029,1.869727887006029,0,-0.01888614027278817,-0.018886140272788177,6.938893903907228e-18,0.0,1.9531250000000017e-05,False
09_from_16,9,16,enron_emails,uspto_backgrounds,0.07556475309333585,0.01938878962471033,0.019194901728463224,1.9194901728463225,0,-0.01938878962471033,-0.019388789624710273,5.551115123125783e-17,0.0,1.9531250000000017e-05,False
10_from_00,10,0,gutenberg_pg_19,arxiv,0.11302252583269276,0.11302252583269276,0.11189230057436583,11.189230057436584,0,-0.11302252583269276,-0.11302252583269276,0.0,-1.0,1.9531250000000017e-05,False
10_from_01,10,1,gutenberg_pg_19,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531250000000017e-05,False
10_from_02,10,2,gutenberg_pg_19,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
10_from_03,10,3,gutenberg_pg_19,pubmed_central,0.11375419105058356,0.11375419105058356,0.11261664914007771,11.26166491400777,0,-0.11375419105058356,-0.11375419105058356,0.0,-1.0,1.9531250000000017e-05,False
10_from_04,10,4,gutenberg_pg_19,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
10_from_05,10,5,gutenberg_pg_19,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
10_from_06,10,6,gutenberg_pg_19,github,0.11070066007050916,0.11070066007050916,0.10959365346980407,10.959365346980407,0,-0.11070066007050916,-0.11070066007050916,0.0,-1.0,1.9531250000000017e-05,False
10_from_07,10,7,gutenberg_pg_19,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
10_from_08,10,8,gutenberg_pg_19,stackexchange,0.09943242344413017,0.09943242344413017,0.09843809920968886,9.843809920968887,0,-0.09943242344413017,-0.09943242344413017,0.0,-1.0,1.9531250000000017e-05,False
10_from_09,10,9,gutenberg_pg_19,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
10_from_11,10,11,gutenberg_pg_19,pile_cc,0.11948759779188559,0.11948759779188559,0.11829272181396673,11.829272181396673,0,-0.11948759779188559,-0.11948759779188559,0.0,-1.0,1.9531250000000017e-05,False
10_from_12,10,12,gutenberg_pg_19,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
10_from_13,10,13,gutenberg_pg_19,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
10_from_14,10,14,gutenberg_pg_19,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
10_from_15,10,15,gutenberg_pg_19,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
10_from_16,10,16,gutenberg_pg_19,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
11_from_00,11,0,pile_cc,arxiv,0.11302252583269276,0.11302252583269276,0.11189230057436583,11.189230057436584,0,-0.11302252583269276,-0.11302252583269276,0.0,-1.0,1.9531250000000017e-05,False
11_from_01,11,1,pile_cc,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531250000000017e-05,False
11_from_02,11,2,pile_cc,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
11_from_03,11,3,pile_cc,pubmed_central,0.11375419105058356,0.11375419105058356,0.11261664914007771,11.26166491400777,0,-0.11375419105058356,-0.11375419105058356,0.0,-1.0,1.9531250000000017e-05,False
11_from_04,11,4,pile_cc,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
11_from_05,11,5,pile_cc,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
11_from_06,11,6,pile_cc,github,0.11070066007050916,0.11070066007050916,0.10959365346980407,10.959365346980407,0,-0.11070066007050916,-0.11070066007050916,0.0,-1.0,1.9531250000000017e-05,False
11_from_07,11,7,pile_cc,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
11_from_08,11,8,pile_cc,stackexchange,0.09943242344413017,0.09943242344413017,0.09843809920968886,9.843809920968887,0,-0.09943242344413017,-0.09943242344413017,0.0,-1.0,1.9531250000000017e-05,False
11_from_09,11,9,pile_cc,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
11_from_10,11,10,pile_cc,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
11_from_12,11,12,pile_cc,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
11_from_13,11,13,pile_cc,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
11_from_14,11,14,pile_cc,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
11_from_15,11,15,pile_cc,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
11_from_16,11,16,pile_cc,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
12_from_00,12,0,ubuntu_irc,arxiv,0.11302252583269276,0.11293690451788549,0.11180753547270664,11.180753547270664,0,-0.11293690451788549,-0.11293690451788549,0.0,0.0,1.9531250000000017e-05,False
12_from_01,12,1,ubuntu_irc,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531250000000017e-05,False
12_from_02,12,2,ubuntu_irc,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
12_from_03,12,3,ubuntu_irc,pubmed_central,0.11375419105058356,0.11250779745117727,0.11138271947666549,11.13827194766655,0,-0.11250779745117727,-0.11250779745117728,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
12_from_04,12,4,ubuntu_irc,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
12_from_05,12,5,ubuntu_irc,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
12_from_06,12,6,ubuntu_irc,github,0.11070066007050916,0.10882675363553196,0.10773848609917663,10.773848609917664,0,-0.10882675363553196,-0.10882675363553199,2.7755575615628914e-17,0.0,1.9531250000000017e-05,False
12_from_07,12,7,ubuntu_irc,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
12_from_08,12,8,ubuntu_irc,stackexchange,0.09943242344413017,0.09943242344413017,0.09843809920968886,9.843809920968887,0,-0.09943242344413017,-0.09943242344413017,0.0,-1.0,1.9531250000000017e-05,False
12_from_09,12,9,ubuntu_irc,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
12_from_10,12,10,ubuntu_irc,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
12_from_11,12,11,ubuntu_irc,pile_cc,0.11948759779188559,0.11789418021980465,0.1167152384176066,11.67152384176066,0,-0.11789418021980465,-0.11789418021980469,4.163336342344337e-17,0.0,1.9531250000000017e-05,False
12_from_13,12,13,ubuntu_irc,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
12_from_14,12,14,ubuntu_irc,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
12_from_15,12,15,ubuntu_irc,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
12_from_16,12,16,ubuntu_irc,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
13_from_00,13,0,europarl,arxiv,0.11302252583269276,0.08478632247963422,0.08393845925483788,8.393845925483788,0,-0.08478632247963422,-0.0847863224796342,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
13_from_01,13,1,europarl,freelaw,0.09682483215202778,0.0876047091619585,0.08672866207033891,8.672866207033891,0,-0.0876047091619585,-0.08760470916195845,5.551115123125783e-17,0.0,1.9531250000000017e-05,False
13_from_02,13,2,europarl,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
13_from_03,13,3,europarl,pubmed_central,0.11375419105058356,0.08333431145803127,0.08250096834345096,8.250096834345095,0,-0.08333431145803127,-0.08333431145803127,0.0,0.0,1.9531250000000017e-05,False
13_from_04,13,4,europarl,wikipedia_en,0.07507775607983627,0.07321563239574122,0.0724834760717838,7.24834760717838,0,-0.07321563239574122,-0.07321563239574122,0.0,0.0,1.9531250000000017e-05,False
13_from_05,13,5,europarl,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
13_from_06,13,6,europarl,github,0.11070066007050916,0.08652614601970435,0.08566088455950731,8.56608845595073,0,-0.08652614601970435,-0.08652614601970429,5.551115123125783e-17,0.0,1.9531250000000017e-05,False
13_from_07,13,7,europarl,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
13_from_08,13,8,europarl,stackexchange,0.09943242344413017,0.08391696490082089,0.08307779525181268,8.307779525181267,0,-0.08391696490082089,-0.0839169649008208,8.326672684688674e-17,0.0,1.9531250000000017e-05,False
13_from_09,13,9,europarl,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
13_from_10,13,10,europarl,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
13_from_11,13,11,europarl,pile_cc,0.11948759779188559,0.08348167675217773,0.08264685998465594,8.264685998465595,0,-0.08348167675217773,-0.08348167675217771,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
13_from_12,13,12,europarl,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
13_from_14,13,14,europarl,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
13_from_15,13,15,europarl,pubmed_abstracts,0.0661811661125716,0.0661811661125716,0.06551935445144588,6.551935445144588,0,-0.0661811661125716,-0.0661811661125716,0.0,-1.0,1.9531250000000017e-05,False
13_from_16,13,16,europarl,uspto_backgrounds,0.07556475309333585,0.07370718394515421,0.07297011210570267,7.297011210570267,0,-0.07370718394515421,-0.07370718394515421,0.0,0.0,1.9531250000000017e-05,False
14_from_00,14,0,hackernews,arxiv,0.11302252583269276,0.08340059466993532,0.08256658872323597,8.256658872323596,0,-0.08340059466993532,-0.0834005946699353,2.7755575615628914e-17,0.0,1.9531250000000017e-05,False
14_from_01,14,1,hackernews,freelaw,0.09682483215202778,0.08023787985865195,0.07943550106006543,7.943550106006543,0,-0.08023787985865195,-0.08023787985865197,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
14_from_02,14,2,hackernews,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
14_from_03,14,3,hackernews,pubmed_central,0.11375419105058356,0.0851932868864215,0.08434135401755728,8.434135401755729,0,-0.0851932868864215,-0.08519328688642144,5.551115123125783e-17,0.0,1.9531250000000017e-05,False
14_from_04,14,4,hackernews,wikipedia_en,0.07507775607983627,0.0745220887754796,0.0737768678877248,7.377686788772481,0,-0.0745220887754796,-0.0745220887754796,0.0,0.0,1.9531250000000017e-05,False
14_from_05,14,5,hackernews,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
14_from_06,14,6,hackernews,github,0.11070066007050916,0.08198556158134637,0.08116570596553291,8.116570596553291,0,-0.08198556158134637,-0.08198556158134637,0.0,0.0,1.9531250000000017e-05,False
14_from_07,14,7,hackernews,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
14_from_08,14,8,hackernews,stackexchange,0.09943242344413017,0.08496397342729578,0.08411433369302282,8.411433369302282,0,-0.08496397342729578,-0.08496397342729577,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
14_from_09,14,9,hackernews,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
14_from_10,14,10,hackernews,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
14_from_11,14,11,hackernews,pile_cc,0.11948759779188559,0.09146650597694299,0.09055184091717355,9.055184091717356,0,-0.09146650597694299,-0.09146650597694309,9.71445146547012e-17,0.0,1.9531250000000017e-05,False
14_from_12,14,12,hackernews,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531249924205205e-05,False
14_from_13,14,13,hackernews,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
14_from_15,14,15,hackernews,pubmed_abstracts,0.0661811661125716,0.06596903545057667,0.0653093450960709,6.530934509607091,0,-0.06596903545057667,-0.06596903545057667,0.0,0.0,1.9531250000000017e-05,False
14_from_16,14,16,hackernews,uspto_backgrounds,0.07556475309333585,0.07455584568329311,0.07381028722646019,7.381028722646018,0,-0.07455584568329311,-0.07455584568329313,1.3877787807814457e-17,0.0,1.9531250000000017e-05,False
15_from_00,15,0,pubmed_abstracts,arxiv,0.11302252583269276,0.11302252583269276,0.11189230057436583,11.189230057436584,0,-0.11302252583269276,-0.11302252583269276,0.0,-1.0,1.9531250000000017e-05,False
15_from_01,15,1,pubmed_abstracts,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531250000000017e-05,False
15_from_02,15,2,pubmed_abstracts,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
15_from_03,15,3,pubmed_abstracts,pubmed_central,0.11375419105058356,0.11375419105058356,0.11261664914007771,11.26166491400777,0,-0.11375419105058356,-0.11375419105058356,0.0,-1.0,1.9531250000000017e-05,False
15_from_04,15,4,pubmed_abstracts,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
15_from_05,15,5,pubmed_abstracts,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
15_from_06,15,6,pubmed_abstracts,github,0.11070066007050916,0.11070066007050916,0.10959365346980407,10.959365346980407,0,-0.11070066007050916,-0.11070066007050916,0.0,-1.0,1.9531250000000017e-05,False
15_from_07,15,7,pubmed_abstracts,philpapers,0.005487697351193022,0.005487697351193022,0.005432820377681092,0.5432820377681091,0,-0.005487697351193022,-0.005487697351193022,0.0,-1.0,1.9531250000000017e-05,False
15_from_08,15,8,pubmed_abstracts,stackexchange,0.09943242344413017,0.09943242344413017,0.09843809920968886,9.843809920968887,0,-0.09943242344413017,-0.09943242344413017,0.0,-1.0,1.9531250000000017e-05,False
15_from_09,15,9,pubmed_abstracts,enron_emails,0.0022110330434062142,0.0022110330434062142,0.002188922712972152,0.2188922712972152,0,-0.0022110330434062142,-0.0022110330434062142,0.0,-1.0,1.9531250000000017e-05,False
15_from_10,15,10,pubmed_abstracts,gutenberg_pg_19,0.04691494424753535,0.04691494424753535,0.046445794805059996,4.644579480506,0,-0.04691494424753535,-0.04691494424753535,0.0,-1.0,1.9531250000000017e-05,False
15_from_11,15,11,pubmed_abstracts,pile_cc,0.11948759779188559,0.11948759779188559,0.11829272181396673,11.829272181396673,0,-0.11948759779188559,-0.11948759779188559,0.0,-1.0,1.9531250000000017e-05,False
15_from_12,15,12,pubmed_abstracts,ubuntu_irc,0.019599998284005875,0.019599998284005875,0.019403998301165817,1.9403998301165817,0,-0.019599998284005875,-0.019599998284005875,0.0,-1.0,1.9531250000000017e-05,False
15_from_13,15,13,pubmed_abstracts,europarl,0.012737064754031515,0.012737064754031515,0.0126096941064912,1.26096941064912,0,-0.012737064754031515,-0.012737064754031515,0.0,-1.0,1.9531250000000017e-05,False
15_from_14,15,14,pubmed_abstracts,hackernews,0.01165082237810866,0.01165082237810866,0.011534314154327574,1.1534314154327574,0,-0.01165082237810866,-0.01165082237810866,0.0,-1.0,1.9531250000000017e-05,False
15_from_16,15,16,pubmed_abstracts,uspto_backgrounds,0.07556475309333585,0.07556475309333585,0.07480910556240249,7.480910556240248,0,-0.07556475309333585,-0.07556475309333585,0.0,-1.0,1.9531250000000017e-05,False
16_from_00,16,0,uspto_backgrounds,arxiv,0.11302252583269276,0.11302252583269276,0.11189230057436583,11.189230057436584,0,-0.11302252583269276,-0.11302252583269276,0.0,-1.0,1.9531250000000017e-05,False
16_from_01,16,1,uspto_backgrounds,freelaw,0.09682483215202778,0.09682483215202778,0.0958565838305075,9.58565838305075,0,-0.09682483215202778,-0.09682483215202778,0.0,-1.0,1.9531250000000017e-05,False
16_from_02,16,2,uspto_backgrounds,nih_exporter,0.005889680217095936,0.005889680217095936,0.005830783414924977,0.5830783414924977,0,-0.005889680217095936,-0.005889680217095936,0.0,-1.0,1.9531250000000017e-05,False
16_from_03,16,3,uspto_backgrounds,pubmed_central,0.11375419105058356,0.11375419105058356,0.11261664914007771,11.26166491400777,0,-0.11375419105058356,-0.11375419105058356,0.0,-1.0,1.9531250000000017e-05,False
16_from_04,16,4,uspto_backgrounds,wikipedia_en,0.07507775607983627,0.07507775607983627,0.07432697851903791,7.432697851903791,0,-0.07507775607983627,-0.07507775607983627,0.0,-1.0,1.9531250000000017e-05,False
16_from_05,16,5,uspto_backgrounds,dm_mathematics,0.025462854097050385,0.025462854097050385,0.02520822555607988,2.520822555607988,0,-0.025462854097050385,-0.025462854097050385,0.0,-1.0,1.9531250000000017e-05,False
16_from_06,16,6,uspto_backgrounds,github,0.11070066007050916,0.11070066007050916,0.10959365346980407,10.959365346980407,0,-0.11070066007050916,-0.11070066007050916,0.0,-1.0,1.9531250000000017e-05,False
