task,branch,axis,outer_fold,source_id,group,role,inner_fold
B2,scale,none,3,B2_row_1019,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1020,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1021,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1022,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1023,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1024,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1025,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1026,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1027,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_1028,cerebras_13.0B,calibration,3
B2,scale,none,3,B2_row_441,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_442,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_443,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_444,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_445,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_446,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_447,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_448,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_449,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_450,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_451,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_452,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_453,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_454,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_455,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_456,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_457,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_458,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_459,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_460,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_461,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_462,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_463,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_464,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_465,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_466,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_467,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_468,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_469,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_470,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_471,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_472,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_473,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_474,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_475,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_476,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_477,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_478,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_479,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_480,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_481,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_482,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_483,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_484,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_485,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_486,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_487,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_488,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_489,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_490,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_491,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_492,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_493,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_494,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_495,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_496,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_497,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_498,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_499,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_500,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_501,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_502,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_503,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_504,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_505,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_506,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_507,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_508,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_509,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_510,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_511,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_512,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_513,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_514,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_515,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_516,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_517,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_518,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_519,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_520,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_521,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_522,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_523,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_524,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_525,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_526,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_527,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_528,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_529,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_530,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_531,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_532,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_533,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_534,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_535,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_536,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_537,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_538,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_539,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_540,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_541,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_542,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_543,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_544,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_545,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_546,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_547,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_548,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_549,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_550,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_551,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_552,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_553,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_554,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_555,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_556,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_557,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_558,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_559,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_560,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_561,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_562,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_563,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_564,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_565,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_566,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_567,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_568,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_569,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_570,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_571,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_572,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_573,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_574,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_575,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_576,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_577,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_578,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_579,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_580,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_581,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_582,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_583,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_584,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_585,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_586,cerebras_1.3B,test,-1
B2,scale,none,3,B2_row_587,cerebras_1.3B,test,-1
B2,scale,none,4,B2_row_0,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_1,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_2,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_3,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_4,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_5,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_6,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_7,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_8,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_9,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_10,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_11,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_12,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_13,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_14,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_15,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_16,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_17,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_18,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_19,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_20,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_21,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_22,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_23,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_24,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_25,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_26,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_27,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_28,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_29,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_30,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_31,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_32,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_33,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_34,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_35,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_36,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_37,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_38,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_39,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_40,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_41,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_42,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_43,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_44,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_45,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_46,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_47,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_48,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_49,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_50,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_51,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_52,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_53,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_54,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_55,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_56,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_57,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_58,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_59,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_60,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_61,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_62,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_63,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_64,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_65,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_66,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_67,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_68,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_69,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_70,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_71,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_72,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_73,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_74,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_75,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_76,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_77,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_78,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_79,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_80,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_81,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_82,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_83,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_84,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_85,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_86,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_87,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_88,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_89,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_90,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_91,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_92,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_93,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_94,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_95,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_96,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_97,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_98,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_99,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_100,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_101,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_102,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_103,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_104,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_105,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_106,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_107,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_108,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_109,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_110,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_111,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_112,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_113,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_114,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_115,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_116,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_117,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_118,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_119,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_120,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_121,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_122,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_123,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_124,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_125,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_126,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_127,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_128,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_129,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_130,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_131,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_132,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_133,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_134,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_135,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_136,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_137,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_138,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_139,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_140,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_141,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_142,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_143,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_144,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_145,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_146,cerebras_0.111B,calibration,0
B2,scale,none,4,B2_row_147,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_148,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_149,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_150,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_151,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_152,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_153,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_154,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_155,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_156,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_157,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_158,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_159,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_160,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_161,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_162,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_163,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_164,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_165,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_166,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_167,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_168,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_169,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_170,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_171,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_172,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_173,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_174,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_175,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_176,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_177,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_178,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_179,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_180,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_181,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_182,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_183,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_184,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_185,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_186,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_187,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_188,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_189,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_190,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_191,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_192,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_193,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_194,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_195,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_196,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_197,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_198,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_199,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_200,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_201,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_202,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_203,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_204,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_205,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_206,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_207,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_208,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_209,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_210,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_211,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_212,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_213,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_214,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_215,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_216,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_217,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_218,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_219,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_220,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_221,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_222,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_223,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_224,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_225,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_226,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_227,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_228,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_229,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_230,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_231,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_232,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_233,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_234,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_235,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_236,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_237,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_238,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_239,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_240,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_241,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_242,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_243,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_244,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_245,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_246,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_247,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_248,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_249,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_250,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_251,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_252,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_253,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_254,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_255,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_256,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_257,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_258,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_259,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_260,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_261,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_262,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_263,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_264,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_265,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_266,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_267,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_268,cerebras_0.256B,calibration,1
B2,scale,none,4,B2_row_269,cerebras_0.256B,calibration,1
